Strategy,Asset,Timeframe,Net_Profit_USD,ROI_Percent,ROI,CAGR_Percent,ROI_Per_Day_Pct,Win_Rate_Percent,Win_Rate_Adjusted,Profit_Factor,Sharpe_Ratio,Avg_Win_USD,Avg_Loss_USD,Win_Loss_Ratio,Trades_Per_Year,Max_Drawdown_USD,Max_Drawdown_Percent,Gross_Drawdown_USD,Gross_Drawdown_Percent,Net_Drawdown_USD,Net_Drawdown_Percent,Current_Drawdown_USD,Current_Drawdown_Percent,WR_Flag,Performance_Grade,Deployment_Status,Rank,Initial_Capital_USD,Final_Capital_USD,Time_period_checked,Time_start,time_end,fees_exchnage,Total_Trades,Data_Source
G31 SuperTrend Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,BNB,4h,50992199.46,509921.99,5099.2199,306.35,0.3846,74.85,74.85,10.38,2.25,75542.21,21664.66,3.49,163.9,-1023956.49,-3.38,-5437829.29,-10.66,-1870.1,-18.7,-7205.3,-0.01,,STRONG,TIER_1,92,10000,51002199.46,2224_days,05-03-2020,08-04-2026,0.06%,998,tv_backtester_jan_2024
G23 Donchian CCI Lite [Webhook] BINANCEUSDT.P 2026-04-08,ADA,4h,47844408.28,478444.08,4784.4408,302.12,0.3817,69.96,69.96,7.52,1.9,95140.36,29465.87,3.23,136.1,-1744282.48,-3.75,-7337000.62,-15.04,-3339.29,-33.39,-943285.52,-1.93,,PROMISING,TIER_2,93,10000,47854408.28,2224_days,25-02-2020,29-03-2026,0.06%,829,tv_backtester_jan_2024
G28 Donchian Short14 [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,43786492.74,437864.93,4378.6493,359.94,0.4186,66.38,66.38,8.61,2.19,70471.03,16164.72,4.36,192.7,-1149019.31,-3.22,-5754640.68,-13.14,-2330.35,-23.3,0,0,,STRONG,TIER_1,94,10000,43796492.74,2007_days,06-10-2020,06-04-2026,0.06%,1059,tv_backtester_jan_2024
G28 Donchian Short14 [Webhook] BINANCEUSDT.P 2026-04-08,LDO,4h,43033815.47,430338.15,4303.3815,1026.5,0.6652,83.42,83.42,6.84,2.52,100192.44,73629.84,1.36,174.5,-767812.95,-1.91,-7362984.01,-17.07,0,0,-98954.1,-0.23,HIGH_WR,PROMISING,TIER_2,95,10000,43043815.47,1262_days,13-10-2022,28-03-2026,0.06%,603,tv_backtester_jan_2024
G31 SuperTrend Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,41877051.5,418770.51,4187.7052,356.22,0.4164,68.12,68.12,8.07,2.22,69482.7,18406.98,3.77,183.8,-1165839.7,-3.22,-5927046.53,-14.15,-2429.88,-24.3,0,0,,STRONG,TIER_1,96,10000,41887051.5,2007_days,06-10-2020,06-04-2026,0.06%,1010,tv_backtester_jan_2024
G30 ADX DI Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,SUI,4h,39208221.32,392082.21,3920.8221,1683.25,0.7919,84.96,84.96,10.48,2.93,90297.14,48640.08,1.86,196.7,-540814.2,-1.62,-4134406.64,-10.54,0,0,0,0,HIGH_WR,STRONG,TIER_1,97,10000,39218221.32,1049_days,24-05-2023,08-04-2026,0.06%,565,tv_backtester_jan_2024
G6 Triple EMA Volume Trend [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,39064728.29,390647.28,3906.4728,350.82,0.4131,37.89,37.89,1.48,0.48,1966211.93,808741.99,2.43,29.3,-20753939.07,-45.02,-80874199.19,-152.97,-301238.75,-3012.39,-13794427.87,-26.09,,WEAK,IGNORE,98,10000,39074728.29,2006_days,02-10-2020,01-04-2026,0.06%,161,tv_backtester_jan_2024
G36 BB Squeeze Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,38292742.85,382927.43,3829.2743,348.85,0.4119,66.24,66.24,7.58,2.13,64968.61,16823.53,3.86,186.5,-1080928.16,-3.22,-5820942.33,-15.2,-2758.35,-27.58,0,0,,PROMISING,TIER_2,99,10000,38302742.85,2007_days,06-10-2020,06-04-2026,0.06%,1025,tv_backtester_jan_2024
G35 Ichimoku Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,OP,4h,37718625.55,377186.26,3771.8626,814.7,0.6078,78.88,78.88,6.33,2.62,86319.5,50943.85,1.69,176.8,-2819763.12,-6.95,-7081194.89,-17.46,-162.71,-1.63,-2819763.12,-6.95,,PROMISING,TIER_2,100,10000,37728625.55,1359_days,07-07-2022,27-03-2026,0.06%,658,tv_backtester_jan_2024
G36 BB Squeeze Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,OP,4h,35701984.64,357019.85,3570.1985,801.3,0.6038,79.82,79.82,5.58,2.5,83330.68,59065.37,1.41,175.8,-3328176.64,-8.53,-7796628.87,-19.97,0,0,-3328176.64,-8.53,,PROMISING,TIER_2,101,10000,35711984.64,1359_days,07-07-2022,27-03-2026,0.06%,654,tv_backtester_jan_2024
G36 BB Squeeze Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,LDO,4h,33997062.06,339970.62,3399.7062,952.23,0.6464,83.76,83.76,6.73,2.65,81497.72,62492.86,1.3,169.3,-505791.38,-1.61,-5936821.71,-17.46,0,0,0,0,HIGH_WR,PROMISING,TIER_2,102,10000,34007062.06,1262_days,13-10-2022,28-03-2026,0.06%,585,tv_backtester_jan_2024
G35 Ichimoku Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,LDO,4h,33886385.92,338863.86,3388.6386,949.29,0.6457,84.63,84.63,7.14,2.62,78650.91,60634.28,1.3,171.2,-507796.5,-1.61,-5517719.85,-16.28,0,0,0,0,HIGH_WR,PROMISING,TIER_2,103,10000,33896385.92,1263_days,13-10-2022,29-03-2026,0.06%,592,tv_backtester_jan_2024
G28 Donchian Short14 [Webhook] BINANCEUSDT.P 2026-04-08,SUI,4h,33178787.3,331787.87,3317.8787,1582.56,0.7759,86.63,86.63,11.88,2.89,81046.63,44189.25,1.83,179.7,-448984.84,-1.62,-3049058.03,-9.19,0,0,0,0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,104,10000,33188787.3,1049_days,24-05-2023,08-04-2026,0.06%,516,tv_backtester_jan_2024
G26 Donchian ADX Aggro [Webhook] OKXUSDT.P 2026-04-08,SUI,4h,29984369.44,299843.69,2998.4369,1524.3,0.7661,84.71,84.71,11.84,2.8,75809.43,35452.64,2.14,177.6,-426044.44,-1.61,-2765306.01,-9.22,0,0,0,0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,105,10000,29994369.44,1049_days,24-05-2023,08-04-2026,0.06%,510,tv_backtester_jan_2024
G31 SuperTrend Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,OP,4h,29104744.83,291047.45,2910.4745,753.16,0.5887,80.52,80.52,6.17,2.55,69473.5,46545.52,1.49,166.9,-2131914.07,-6.82,-5632007.64,-18.02,-162.71,-1.63,-2131914.07,-6.82,HIGH_WR,PROMISING,TIER_2,106,10000,29114744.83,1359_days,07-07-2022,27-03-2026,0.06%,621,tv_backtester_jan_2024
G36 BB Squeeze Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,SUI,4h,28550056.01,285500.56,2855.0056,1496.82,0.7614,85.08,85.08,11.08,2.85,74368.95,38292.43,1.94,172.7,-405889.28,-1.62,-2833639.95,-9.92,0,0,0,0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,107,10000,28560056.01,1049_days,24-05-2023,08-04-2026,0.06%,496,tv_backtester_jan_2024
G8 TRIX Donchian Trend [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,27337831,273378.31,2733.7831,320.35,0.3939,41,41,1.31,0.49,1403649.89,743741.18,1.89,36.3,-23479284.84,-46.19,-87761459.62,-172.67,-266970.7,-2669.71,-23479284.84,-46.19,,WEAK,IGNORE,108,10000,27347831,2013_days,02-10-2020,08-04-2026,0.06%,200,tv_backtester_jan_2024
G35 Ichimoku Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,SUI,4h,26212438.67,262124.39,2621.2439,1450.04,0.7532,86.06,86.06,11.96,2.83,67143.69,34648.9,1.94,172.4,-355305.12,-1.62,-2390774.43,-9.12,0,0,0,0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,109,10000,26222438.67,1049_days,24-05-2023,08-04-2026,0.06%,495,tv_backtester_jan_2024
G19 Donchian Volume Surge [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,25814538.08,258145.38,2581.4538,247.46,0.3416,84.98,84.98,18.97,2.09,45876.69,13678.23,3.35,110.8,-394294.56,-1.61,-1436213.82,-5.56,0,0,0,0,HIGH_WR,STRONG,TIER_1,110,10000,25824538.08,2304_days,16-12-2019,08-04-2026,0.06%,699,tv_backtester_jan_2024
G31 SuperTrend Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,LDO,4h,25737867.79,257378.68,2573.7868,870.83,0.6242,83.39,83.39,6.84,2.7,63200.75,46409.37,1.36,165.5,-379960.44,-1.61,-4408889.83,-17.12,0,0,0,0,HIGH_WR,PROMISING,TIER_2,111,10000,25747867.79,1262_days,13-10-2022,28-03-2026,0.06%,572,tv_backtester_jan_2024
G8 TRIX Donchian Trend [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,20627622.83,206276.23,2062.7623,301.36,0.3812,45.79,45.79,1.28,0.39,968046.33,640007.91,1.51,39,-16675412.69,-44.69,-74240917.17,-198.97,-308894.2,-3088.94,-16675412.69,-44.69,,WEAK,IGNORE,112,10000,20637622.83,2006_days,05-10-2020,04-04-2026,0.06%,214,tv_backtester_jan_2024
G2 OBV EMA Trend [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,19243103.01,192431.03,1924.3103,292.02,0.3747,32.63,32.63,1.17,0.24,1762825.15,732669.4,2.41,42.6,-23994965.05,-55.48,-116494433.9,-269.36,-43152.72,-431.53,-23994965.05,-55.48,,WEAK,IGNORE,113,10000,19253103.01,2022_days,23-09-2020,08-04-2026,0.06%,236,tv_backtester_jan_2024
G6 Triple EMA Volume Trend [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,19213969.47,192139.69,1921.3969,300.06,0.3803,34.43,34.43,1.19,0.27,1931415.14,853876.54,2.26,33.6,-15477820.66,-44.6,-102465184.6,-295.27,-196606.16,-1966.06,-15477820.66,-44.6,,WEAK,IGNORE,114,10000,19223969.47,1992_days,21-10-2020,06-04-2026,0.06%,183,tv_backtester_jan_2024
G19 Donchian Volume Surge [Webhook] BINANCEUSDT.P 2026-04-08,LTC,4h,16102446.8,161024.47,1610.2447,231.61,0.3288,83.16,83.16,10.3,1.82,37623.07,18030.07,2.09,92.5,-217950.16,-1.6,-1730887.14,-10.74,0,0,0,0,HIGH_WR,STRONG,TIER_1,115,10000,16112446.8,2250_days,28-01-2020,27-03-2026,0.06%,570,tv_backtester_jan_2024
G15 Aroon Donchian Breakout [Webhook] BINANCEUSDT.P 2026-04-08,BNB,4h,15808890.01,158088.9,1580.889,235.28,0.3318,75.19,75.19,11.12,2.18,28523.52,7770.8,3.67,133,-276858.18,-2.97,-1561930.98,-9.87,-1551.27,-15.51,-2234.8,-0.01,,STRONG,TIER_1,116,10000,15818890.01,2224_days,05-03-2020,08-04-2026,0.06%,810,tv_backtester_jan_2024
G11 Donchian CCI Power [Webhook] BINANCEUSDT.P 2026-04-08,BNB,4h,15808890.01,158088.9,1580.889,235.28,0.3318,75.19,75.19,11.12,2.18,28523.52,7770.8,3.67,133,-276858.18,-2.97,-1561930.98,-9.87,-1551.27,-15.51,-2234.8,-0.01,,STRONG,TIER_1,117,10000,15818890.01,2224_days,05-03-2020,08-04-2026,0.06%,810,tv_backtester_jan_2024
G1 Keltner ADX Breakout [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,15352781.52,153527.82,1535.2782,220,0.319,44.34,44.34,1.48,0.59,482017.23,259226.89,1.86,35,-3749999.25,-22.78,-31884906.86,-183.69,-97873.97,-978.74,-1994807.57,-11.49,,WEAK,IGNORE,118,10000,15362781.52,2304_days,16-12-2019,08-04-2026,0.06%,221,tv_backtester_jan_2024
G31 SuperTrend Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,SUI,4h,14788560.7,147885.61,1478.8561,1170.09,0.6983,85.23,85.23,10.66,2.82,40394.26,21867.44,1.85,165,-209966.86,-1.62,-1530721.05,-10.34,0,0,0,0,HIGH_WR,STRONG,TIER_1,119,10000,14798560.7,1049_days,24-05-2023,08-04-2026,0.06%,474,tv_backtester_jan_2024
G19 Donchian Volume Surge [Webhook] BINANCEUSDT.P 2026-04-08,ADA,4h,14516302.47,145163.02,1451.6302,231.15,0.3284,74.39,74.39,8.01,1.88,33780.27,12247.39,2.76,108.5,-437766.25,-3.3,-2069809.17,-14.23,-2992.62,-29.93,-22023.22,-0.15,,STRONG,TIER_1,120,10000,14526302.47,2221_days,26-02-2020,27-03-2026,0.06%,660,tv_backtester_jan_2024
G8 TRIX Donchian Trend [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,13630707.54,136307.08,1363.0708,213.71,0.3135,45.27,45.27,1.37,0.46,551937.68,332687.46,1.66,31.8,-8757233.85,-40.75,-36595621.01,-170.3,-12566.73,-125.67,-7848699.17,-36.52,,WEAK,IGNORE,121,10000,13640707.54,2306_days,15-12-2019,08-04-2026,0.06%,201,tv_backtester_jan_2024
G15 Aroon Donchian Breakout [Webhook] BINANCEUSDT.P 2026-04-08,XRP,4h,13501417.81,135014.18,1350.1418,221.77,0.3205,71.95,71.95,9.88,1.84,30346.12,7875.2,3.85,111.5,-217925.7,-1.62,-1519913.53,-11.25,-29.98,-0.3,0,0,,STRONG,TIER_1,122,10000,13511417.81,2253_days,27-01-2020,29-03-2026,0.06%,688,tv_backtester_jan_2024
G11 Donchian CCI Power [Webhook] BINANCEUSDT.P 2026-04-08,XRP,4h,13501417.81,135014.18,1350.1418,221.77,0.3205,71.95,71.95,9.88,1.84,30346.12,7875.2,3.85,111.5,-217925.7,-1.62,-1519913.53,-11.25,-29.98,-0.3,0,0,,STRONG,TIER_1,123,10000,13511417.81,2253_days,27-01-2020,29-03-2026,0.06%,688,tv_backtester_jan_2024
G23 Donchian CCI Lite [Webhook] BINANCEUSDT.P 2026-04-08,BNB,4h,13188379.74,131883.8,1318.838,225.45,0.3236,73.7,73.7,11.45,2.18,24205.39,5926,4.08,133,-229218.71,-2.95,-1262238.67,-9.56,-1852.82,-18.53,-1259.56,-0.01,,STRONG,TIER_1,124,10000,13198379.74,2224_days,05-03-2020,08-04-2026,0.06%,810,tv_backtester_jan_2024
G23 Donchian CCI Lite [Webhook] BINANCEUSDT.P 2026-04-08,XRP,4h,9926330.89,99263.31,992.6331,206.13,0.3068,68.36,68.36,10.28,1.79,23345.35,4905.18,4.76,111.7,-160228.88,-1.62,-1069329.77,-10.76,-1094.85,-10.95,0,0,,STRONG,TIER_1,125,10000,9936330.89,2253_days,27-01-2020,29-03-2026,0.06%,689,tv_backtester_jan_2024
G23 Donchian CCI Lite [Webhook] BINANCEUSDT.P 2026-04-08,LDO,4h,9693146.23,96931.46,969.3146,631.94,0.5465,83.55,83.55,7.3,2.49,28724.2,19974.21,1.44,135.4,-180528.37,-1.91,-1538014.45,-15.84,0,0,-7106.93,-0.07,HIGH_WR,PROMISING,TIER_2,126,10000,9703146.23,1262_days,13-10-2022,28-03-2026,0.06%,468,tv_backtester_jan_2024
G25 CCI Pure HighTP [Webhook] BINANCEUSDT.P 2026-04-08,LDO,4h,9607021.83,96070.22,960.7022,623.22,0.5432,84.6,84.6,12.61,3.15,25326.81,11034.97,2.3,140.3,-128664.57,-2.66,-827622.81,-8.61,0,0,0,0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,127,10000,9617021.83,1268_days,13-10-2022,03-04-2026,0.06%,487,tv_backtester_jan_2024
G15 Aroon Donchian Breakout [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,8736676.66,87366.77,873.6677,244.98,0.3396,67.03,67.03,7.24,2.08,18462.9,5183.17,3.56,149.7,-255403.2,-3.22,-1399454.69,-16,-2335.89,-23.36,0,0,,PROMISING,TIER_2,128,10000,8746676.66,1998_days,06-10-2020,27-03-2026,0.06%,819,tv_backtester_jan_2024
G11 Donchian CCI Power [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,8736676.66,87366.77,873.6677,244.98,0.3396,67.03,67.03,7.24,2.08,18462.9,5183.17,3.56,149.7,-255403.2,-3.22,-1399454.69,-16,-2335.89,-23.36,0,0,,PROMISING,TIER_2,129,10000,8746676.66,1998_days,06-10-2020,27-03-2026,0.06%,819,tv_backtester_jan_2024
G11 Donchian CCI Power [Webhook] BINANCEUSDT.P 2026-04-08,LDO,4h,8663578.1,86635.78,866.3578,608.56,0.5375,83.97,83.97,7.68,2.61,25343.61,17286.12,1.47,135.4,-133531.31,-1.61,-1296458.86,-14.95,0,0,0,0,HIGH_WR,STRONG,TIER_1,130,10000,8673578.1,1262_days,13-10-2022,28-03-2026,0.06%,468,tv_backtester_jan_2024
G15 Aroon Donchian Breakout [Webhook] BINANCEUSDT.P 2026-04-08,LDO,4h,8663578.1,86635.78,866.3578,608.56,0.5375,83.97,83.97,7.68,2.61,25343.61,17286.12,1.47,135.4,-133531.31,-1.61,-1296458.86,-14.95,0,0,0,0,HIGH_WR,STRONG,TIER_1,131,10000,8673578.1,1262_days,13-10-2022,28-03-2026,0.06%,468,tv_backtester_jan_2024
G23 Donchian CCI Lite [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,6288250.73,62882.51,628.8251,224.88,0.3231,64.71,64.71,7.31,2.01,13744.88,3448.22,3.99,149.7,-183778.85,-3.22,-996534.72,-15.82,-2335.89,-23.36,0,0,,PROMISING,TIER_2,132,10000,6298250.73,1998_days,06-10-2020,27-03-2026,0.06%,819,tv_backtester_jan_2024
G5 LinReg Channel Breakout [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,6254672.63,62546.73,625.4673,176.97,0.2793,48.65,48.65,2.45,0.88,195893.54,75852.26,2.58,17.6,-436707.38,-23.42,-4323578.68,-65.03,-33013.25,-330.13,-383898.06,-5.77,,WEAK,IGNORE,133,10000,6264672.63,2309_days,12-12-2019,08-04-2026,0.06%,111,tv_backtester_jan_2024
G23 Donchian CCI Lite [Webhook] BINANCEUSDT.P 2026-04-08,SUI,4h,5993164.7,59931.65,599.3165,827.69,0.6117,85.04,85.04,10.2,2.73,20507.73,11426.99,1.79,132.7,-87442.94,-1.62,-651338.46,-10.85,0,0,0,0,HIGH_WR,STRONG,TIER_1,134,10000,6003164.7,1049_days,24-05-2023,08-04-2026,0.06%,381,tv_backtester_jan_2024
G11 Donchian CCI Power [Webhook] BINANCEUSDT.P 2026-04-08,SUI,4h,5210783.64,52107.84,521.0784,783.66,0.5983,84.78,84.78,10.12,2.76,17900.71,9847.36,1.82,132.7,-76060.3,-1.62,-571146.8,-10.94,0,0,0,0,HIGH_WR,STRONG,TIER_1,135,10000,5220783.64,1049_days,24-05-2023,08-04-2026,0.06%,381,tv_backtester_jan_2024
G15 Aroon Donchian Breakout [Webhook] BINANCEUSDT.P 2026-04-08,SUI,4h,5210783.64,52107.84,521.0784,783.66,0.5983,84.78,84.78,10.12,2.76,17900.71,9847.36,1.82,132.7,-76060.3,-1.62,-571146.8,-10.94,0,0,0,0,HIGH_WR,STRONG,TIER_1,136,10000,5220783.64,1049_days,24-05-2023,08-04-2026,0.06%,381,tv_backtester_jan_2024
G24 Donchian Pure HighTP [Webhook] OKXUSDT.P 2026-04-08,SUI,4h,4977529.96,49775.3,497.753,769.71,0.594,84.58,84.58,9.82,2.73,16845.31,9409.59,1.79,135.4,-72158.87,-1.61,-564575.49,-11.32,0,0,0,0,HIGH_WR,STRONG,TIER_1,137,10000,4987529.96,1049_days,24-05-2023,08-04-2026,0.06%,389,tv_backtester_jan_2024
G23 Donchian CCI Lite [Webhook] BINANCEUSDT.P 2026-04-08,OP,4h,4829400.19,48294,482.94,426.71,0.4559,78.02,78.02,5.64,2.36,14638.39,9208.78,1.59,138.1,-346377.82,-6.68,-1040592.23,-20.07,-162.71,-1.63,-346377.82,-6.68,,PROMISING,TIER_2,138,10000,4839400.19,1359_days,07-07-2022,27-03-2026,0.06%,514,tv_backtester_jan_2024
G15 Aroon Donchian Breakout [Webhook] BINANCEUSDT.P 2026-04-08,OP,4h,4816648.46,48166.48,481.6648,426.34,0.4557,78.6,78.6,5.7,2.52,14460.39,9321.34,1.55,138.1,-321602.25,-6.25,-1025347.85,-19.92,-162.71,-1.63,-321602.25,-6.25,,PROMISING,TIER_2,139,10000,4826648.46,1359_days,07-07-2022,27-03-2026,0.06%,514,tv_backtester_jan_2024
G11 Donchian CCI Power [Webhook] BINANCEUSDT.P 2026-04-08,OP,4h,4816648.46,48166.48,481.6648,426.34,0.4557,78.6,78.6,5.7,2.52,14460.39,9321.34,1.55,138.1,-321602.25,-6.25,-1025347.85,-19.92,-162.71,-1.63,-321602.25,-6.25,,PROMISING,TIER_2,140,10000,4826648.46,1359_days,07-07-2022,27-03-2026,0.06%,514,tv_backtester_jan_2024
G4 Chaikin MF Trend [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,4358823.15,43588.23,435.8823,160.64,0.2626,37.02,37.02,1.11,0.19,325372.31,172109.94,1.89,57,-4053809.79,-71.05,-39241066.34,-546.55,-133111.61,-1331.12,-2811002.84,-39.15,,WEAK,IGNORE,141,10000,4368823.15,2318_days,02-12-2019,08-04-2026,0.06%,362,tv_backtester_jan_2024
G5 LinReg Channel Breakout [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,3728071.84,37280.72,372.8072,204,0.3049,47.96,47.96,1.31,0.34,337651.41,238069.5,1.42,18.4,-5102370.09,-57.72,-12141544.61,-137.34,-57989.36,-579.89,-5102370.09,-57.72,,WEAK,IGNORE,142,10000,3738071.84,1946_days,07-12-2020,07-04-2026,0.06%,98,tv_backtester_jan_2024
G19 Donchian Volume Surge [Webhook] BINANCEUSDT.P 2026-04-08,XRP,4h,3688831.4,36888.31,368.8831,161.03,0.263,70.1,70.1,8.2,1.87,10297.5,2945.67,3.5,94.4,-60598.09,-1.62,-512547.22,-13.69,-29.98,-0.3,-45039.79,-1.2,,PROMISING,TIER_2,143,10000,3698831.4,2251_days,27-01-2020,27-03-2026,0.06%,582,tv_backtester_jan_2024
G25 CCI Pure HighTP [Webhook] OKXUSDT.P 2026-04-08,SUI,4h,3638760.55,36387.61,363.8761,680.03,0.564,83.89,83.89,15.65,3.79,11137.98,3707.39,3,144.8,-47037.7,-1.82,-248395.2,-6.81,0,0,0,0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,144,10000,3648760.55,1049_days,24-05-2023,08-04-2026,0.06%,416,tv_backtester_jan_2024
G19 Donchian Volume Surge [Webhook] BINANCEUSDT.P 2026-04-08,BNB,4h,3527459.68,35274.6,352.746,162.16,0.2642,76.71,76.71,11.19,2.3,8053.22,2370.82,3.4,103,-52392.84,-1.62,-346140.15,-9.78,-1287.02,-12.87,-499.75,-0.01,,PROMISING,TIER_2,145,10000,3537459.68,2224_days,05-03-2020,08-04-2026,0.06%,627,tv_backtester_jan_2024
G1 Keltner ADX Breakout [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,3314326.11,33143.26,331.4326,187.99,0.29,39.51,39.51,1.21,0.33,236585.47,127815.3,1.85,37.3,-2296444.74,-49.67,-15849097.06,-342.79,-170173.94,-1701.74,-1299287.61,-28.1,,WEAK,IGNORE,146,10000,3324326.11,2005_days,02-10-2020,30-03-2026,0.06%,205,tv_backtester_jan_2024
G9 ATR Breakout Momentum [Webhook] BINANCEUSDT.P 2026-04-08,BTC,4h,3278149.17,32781.49,327.8149,146.62,0.2474,50.85,50.85,2.25,0.69,196615.05,90355.25,2.18,9.2,-558210.03,-16.33,-2620302.29,-76.64,-35395.37,-353.95,-130669.64,-3.82,,WEAK,IGNORE,147,10000,3288149.17,2345_days,24-09-2019,25-02-2026,0.06%,59,tv_backtester_jan_2024
G1 Keltner ADX Breakout [Webhook] BINANCEUSDT.P 2026-04-08,BTC,4h,3051129.95,30511.3,305.113,139.57,0.2395,39.51,39.51,1.2,0.3,190571.47,103698.85,1.84,37.1,-2449688.47,-47.53,-15243731.56,-295.75,-66705.64,-667.06,-2093188.42,-40.61,,WEAK,IGNORE,148,10000,3061129.95,2393_days,19-09-2019,08-04-2026,0.06%,243,tv_backtester_jan_2024
G24 Donchian Pure HighTP [Webhook] BINANCEUSDT.P 2026-04-08,LDO,4h,2345560.42,23455.6,234.556,589.81,0.5301,83.29,83.29,7.3,2.75,8520.89,5821.95,1.46,135.4,-43825.53,-1.91,-372604.75,-15.81,0,0,-1725.3,-0.07,HIGH_WR,PROMISING,TIER_2,149,10000,2355560.42,1033_days,30-05-2023,28-03-2026,0.06%,383,tv_backtester_jan_2024
G5 LinReg Channel Breakout [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,2117506.77,21175.07,211.7507,165.63,0.2678,49.43,49.43,1.41,0.38,169803.97,117819.63,1.44,15.9,-1098828.16,-36.82,-5184063.93,-173.71,-134738.74,-1347.39,-856743.29,-28.71,,WEAK,IGNORE,150,10000,2127506.77,2004_days,02-10-2020,30-03-2026,0.06%,87,tv_backtester_jan_2024
G9 ATR Breakout Momentum [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,2054846.71,20548.47,205.4847,136.48,0.2359,50,50,1.86,0.53,152866.7,82009.91,1.86,9.4,-997238.3,-48.06,-2378287.47,-91.4,-10352.37,-103.52,-537118.93,-20.64,,WEAK,IGNORE,151,10000,2064846.71,2262_days,16-12-2019,25-02-2026,0.06%,58,tv_backtester_jan_2024
G18 CCI ADX Power Trend [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,1947238.29,19472.38,194.7238,132.27,0.231,83.93,83.93,12.28,2.41,5637.88,2397.29,2.35,71.5,-30617.51,-1.61,-172605.21,-8.82,0,0,0,0,HIGH_WR,PROMISING,TIER_2,152,10000,1957238.29,2287_days,16-12-2019,22-03-2026,0.06%,448,tv_backtester_jan_2024
G1 Keltner ADX Breakout [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,1918760.15,19187.6,191.876,160.55,0.2625,40.28,40.28,1.09,0.14,268627.7,166293.41,1.62,39.3,-3399078.11,-66.47,-21451849.47,-419.5,-261337.19,-2613.37,-3184942.11,-62.28,,WEAK,IGNORE,153,10000,1928760.15,2007_days,07-10-2020,07-04-2026,0.06%,216,tv_backtester_jan_2024
G2 OBV EMA Trend [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,1794504.2,17945.04,179.4504,127.07,0.2248,30.9,30.9,1.09,0.15,240643.76,98968.1,2.43,47.5,-2419201.16,-63.62,-20585365.59,-541.31,-61561.73,-615.62,-1998349.48,-52.55,,WEAK,IGNORE,154,10000,1804504.2,2314_days,07-12-2019,08-04-2026,0.06%,301,tv_backtester_jan_2024
G19 Donchian Volume Surge [Webhook] BINANCEUSDT.P 2026-04-08,SOL,4h,1750687.32,17506.87,175.0687,157.35,0.2591,65.09,65.09,7.01,2.01,5117.97,1361.59,3.76,112.1,-53457.82,-3.22,-291380.83,-16.55,-1931.16,-19.31,0,0,,PROMISING,TIER_2,155,10000,1760687.32,1998_days,06-10-2020,27-03-2026,0.06%,613,tv_backtester_jan_2024
G19 Donchian Volume Surge [Webhook] BINANCEUSDT.P 2026-04-08,SUI,4h,1574809.32,15748.09,157.4809,483.45,0.4841,85.19,85.19,9.71,2.63,6939.01,4108.19,1.69,103.4,-23638.05,-1.62,-180760.31,-11.41,0,0,0,0,HIGH_WR,STRONG,TIER_1,156,10000,1584809.32,1049_days,24-05-2023,08-04-2026,0.06%,297,tv_backtester_jan_2024
