Rank,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,roi,ROI/annum,ROI_per_annum_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Max_Drawdown,Performance_Grade,Deployment_Status,Data_Source,Time_period_checked,Time_start,time_end,fees_exchnage,Parameters,Candle_Period
377,Supertrend_Reversal_Pro,BNBUSDT,15m,10000,10353.3,353.3,3.53,3.53,3.53,114,18,96,15.79,1.02,5.52,0.19,52.9,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
378,Supertrend_Momentum,BNBUSDT,15m,10000,10353.3,353.3,3.53,3.53,3.53,114,18,96,15.79,1.02,5.52,0.19,52.9,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
379,Dual_Confirmation,BNBUSDT,15m,10000,10353.3,353.3,3.53,3.53,3.53,114,18,96,15.79,1.02,5.52,0.19,52.9,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
380,MACD_Supertrend_Combo,BNBUSDT,15m,10000,10353.3,353.3,3.53,3.53,3.53,114,18,96,15.79,1.02,5.52,0.19,52.9,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
381,RSI_MACD_Combo,BNBUSDT,15m,10000,10353.3,353.3,3.53,3.53,3.53,114,18,96,15.79,1.02,5.52,0.19,52.9,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
382,MACD_Histogram_Pro,BNBUSDT,15m,10000,10353.3,353.3,3.53,3.53,3.53,114,18,96,15.79,1.02,5.52,0.19,52.9,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
383,MACD_Zero_Cross,BNBUSDT,15m,10000,10353.3,353.3,3.53,3.53,3.53,114,18,96,15.79,1.02,5.52,0.19,52.9,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
384,RSI_Trend_Trade,BNBUSDT,4h,10000,10352.01,352.01,3.52,3.52,3.52,107,24,83,22.43,1.01,4.74,0.16,50.36,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
385,Momentum_Trade,BNBUSDT,15m,10000,10345.88,345.88,3.46,3.46,3.46,48,9,39,18.75,1.04,4.94,0.21,37.98,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
386,High_Profit_Trade,BNBUSDT,15m,10000,10341.18,341.18,3.41,3.41,3.41,22,5,17,22.73,1.03,11.9,0.81,48.57,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.025, TP:0.15, TS:0.025",15m
387,Volume_Spike_Pro,BNBUSDT,4h,10000,10334.14,334.14,3.34,3.34,3.34,133,29,104,21.8,1.01,4.12,0.12,48.03,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
388,Supertrend_Multi_Entry,BNBUSDT,15m,10000,10323.85,323.85,3.24,3.24,3.24,58,12,46,20.69,1.02,7.64,0.35,51.97,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
389,Volume_Trend_Pro,BNBUSDT,1h,10000,10312.98,312.98,3.13,3.13,3.13,116,22,94,18.97,1.01,4.69,0.15,49.83,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
390,BB_Stochastic_MACD_ADX,BNBUSDT,15m,10000,10313.18,313.18,3.13,3.13,3.13,68,13,55,19.12,1.02,7.06,0.3,52.39,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
391,Trend_Volume,BNBUSDT,1h,10000,10312.98,312.98,3.13,3.13,3.13,116,22,94,18.97,1.01,4.69,0.15,49.83,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
392,Ultimate_Entry,BNBUSDT,4h,10000,10300.66,300.66,3.01,3.01,3.01,29,6,23,20.69,1.03,8.11,0.42,40.77,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.025, TP:0.15, TS:0.025",4h
393,ADX_BB_Entry,BNBUSDT,15m,10000,10296.45,296.45,2.96,2.96,2.96,78,14,64,17.95,1.02,6.48,0.25,55.28,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
394,ADX_Stochastic_Trade,BNBUSDT,4h,10000,10286.57,286.57,2.87,2.87,2.87,112,25,87,22.32,1.01,4.73,0.15,50.75,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
395,Stochastic_Trend,BNBUSDT,4h,10000,10286.57,286.57,2.87,2.87,2.87,112,25,87,22.32,1.01,4.73,0.15,50.75,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
396,VWAP_Trend_Follow,BNBUSDT,15m,10000,10283.91,283.91,2.84,2.84,2.84,78,14,64,17.95,1.01,6.48,0.25,55.34,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
397,MACD_Cross_Pro,BNBUSDT,15m,10000,10274.63,274.63,2.75,2.75,2.75,105,17,88,16.19,1.01,5.55,0.19,50.93,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
398,MACD_Supertrend,BNBUSDT,15m,10000,10263.67,263.67,2.64,2.64,2.64,78,14,64,17.95,1.01,6.48,0.25,55.43,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
399,Supertrend_ADX,BNBUSDT,15m,10000,10263.67,263.67,2.64,2.64,2.64,78,14,64,17.95,1.01,6.48,0.25,55.43,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
400,Supertrend_VWAP_Combo,BNBUSDT,15m,10000,10263.67,263.67,2.64,2.64,2.64,78,14,64,17.95,1.01,6.48,0.25,55.43,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
401,Supertrend_Cluster_Pro,BNBUSDT,15m,10000,10262.22,262.22,2.62,2.62,2.62,78,14,64,17.95,1.01,6.48,0.25,55.43,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
402,EMA_Cross_Trend,BNBUSDT,15m,10000,10262.22,262.22,2.62,2.62,2.62,78,14,64,17.95,1.01,6.48,0.25,55.43,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
403,ADX_Strength_Entry,BNBUSDT,15m,10000,10262.22,262.22,2.62,2.62,2.62,78,14,64,17.95,1.01,6.48,0.25,55.43,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
404,EMA_BB_Stochastic,BNBUSDT,4h,10000,10254.56,254.56,2.55,2.55,2.55,110,24,86,21.82,1.01,4.25,0.13,51.26,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
405,BB_Stochastic_VWAP,BNBUSDT,4h,10000,10254.56,254.56,2.55,2.55,2.55,110,24,86,21.82,1.01,4.25,0.13,51.26,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
406,MACD_Breakout,BNBUSDT,1h,10000,10254.32,254.32,2.54,2.54,2.54,66,12,54,18.18,1.02,5.79,0.21,40.89,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.02, TP:0.12, TS:0.02",1h
407,Stochastic_MACD,BNBUSDT,15m,10000,10252.02,252.02,2.52,2.52,2.52,78,14,64,17.95,1.01,6.48,0.25,55.43,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
408,MACD_Confirmation,BNBUSDT,15m,10000,10252.02,252.02,2.52,2.52,2.52,78,14,64,17.95,1.01,6.48,0.25,55.43,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
409,MACD_BB_Strategy,BNBUSDT,15m,10000,10252.02,252.02,2.52,2.52,2.52,78,14,64,17.95,1.01,6.48,0.25,55.43,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
410,Trend_Channel_Bounce,BNBUSDT,1h,10000,10235.8,235.8,2.36,2.36,2.36,212,39,173,18.4,1.01,3.54,0.09,56.31,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.01, TP:0.07, TS:0.01",1h
411,Multi_Trend_Entry,BNBUSDT,4h,10000,10235.12,235.12,2.35,2.35,2.35,73,15,58,20.55,1.01,5.02,0.17,43.69,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
412,Trend_Follower_Multi,BNBUSDT,4h,10000,10235.12,235.12,2.35,2.35,2.35,73,15,58,20.55,1.01,5.02,0.17,43.69,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
413,Golden_Cross_Pro,BNBUSDT,4h,10000,10235.12,235.12,2.35,2.35,2.35,73,15,58,20.55,1.01,5.02,0.17,43.69,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
414,Supertrend_Multi_Pro,BNBUSDT,4h,10000,10235.12,235.12,2.35,2.35,2.35,73,15,58,20.55,1.01,5.02,0.17,43.69,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
415,Stochastic_ADX,BNBUSDT,15m,10000,10226.7,226.7,2.27,2.27,2.27,78,14,64,17.95,1.01,6.49,0.24,55.43,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
416,VWAP_Stochastic,BNBUSDT,15m,10000,10224.12,224.12,2.24,2.24,2.24,119,20,99,16.81,1.01,5.31,0.17,53.11,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
417,MACD_VWAP_Supertrend,BNBUSDT,4h,10000,10221.22,221.22,2.21,2.21,2.21,79,17,62,21.52,1.01,5.57,0.19,50.18,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
418,EMA_Cloud_Strength,BNBUSDT,1h,10000,10219.12,219.12,2.19,2.19,2.19,100,18,82,18.0,1.01,4.56,0.14,48.55,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
419,Trend_Follower_Pro,BNBUSDT,1h,10000,10219.12,219.12,2.19,2.19,2.19,100,18,82,18.0,1.01,4.56,0.14,48.55,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
420,Volume_Breakout_Pro,BNBUSDT,4h,10000,10203.43,203.43,2.03,2.03,2.03,89,20,69,22.47,1.01,4.74,0.15,46.6,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
421,High_Profit_Trade,BNBUSDT,4h,10000,10200.63,200.63,2.01,2.01,2.01,31,6,25,19.35,1.02,7.88,0.36,44.17,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.025, TP:0.15, TS:0.025",4h
422,RSI_VWAP_Trade,BNBUSDT,4h,10000,10200.48,200.48,2.0,2.0,2.0,150,32,118,21.33,1.01,3.72,0.1,47.28,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
423,RSI_Bounce,BNBUSDT,4h,10000,10200.48,200.48,2.0,2.0,2.0,150,32,118,21.33,1.01,3.72,0.1,47.28,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
424,VWAP_Reversal,BNBUSDT,4h,10000,10200.48,200.48,2.0,2.0,2.0,150,32,118,21.33,1.01,3.72,0.1,47.28,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
425,BB_Squeeze_Pro,BNBUSDT,4h,10000,10200.48,200.48,2.0,2.0,2.0,150,32,118,21.33,1.01,3.72,0.1,47.28,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
426,VWAP_Support_Level,BNBUSDT,4h,10000,10200.48,200.48,2.0,2.0,2.0,150,32,118,21.33,1.01,3.72,0.1,47.28,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
427,Support_Bounce,BNBUSDT,4h,10000,10200.48,200.48,2.0,2.0,2.0,150,32,118,21.33,1.01,3.72,0.1,47.28,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
428,Breakout_Stochastic_ADX,BNBUSDT,1h,10000,10184.83,184.83,1.85,1.85,1.85,71,14,57,19.72,1.01,6.15,0.22,50.29,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.02, TP:0.12, TS:0.02",1h
429,Trend_BB_Trade,BNBUSDT,15m,10000,10179.2,179.2,1.79,1.79,1.79,69,13,56,18.84,1.01,6.89,0.27,54.41,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
430,RSI_Extreme_Reversal,BNBUSDT,4h,10000,10173.4,173.4,1.73,1.73,1.73,74,16,58,21.62,1.02,3.28,0.09,25.24,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.005, TP:0.05, TS:0.005",4h
431,ADX_Momentum,BNBUSDT,4h,10000,10172.43,172.43,1.72,1.72,1.72,102,23,79,22.55,1.01,4.77,0.14,49.82,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
432,Dual_Stochastic,BNBUSDT,15m,10000,10169.36,169.36,1.69,1.69,1.69,150,25,125,16.67,1.01,4.74,0.14,56.3,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.008, TP:0.06, TS:0.008",15m
433,Conservative_Entry,BNBUSDT,15m,10000,10158.49,158.49,1.58,1.58,1.58,176,32,144,18.18,1.01,4.31,0.12,54.42,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.008, TP:0.05, TS:0.008",15m
434,Conservative_Entry,BNBUSDT,4h,10000,10144.92,144.92,1.45,1.45,1.45,189,44,145,23.28,1.0,3.49,0.08,53.38,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.008, TP:0.05, TS:0.008",4h
435,EMA_BB_ADX,BNBUSDT,15m,10000,10142.53,142.53,1.43,1.43,1.43,69,13,56,18.84,1.01,6.9,0.26,54.41,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
436,Swing_Trade,BNBUSDT,1h,10000,10134.91,134.91,1.35,1.35,1.35,145,30,115,20.69,1.0,4.32,0.12,53.51,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.08, TS:0.015",1h
437,ADX_Breakout,BNBUSDT,15m,10000,10129.14,129.14,1.29,1.29,1.29,69,13,56,18.84,1.01,6.9,0.26,54.42,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
438,Channel_Trend_Follow,BNBUSDT,15m,10000,10129.14,129.14,1.29,1.29,1.29,69,13,56,18.84,1.01,6.9,0.26,54.42,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
439,Trend_Strength_Entry,BNBUSDT,15m,10000,10126.21,126.21,1.26,1.26,1.26,69,13,56,18.84,1.01,6.9,0.26,54.42,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
440,MACD_Trend_Follow,BNBUSDT,15m,10000,10118.96,118.96,1.19,1.19,1.19,69,13,56,18.84,1.01,6.9,0.26,54.42,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
441,MACD_Supertrend_ADX,BNBUSDT,15m,10000,10107.47,107.47,1.07,1.07,1.07,69,13,56,18.84,1.01,6.9,0.26,54.42,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
442,ADX_EMA_Trade,BNBUSDT,15m,10000,10107.47,107.47,1.07,1.07,1.07,69,13,56,18.84,1.01,6.9,0.26,54.42,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
443,MACD_ADX_Combo,BNBUSDT,15m,10000,10107.47,107.47,1.07,1.07,1.07,69,13,56,18.84,1.01,6.9,0.26,54.42,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
444,RSI_Trend_Trade,BNBUSDT,1h,10000,10104.13,104.13,1.04,1.04,1.04,170,32,138,18.82,1.0,4.07,0.1,52.46,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",1h
445,Momentum_Trade,BNBUSDT,1h,10000,10103.2,103.2,1.03,1.03,1.03,66,12,54,18.18,1.01,4.47,0.13,39.66,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
446,Stochastic_Trend_ADX,BNBUSDT,15m,10000,10100.82,100.82,1.01,1.01,1.01,86,15,71,17.44,1.0,6.25,0.21,55.98,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
447,Supertrend_ADX_Pro,BNBUSDT,4h,10000,10095.95,95.95,0.96,0.96,0.96,98,21,77,21.43,1.0,5.39,0.16,53.4,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
448,Stochastic_Pro,BNBUSDT,4h,10000,10083.12,83.12,0.83,0.83,0.83,126,27,99,21.43,1.0,4.13,0.11,48.83,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
449,Multi_Timeframe_Entry,BNBUSDT,15m,10000,10082.51,82.51,0.83,0.83,0.83,69,13,56,18.84,1.0,6.9,0.25,54.42,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
450,ADX_Stochastic_BB,BNBUSDT,4h,10000,10072.48,72.48,0.72,0.72,0.72,70,17,53,24.29,1.01,4.52,0.13,32.13,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
451,ADX_Momentum,BNBUSDT,1h,10000,10069.07,69.07,0.69,0.69,0.69,169,32,137,18.93,1.0,4.07,0.1,52.58,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",1h
452,VWAP_Trend_Follow,BNBUSDT,4h,10000,10055.18,55.18,0.55,0.55,0.55,108,24,84,22.22,1.0,4.75,0.13,49.92,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
453,Moderate_Strategy,BNBUSDT,15m,10000,10021.53,21.53,0.22,0.22,0.22,93,18,75,19.35,1.0,5.89,0.18,56.29,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.07, TS:0.012",15m
454,Trend_Break_Pro,BNBUSDT,15m,10000,10011.15,11.15,0.11,0.11,0.11,61,12,49,19.67,1.0,7.48,0.28,54.58,C,Active,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
455,Breakout_ADX,BNBUSDT,4h,10000,10011.43,11.43,0.11,0.11,0.11,63,14,49,22.22,1.0,6.99,0.24,51.83,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
456,EMA_Rainbow_Stack,BNBUSDT,4h,10000,10004.47,4.47,0.04,0.04,0.04,84,18,66,21.43,1.0,4.57,0.12,45.01,C,Active,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
457,Breakout_Confirmation,BNBUSDT,15m,10000,9999.78,-0.22,-0.0,-0.0,-0.0,61,12,49,19.67,1.0,7.48,0.28,54.58,C,Inactive,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
458,ADX_EMA_BB,BNBUSDT,15m,10000,9995.84,-4.16,-0.04,-0.04,-0.04,81,14,67,17.28,1.0,6.38,0.21,56.42,C,Inactive,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
459,RSI_BB_VWAP,BNBUSDT,15m,10000,9989.73,-10.27,-0.1,-0.1,-0.1,108,17,91,15.74,1.0,5.55,0.16,55.73,C,Inactive,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
460,VWAP_Break_Through,BNBUSDT,15m,10000,9983.08,-16.92,-0.17,-0.17,-0.17,70,13,57,18.57,1.0,6.77,0.23,53.53,C,Inactive,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
461,Volume_Profile,BNBUSDT,15m,10000,9983.08,-16.92,-0.17,-0.17,-0.17,70,13,57,18.57,1.0,6.77,0.23,53.53,C,Inactive,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
462,Trend_Line_Break,BNBUSDT,15m,10000,9975.09,-24.91,-0.25,-0.25,-0.25,61,12,49,19.67,1.0,7.48,0.27,54.58,C,Inactive,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
463,Breakout_Alert,BNBUSDT,15m,10000,9975.09,-24.91,-0.25,-0.25,-0.25,61,12,49,19.67,1.0,7.48,0.27,54.58,C,Inactive,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
464,BB_Stochastic_ADX_Trend,BNBUSDT,1h,10000,9971.75,-28.25,-0.28,-0.28,-0.28,102,19,83,18.63,1.0,4.63,0.11,53.12,C,Inactive,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
465,EMA_BB_ADX,BNBUSDT,4h,10000,9967.93,-32.07,-0.32,-0.32,-0.32,99,21,78,21.21,1.0,5.36,0.15,53.29,C,Inactive,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
466,Trend_Stochastic,BNBUSDT,15m,10000,9952.0,-48.0,-0.48,-0.48,-0.48,86,15,71,17.44,1.0,6.26,0.19,56.11,C,Inactive,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
467,EMA_Rainbow_Stack,BNBUSDT,1h,10000,9951.65,-48.35,-0.48,-0.48,-0.48,149,27,122,18.12,1.0,3.99,0.09,50.6,C,Inactive,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",1h
468,Volume_All_Confirm,BNBUSDT,1h,10000,9947.98,-52.02,-0.52,-0.52,-0.52,61,11,50,18.03,1.0,5.95,0.17,41.74,C,Inactive,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.02, TP:0.12, TS:0.02",1h
469,Volume_EMA_Trade,BNBUSDT,4h,10000,9943.0,-57.0,-0.57,-0.57,-0.57,99,21,78,21.21,1.0,5.36,0.15,53.4,C,Inactive,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
470,Volume_Spike_Trend,BNBUSDT,4h,10000,9943.0,-57.0,-0.57,-0.57,-0.57,99,21,78,21.21,1.0,5.36,0.15,53.4,C,Inactive,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
471,ADX_Strength_Pro,BNBUSDT,4h,10000,9943.0,-57.0,-0.57,-0.57,-0.57,99,21,78,21.21,1.0,5.36,0.15,53.4,C,Inactive,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
472,EMA_ADX_Pro,BNBUSDT,4h,10000,9943.0,-57.0,-0.57,-0.57,-0.57,99,21,78,21.21,1.0,5.36,0.15,53.4,C,Inactive,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
473,MACD_Trend_Strength,BNBUSDT,15m,10000,9936.56,-63.44,-0.63,-0.63,-0.63,42,8,34,19.05,0.99,5.36,0.13,36.71,C,Inactive,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
474,Volume_Trend_ADX,BNBUSDT,15m,10000,9936.56,-63.44,-0.63,-0.63,-0.63,42,8,34,19.05,0.99,5.36,0.13,36.71,C,Inactive,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
475,VWAP_Momentum_Pro,BNBUSDT,15m,10000,9933.26,-66.74,-0.67,-0.67,-0.67,57,11,46,19.3,1.0,7.24,0.25,48.79,C,Inactive,Historical_Parquet,365 days,2025-03-16,2026-03-16,0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
476,ADX_Trend_Strength,BNBUSDT,1h,10000,9926.71,-73.29,-0.73,-0.73,-0.73,170,32,138,18.82,1.0,4.06,0.09,53.25,C,Inactive,Historical_Parquet,364 days,2025-03-16,2026-03-16,0.01%,"SL:0.012, TP:0.08, TS:0.012",1h
