Rank,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,roi,ROI/annum,ROI_per_annum_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Performance_Grade,Deployment_Status,Data_Source,Time_period_checked,Time_start,time_end,fees_exchnage,Parameters,Candle_Period
1,Breakout_Volume_ADX,ETHUSDT,4h,10000,19428.14,9428.14,94.28,94.28,94.28,78,21,57,26.92,1.29,7.35,1.24,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",4h
2,Momentum_Trade,ETHUSDT,15m,10000,18550.6,8550.6,85.51,85.51,85.51,68,14,54,20.59,1.46,8.75,1.38,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",15m
3,MACD_Trend_Strength,ETHUSDT,1h,10000,18343.03,8343.03,83.43,83.43,83.43,103,27,76,26.21,1.24,5.9,0.88,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
4,Volume_Trend_ADX,ETHUSDT,1h,10000,18343.03,8343.03,83.43,83.43,83.43,103,27,76,26.21,1.24,5.9,0.88,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
5,Aggressive_Entry,ETHUSDT,1h,10000,17961.64,7961.64,79.62,79.62,79.62,136,33,103,24.26,1.19,5.76,0.71,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
6,MACD_BB_Stochastic_ADX,ETHUSDT,15m,10000,17576.48,7576.48,75.76,75.76,75.76,71,13,58,18.31,1.39,8.21,1.21,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",15m
7,MACD_Breakout,ETHUSDT,1h,10000,17560.75,7560.75,75.61,75.61,75.61,108,25,83,23.15,1.2,6.67,0.85,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",1h
8,Volume_Stochastic_MACD_ADX,ETHUSDT,15m,10000,17557.46,7557.46,75.57,75.57,75.57,61,12,49,19.67,1.35,10.05,1.49,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",15m
9,Breakout_Momentum,ETHUSDT,1h,10000,16600.17,6600.17,66,66,66,116,26,90,22.41,1.16,6.56,0.75,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",1h
10,Breakout_Momentum,ETHUSDT,1h,10000,16558.89,6558.89,65.59,65.59,65.59,116,26,90,22.41,1.16,6.56,0.75,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",1h
11,EMA_Break_Momentum,ETHUSDT,1h,10000,16512.08,6512.08,65.12,65.12,65.12,128,31,97,24.22,1.17,5.84,0.67,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
12,Mega_Confirmation,ETHUSDT,15m,10000,16486.82,6486.82,64.87,64.87,64.87,45,8,37,17.78,1.33,13.26,1.96,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.025, TP:0.15, TS:0.025",15m
13,Momentum_Trade,ETHUSDT,1h,10000,16392.87,6392.87,63.93,63.93,63.93,107,26,81,24.3,1.28,5.07,0.7,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
14,Volume_Stochastic_MACD_ADX,BNBUSDT,4h,10000,16346.55,6346.55,63.47,63.47,63.47,28,9,19,32.14,1.9,7.49,2.22,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",4h
15,Volume_Trend_ADX,ETHUSDT,15m,10000,16181.44,6181.44,61.81,61.81,61.81,65,14,51,21.54,1.3,9.19,1.24,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",15m
16,MACD_Trend_Strength,ETHUSDT,15m,10000,16181.44,6181.44,61.81,61.81,61.81,65,14,51,21.54,1.3,9.19,1.24,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",15m
17,Aggressive_Growth,ETHUSDT,1h,10000,16089.84,6089.84,60.9,60.9,60.9,103,23,80,22.33,1.17,6.45,0.77,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",1h
18,Breakout_Retest_Pro,ETHUSDT,4h,10000,16066.01,6066.01,60.66,60.66,60.66,104,28,76,26.92,1.31,4.8,0.69,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",4h
19,Volume_All_Confirm,ETHUSDT,1h,10000,16049.83,6049.83,60.5,60.5,60.5,103,23,80,22.33,1.17,6.45,0.77,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",1h
20,Trend_Follower_Pro,ETHUSDT,1h,10000,16049.23,6049.23,60.49,60.49,60.49,138,31,107,22.46,1.16,5.1,0.58,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
21,EMA_Cloud_Strength,ETHUSDT,1h,10000,16049.23,6049.23,60.49,60.49,60.49,138,31,107,22.46,1.16,5.1,0.58,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
22,High_Profit_Trade,ETHUSDT,15m,10000,16003.78,6003.78,60.04,60.04,60.04,45,8,37,17.78,1.3,13.28,1.89,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.025, TP:0.15, TS:0.025",15m
23,Breakout_Hunter,ETHUSDT,1h,10000,15968.29,5968.29,59.68,59.68,59.68,148,34,114,22.97,1.14,5.63,0.58,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
24,BB_EMA_VWAP,ETHUSDT,15m,10000,15930.32,5930.32,59.3,59.3,59.3,110,19,91,17.27,1.24,7.43,0.77,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",15m
25,VWAP_Trend_Entry,ETHUSDT,15m,10000,15908.9,5908.9,59.09,59.09,59.09,71,14,57,19.72,1.3,8.72,1.11,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",15m
26,VWAP_MACD_ADX,ETHUSDT,15m,10000,15908.9,5908.9,59.09,59.09,59.09,71,14,57,19.72,1.3,8.72,1.11,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",15m
27,Volume_All_Confirm,ETHUSDT,15m,10000,15808.26,5808.26,58.08,58.08,58.08,60,11,49,18.33,1.28,10.03,1.32,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",15m
28,Aggressive_Growth,ETHUSDT,15m,10000,15808.26,5808.26,58.08,58.08,58.08,60,11,49,18.33,1.28,10.03,1.32,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",15m
29,Breakout_Thermo,ETHUSDT,4h,10000,15795.44,5795.44,57.95,57.95,57.95,92,24,68,26.09,1.2,6.43,0.81,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",4h
30,Volume_Breakout_Pro,ETHUSDT,1h,10000,15767.93,5767.93,57.68,57.68,57.68,216,47,169,21.76,1.11,4.46,0.41,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
31,Breakout_Stochastic,ETHUSDT,1h,10000,15604.51,5604.51,56.05,56.05,56.05,143,34,109,23.78,1.13,5.84,0.58,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
32,Breakout_Retest_Pro,BNBUSDT,1h,10000,15593.65,5593.65,55.94,55.94,55.94,134,31,103,23.13,1.21,3.88,0.52,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",1h
33,Ultimate_Entry,ETHUSDT,15m,10000,15593.57,5593.57,55.94,55.94,55.94,40,7,33,17.5,1.29,13.8,2.01,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.025, TP:0.15, TS:0.025",15m
34,Volatility_Expansion,ETHUSDT,1h,10000,15570,5570,55.7,55.7,55.7,187,42,145,22.46,1.1,5.06,0.47,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
35,VWAP_Break_Entry,ETHUSDT,4h,10000,15463.53,5463.53,54.64,54.64,54.64,96,26,70,27.08,1.19,6.46,0.77,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",4h
36,Stochastic_Trend_MACD,ETHUSDT,15m,10000,15443.24,5443.24,54.43,54.43,54.43,71,14,57,19.72,1.27,8.62,1.06,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",15m
37,VWAP_MACD_ADX,ETHUSDT,1h,10000,15436.9,5436.9,54.37,54.37,54.37,131,30,101,22.9,1.15,5.1,0.57,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
38,VWAP_Trend_Entry,ETHUSDT,1h,10000,15436.9,5436.9,54.37,54.37,54.37,131,30,101,22.9,1.15,5.1,0.57,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
39,ADX_Volume_Break,ETHUSDT,1h,10000,15410.36,5410.36,54.1,54.1,54.1,113,25,88,22.12,1.14,6.55,0.7,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",1h
40,EMA_Breakout_ADX,ETHUSDT,1h,10000,15410.36,5410.36,54.1,54.1,54.1,113,25,88,22.12,1.14,6.55,0.7,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",1h
41,Breakout_Momentum,BNBUSDT,4h,10000,15391.85,5391.85,53.92,53.92,53.92,44,12,32,27.27,1.39,7,1.36,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",4h
42,Supertrend_BB_Entry,BNBUSDT,1h,10000,15352.33,5352.33,53.52,53.52,53.52,70,17,53,24.29,1.43,4.35,0.83,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
43,Trend_Stochastic,ETHUSDT,1h,10000,15308.37,5308.37,53.08,53.08,53.08,223,47,176,21.08,1.1,4.51,0.39,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
44,Bollinger_Break_Upper,BNBUSDT,4h,10000,15282.58,5282.58,52.83,52.83,52.83,51,14,37,27.45,1.4,5.62,1.12,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
45,Bollinger_Break_Upper,ETHUSDT,1h,10000,15278.47,5278.47,52.78,52.78,52.78,170,39,131,22.94,1.12,5.08,0.48,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
46,Stochastic_Trend_MACD,ETHUSDT,1h,10000,15180.79,5180.79,51.81,51.81,51.81,118,27,91,22.88,1.17,5.04,0.59,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
47,High_Momentum_Entry,ETHUSDT,15m,10000,15140.43,5140.43,51.4,51.4,51.4,51,10,41,19.61,1.31,9.91,1.36,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",15m
48,Breakout_ADX_Pro,ETHUSDT,15m,10000,15140.43,5140.43,51.4,51.4,51.4,51,10,41,19.61,1.31,9.91,1.36,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",15m
49,Breakout_VWAP,ETHUSDT,1h,10000,15105.75,5105.75,51.06,51.06,51.06,106,25,81,23.58,1.16,5.63,0.65,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
50,MACD_VWAP_Breakout,ETHUSDT,1h,10000,15105.75,5105.75,51.06,51.06,51.06,106,25,81,23.58,1.16,5.63,0.65,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
51,ADX_Stochastic_VWAP,ETHUSDT,15m,10000,15059.04,5059.04,50.59,50.59,50.59,86,16,70,18.6,1.24,8.1,0.88,B+,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",15m
52,RSI_BB_MACD_Stochastic,ETHUSDT,1h,10000,15020.28,5020.28,50.2,50.2,50.2,139,32,107,23.02,1.19,4.34,0.49,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",1h
53,Breakout_Momentum,BNBUSDT,4h,10000,15016.16,5016.16,50.16,50.16,50.16,45,12,33,26.67,1.37,6.95,1.27,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",4h
54,EMA_Breakout_ADX,ETHUSDT,4h,10000,15012.61,5012.61,50.13,50.13,50.13,83,21,62,25.3,1.16,7.1,0.84,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",4h
55,ADX_Volume_Break,ETHUSDT,4h,10000,15012.61,5012.61,50.13,50.13,50.13,83,21,62,25.3,1.16,7.1,0.84,B+,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",4h
56,Breakout_Cluster,ETHUSDT,1h,10000,14937.81,4937.81,49.38,49.38,49.38,93,22,71,23.66,1.19,5.75,0.71,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
57,Volume_Profile,ETHUSDT,1h,10000,14901.79,4901.79,49.02,49.02,49.02,191,43,148,22.51,1.08,5.16,0.44,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
58,VWAP_Break_Through,ETHUSDT,1h,10000,14901.79,4901.79,49.02,49.02,49.02,191,43,148,22.51,1.08,5.16,0.44,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
59,Breakout_EMA_ADX_VWAP,ETHUSDT,1h,10000,14847.45,4847.45,48.47,48.47,48.47,90,20,70,22.22,1.16,6.43,0.75,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",1h
60,Breakout_Confirmation,ETHUSDT,4h,10000,14750.37,4750.37,47.5,47.5,47.5,82,21,61,25.61,1.16,7.37,0.85,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",4h
61,Breakout_Confirmation,BNBUSDT,4h,10000,14720.24,4720.24,47.2,47.2,47.2,53,13,40,24.53,1.27,6.9,1.08,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",4h
62,Breakout_Volume_ADX,ETHUSDT,1h,10000,14695.64,4695.64,46.96,46.96,46.96,120,26,94,21.67,1.11,6.42,0.62,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",1h
63,ADX_EMA_BB,ETHUSDT,1h,10000,14677.81,4677.81,46.78,46.78,46.78,214,46,168,21.5,1.09,4.53,0.38,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
64,RSI_BB_MACD_Stochastic,ETHUSDT,15m,10000,14558.91,4558.91,45.59,45.59,45.59,115,18,97,15.65,1.21,6.12,0.6,B,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
65,Breakout_Hunter,BNBUSDT,4h,10000,14536.45,4536.45,45.36,45.36,45.36,52,14,38,26.92,1.3,6.22,1.04,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",4h
66,VWAP_Breakout,ETHUSDT,1h,10000,14444.82,4444.82,44.45,44.45,44.45,142,33,109,23.24,1.1,5.75,0.52,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
67,Supertrend_Multi_Entry,ETHUSDT,1h,10000,14410.59,4410.59,44.11,44.11,44.11,170,39,131,22.94,1.08,5.67,0.47,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
68,RSI_BB_MACD_Stochastic,BNBUSDT,1h,10000,14399.27,4399.27,43.99,43.99,43.99,100,23,77,23,1.28,3.76,0.55,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",1h
69,Breakout_Cluster,ETHUSDT,15m,10000,14334.79,4334.79,43.35,43.35,43.35,61,13,48,21.31,1.26,8.57,1.03,B,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",15m
70,Breakout_Thermo,ETHUSDT,1h,10000,14327.8,4327.8,43.28,43.28,43.28,155,35,120,22.58,1.1,5.64,0.49,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
71,Volume_EMA_ADX,ETHUSDT,4h,10000,14324.73,4324.73,43.25,43.25,43.25,115,28,87,24.35,1.13,5.59,0.57,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
72,VWAP_Momentum_Pro,ETHUSDT,15m,10000,14169.75,4169.75,41.7,41.7,41.7,88,16,72,18.18,1.19,7.99,0.79,B,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",15m
73,Trend_All_Confirm,ETHUSDT,1h,10000,14129.62,4129.62,41.3,41.3,41.3,139,32,107,23.02,1.1,5.73,0.51,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
74,Ultimate_Entry,ETHUSDT,1h,10000,14125.38,4125.38,41.25,41.25,41.25,64,14,50,21.88,1.15,7.89,0.95,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.025, TP:0.15, TS:0.025",1h
75,ADX_EMA_VWAP_MACD,ETHUSDT,1h,10000,14069.69,4069.69,40.7,40.7,40.7,156,36,120,23.08,1.09,5.73,0.48,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
76,MACD_Divergence,BNBUSDT,4h,10000,14066.16,4066.16,40.66,40.66,40.66,143,34,109,23.78,1.15,3.8,0.42,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",4h
77,MACD_VWAP_Breakout,ETHUSDT,15m,10000,14000.06,4000.06,40,40,40,66,13,53,19.7,1.2,8.77,0.97,B,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",15m
78,Breakout_VWAP,ETHUSDT,15m,10000,14000.06,4000.06,40,40,40,66,13,53,19.7,1.2,8.77,0.97,B,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",15m
79,RSI_Stochastic_Pro,BNBUSDT,1h,10000,13953.57,3953.57,39.54,39.54,39.54,110,25,85,22.73,1.26,3.22,0.47,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
80,Breakout_Multi_Signal,ETHUSDT,15m,10000,13918.33,3918.33,39.18,39.18,39.18,60,11,49,18.33,1.22,9.32,1.04,B,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",15m
81,ADX_Stochastic_VWAP,BNBUSDT,1h,10000,13908.73,3908.73,39.09,39.09,39.09,92,21,71,22.83,1.17,4.91,0.59,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
82,MACD_Histogram_Trade,ETHUSDT,4h,10000,13884.76,3884.76,38.85,38.85,38.85,179,43,136,24.02,1.1,4.64,0.39,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",4h
83,RSI_Stochastic_Pro,ETHUSDT,1h,10000,13854.98,3854.98,38.55,38.55,38.55,148,32,116,21.62,1.17,3.64,0.39,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
84,BB_EMA_VWAP,ETHUSDT,1h,10000,13812.58,3812.58,38.13,38.13,38.13,191,41,150,21.47,1.09,4.35,0.37,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
85,VWAP_Momentum_Pro,ETHUSDT,4h,10000,13768.27,3768.27,37.68,37.68,37.68,99,25,74,25.25,1.12,5.75,0.59,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
86,Volume_Stochastic_MACD_ADX,ETHUSDT,4h,10000,13703.46,3703.46,37.03,37.03,37.03,45,12,33,26.67,1.25,7.31,1.08,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",4h
87,Volume_EMA_Stochastic_ADX,ETHUSDT,15m,10000,13606.42,3606.42,36.06,36.06,36.06,63,12,51,19.05,1.18,8.88,0.94,B,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",15m
88,Supertrend_BB_Entry,BTCUSDT,4h,10000,13603.65,3603.65,36.04,36.04,36.04,21,7,14,33.33,2.23,5,1.77,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",4h
89,Volume_Profile,ETHUSDT,4h,10000,13577.22,3577.22,35.77,35.77,35.77,128,32,96,25,1.1,5.65,0.5,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
90,VWAP_Break_Through,ETHUSDT,4h,10000,13577.22,3577.22,35.77,35.77,35.77,128,32,96,25,1.1,5.65,0.5,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
91,Conservative_Entry,XRPUSDT,1h,10000,13541.88,3541.88,35.42,35.42,35.42,58,17,41,29.31,1.49,3.32,0.7,B,Active,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.008, TP:0.05, TS:0.008",1h
92,Bollinger_Break_Upper,ETHUSDT,4h,10000,13519.49,3519.49,35.19,35.19,35.19,84,21,63,25,1.18,5.79,0.63,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
93,Aggressive_Entry,BNBUSDT,1h,10000,13457.58,3457.58,34.58,34.58,34.58,82,19,63,23.17,1.16,5.42,0.62,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
94,Breakout_Volume_Pro,BNBUSDT,1h,10000,13446.12,3446.12,34.46,34.46,34.46,83,20,63,24.1,1.15,5.57,0.62,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
95,EMA_Breakout_Pro,BNBUSDT,1h,10000,13446.12,3446.12,34.46,34.46,34.46,83,20,63,24.1,1.15,5.57,0.62,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
96,Breakout_EMA_ADX_VWAP,ETHUSDT,4h,10000,13388.34,3388.34,33.88,33.88,33.88,55,13,42,23.64,1.15,7.04,0.88,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",4h
97,ADX_Stochastic_VWAP,ETHUSDT,1h,10000,13342.79,3342.79,33.43,33.43,33.43,141,32,109,22.7,1.07,5.04,0.43,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
98,VWAP_BB_Stochastic_EMA,ETHUSDT,15m,10000,13293.68,3293.68,32.94,32.94,32.94,88,16,72,18.18,1.15,8.05,0.71,B,Active,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",15m
99,Breakout_VWAP,ETHUSDT,4h,10000,13262.49,3262.49,32.62,32.62,32.62,54,14,40,25.93,1.19,6.39,0.84,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",4h
100,MACD_VWAP_Breakout,ETHUSDT,4h,10000,13262.49,3262.49,32.62,32.62,32.62,54,14,40,25.93,1.19,6.39,0.84,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",4h
101,Supertrend_Volume_ADX,ETHUSDT,1h,10000,13248.72,3248.72,32.49,32.49,32.49,163,36,127,22.09,1.07,5.58,0.42,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
102,Volume_MACD_ADX,ETHUSDT,1h,10000,13210.17,3210.17,32.1,32.1,32.1,163,36,127,22.09,1.07,5.6,0.42,B,Active,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
