Rank,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,roi,ROI/annum,ROI_per_annum_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Performance_Grade,Deployment_Status,Data_Source,Time_period_checked,Time_start,time_end,fees_exchnage,Parameters,Candle_Period
1387,Volume_Surge_Breakout,SOLUSDT,1h,10000,9743.5,-256.5,-2.57,-2.57,-2.57,33,7,26,21.21,0.95,4.92,0.13,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
1388,RSI_Stochastic_ADX,BNBUSDT,15m,10000,9741.45,-258.55,-2.59,-2.59,-2.59,84,15,69,17.86,0.99,6.29,0.25,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",15m
1389,Volume_Weighted_Entry,SOLUSDT,1h,10000,9738.17,-261.83,-2.62,-2.62,-2.62,43,8,35,18.6,0.95,3.64,0.1,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",1h
1390,Volume_Spike_Pro,SOLUSDT,1h,10000,9726.83,-273.17,-2.73,-2.73,-2.73,56,11,45,19.64,0.96,3.86,0.12,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",1h
1391,EMA_Convergence,XRPUSDT,1h,10000,9714.88,-285.12,-2.85,-2.85,-2.85,35,6,29,17.14,0.93,3.37,0.07,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",1h
1392,VWAP_Trend_Follow,ETHUSDT,1h,10000,9715.41,-284.59,-2.85,-2.85,-2.85,257,51,206,19.84,0.99,4.4,0.18,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
1393,Supertrend_Cluster,ETHUSDT,4h,10000,9714.13,-285.87,-2.86,-2.86,-2.86,150,35,115,23.33,0.99,5.59,0.22,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
1394,Trend_All_Confirm,XRPUSDT,1h,10000,9712.7,-287.3,-2.87,-2.87,-2.87,22,4,18,18.18,0.93,5.16,0.08,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
1395,Moderate_Strategy,SOLUSDT,1h,10000,9711.97,-288.03,-2.88,-2.88,-2.88,52,11,41,21.15,0.96,4.04,0.12,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.012, TP:0.07, TS:0.012",1h
1396,Breakout_Volume_ADX,XRPUSDT,4h,10000,9711.21,-288.79,-2.89,-2.89,-2.89,28,6,22,21.43,0.96,6.87,0.2,C,Inactive,Historical_Parquet,166 days,02-10-2025,18-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",4h
1397,Volume_Spike_Pro,BTCUSDT,4h,10000,9711.46,-288.54,-2.89,-2.89,-2.89,102,21,81,20.59,0.98,4.09,0.15,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",4h
1398,BB_Stochastic_ADX,BNBUSDT,15m,10000,9710.06,-289.94,-2.9,-2.9,-2.9,109,18,91,16.51,0.99,5.57,0.21,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
1399,RSI_Stochastic_ADX,ETHUSDT,15m,10000,9709.82,-290.18,-2.9,-2.9,-2.9,127,19,108,14.96,0.99,7.27,0.3,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",15m
1400,ADX_Strength_Pro,SOLUSDT,1h,10000,9708.61,-291.39,-2.91,-2.91,-2.91,34,7,27,20.59,0.95,4.85,0.12,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
1401,EMA_ADX_Pro,SOLUSDT,1h,10000,9708.61,-291.39,-2.91,-2.91,-2.91,34,7,27,20.59,0.95,4.85,0.12,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
1402,Volume_Spike_Trend,SOLUSDT,1h,10000,9708.61,-291.39,-2.91,-2.91,-2.91,34,7,27,20.59,0.95,4.85,0.12,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
1403,RSI_Momentum_Burst,ETHUSDT,15m,10000,9708.82,-291.18,-2.91,-2.91,-2.91,125,19,106,15.2,0.99,7.44,0.31,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",15m
1404,Volume_EMA_Trade,SOLUSDT,1h,10000,9708.61,-291.39,-2.91,-2.91,-2.91,34,7,27,20.59,0.95,4.85,0.12,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
1405,RSI_Stochastic_VWAP_ADX,ETHUSDT,1h,10000,9703.68,-296.32,-2.96,-2.96,-2.96,122,26,96,21.31,0.99,5.14,0.19,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
1406,ADX_BB_Entry,BNBUSDT,15m,10000,9703.62,-296.38,-2.96,-2.96,-2.96,78,14,64,17.95,0.98,6.48,0.25,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",15m
1407,EMA_Convergence_Pro,XRPUSDT,1h,10000,9701.84,-298.16,-2.98,-2.98,-2.98,33,5,28,15.15,0.93,3.89,0.07,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
1408,VWAP_EMA_Strength,ETHUSDT,4h,10000,9702.46,-297.54,-2.98,-2.98,-2.98,150,35,115,23.33,0.99,5.59,0.22,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
1409,RSI_Trend_ADX,XRPUSDT,1h,10000,9697.02,-302.98,-3.03,-3.03,-3.03,39,7,32,17.95,0.95,4.19,0.1,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
1410,EMA_Retracement,XRPUSDT,1h,10000,9697.14,-302.86,-3.03,-3.03,-3.03,66,11,55,16.67,0.96,3.34,0.1,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
1411,EMA_Divergence,XRPUSDT,1h,10000,9697.14,-302.86,-3.03,-3.03,-3.03,66,11,55,16.67,0.96,3.34,0.1,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
1412,RSI_Trend_Trade,ETHUSDT,1h,10000,9696.22,-303.78,-3.04,-3.04,-3.04,252,50,202,19.84,0.99,4.41,0.18,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
1413,Swing_Trade,SOLUSDT,1h,10000,9693.2,-306.8,-3.07,-3.07,-3.07,33,7,26,21.21,0.94,4.59,0.1,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.015, TP:0.08, TS:0.015",1h
1414,Supertrend_Momentum,ETHUSDT,15m,10000,9692.45,-307.55,-3.08,-3.08,-3.08,171,26,145,15.2,0.99,6.48,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
1415,MACD_Supertrend_Combo,ETHUSDT,15m,10000,9692.45,-307.55,-3.08,-3.08,-3.08,171,26,145,15.2,0.99,6.48,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
1416,MACD_Histogram_Pro,ETHUSDT,15m,10000,9692.45,-307.55,-3.08,-3.08,-3.08,171,26,145,15.2,0.99,6.48,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
1417,MACD_Zero_Cross,ETHUSDT,15m,10000,9692.45,-307.55,-3.08,-3.08,-3.08,171,26,145,15.2,0.99,6.48,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
1418,RSI_MACD_Combo,ETHUSDT,15m,10000,9692.45,-307.55,-3.08,-3.08,-3.08,171,26,145,15.2,0.99,6.48,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
1419,Supertrend_RSI,ETHUSDT,15m,10000,9692.45,-307.55,-3.08,-3.08,-3.08,171,26,145,15.2,0.99,6.48,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
1420,Supertrend_Reversal_Pro,ETHUSDT,15m,10000,9692.45,-307.55,-3.08,-3.08,-3.08,171,26,145,15.2,0.99,6.48,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
1421,VWAP_Trend_Follow,BNBUSDT,15m,10000,9691.81,-308.19,-3.08,-3.08,-3.08,78,14,64,17.95,0.98,6.48,0.25,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",15m
1422,Supertrend_Pro,ETHUSDT,15m,10000,9692.45,-307.55,-3.08,-3.08,-3.08,171,26,145,15.2,0.99,6.48,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
1423,RSI_BB_Combo,XRPUSDT,1h,10000,9692.3,-307.7,-3.08,-3.08,-3.08,41,7,34,17.07,0.93,3.48,0.08,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
1424,RSI_Bullish_Divergence,XRPUSDT,1h,10000,9692.3,-307.7,-3.08,-3.08,-3.08,41,7,34,17.07,0.93,3.48,0.08,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
1425,RSI_Divergence_Pro,XRPUSDT,1h,10000,9692.3,-307.7,-3.08,-3.08,-3.08,41,7,34,17.07,0.93,3.48,0.08,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
1426,Dual_Confirmation,ETHUSDT,15m,10000,9692.45,-307.55,-3.08,-3.08,-3.08,171,26,145,15.2,0.99,6.48,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
1427,VWAP_Cluster,ETHUSDT,15m,10000,9692.45,-307.55,-3.08,-3.08,-3.08,171,26,145,15.2,0.99,6.48,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
1428,Supertrend_Cluster,ETHUSDT,15m,10000,9692.45,-307.55,-3.08,-3.08,-3.08,171,26,145,15.2,0.99,6.48,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
1429,Stochastic_Cross_Pro,BNBUSDT,4h,10000,9689.14,-310.86,-3.11,-3.11,-3.11,128,29,99,22.66,0.99,4.33,0.16,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",4h
1430,Multi_Signal_Entry,SOLUSDT,1h,10000,9686.54,-313.46,-3.13,-3.13,-3.13,36,7,29,19.44,0.94,4.15,0.09,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
1431,EMA_Pro_Entry,SOLUSDT,1h,10000,9686.54,-313.46,-3.13,-3.13,-3.13,36,7,29,19.44,0.94,4.15,0.09,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
1432,BB_EMA_VWAP,BTCUSDT,4h,10000,9684.87,-315.13,-3.15,-3.15,-3.15,67,13,54,19.4,0.97,4.14,0.13,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",4h
1433,Supertrend_Multi_Pro,BNBUSDT,4h,10000,9682.49,-317.51,-3.18,-3.18,-3.18,73,15,58,20.55,0.98,5.02,0.17,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
1434,Golden_Cross_Pro,BNBUSDT,4h,10000,9682.49,-317.51,-3.18,-3.18,-3.18,73,15,58,20.55,0.98,5.02,0.17,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
1435,Multi_Trend_Entry,BNBUSDT,4h,10000,9682.49,-317.51,-3.18,-3.18,-3.18,73,15,58,20.55,0.98,5.02,0.17,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
1436,Trend_Follower_Multi,BNBUSDT,4h,10000,9682.49,-317.51,-3.18,-3.18,-3.18,73,15,58,20.55,0.98,5.02,0.17,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
1437,Breakout_Cluster,BTCUSDT,15m,10000,9674.4,-325.6,-3.26,-3.26,-3.26,34,5,29,14.71,0.95,5.47,0.13,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",15m
1438,Supertrend_ADX,BNBUSDT,15m,10000,9672.74,-327.26,-3.27,-3.27,-3.27,78,14,64,17.95,0.98,6.48,0.25,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",15m
1439,Breakout_ADX,XRPUSDT,1h,10000,9673.12,-326.88,-3.27,-3.27,-3.27,21,4,17,19.05,0.93,6.12,0.1,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",1h
1440,Supertrend_VWAP_Combo,BNBUSDT,15m,10000,9672.74,-327.26,-3.27,-3.27,-3.27,78,14,64,17.95,0.98,6.48,0.25,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",15m
1441,MACD_Supertrend,BNBUSDT,15m,10000,9672.74,-327.26,-3.27,-3.27,-3.27,78,14,64,17.95,0.98,6.48,0.25,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",15m
1442,Supertrend_Cluster_Pro,BNBUSDT,15m,10000,9671.36,-328.64,-3.29,-3.29,-3.29,78,14,64,17.95,0.98,6.48,0.25,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",15m
1443,EMA_Cross_Trend,BNBUSDT,15m,10000,9671.36,-328.64,-3.29,-3.29,-3.29,78,14,64,17.95,0.98,6.48,0.25,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",15m
1444,ADX_Strength_Entry,BNBUSDT,15m,10000,9671.36,-328.64,-3.29,-3.29,-3.29,78,14,64,17.95,0.98,6.48,0.25,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",15m
1445,EMA_Momentum_Entry,ETHUSDT,4h,10000,9664.64,-335.36,-3.35,-3.35,-3.35,140,32,108,22.86,0.99,4.87,0.18,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",4h
1446,Momentum_Burst,ETHUSDT,4h,10000,9664.64,-335.36,-3.35,-3.35,-3.35,140,32,108,22.86,0.99,4.87,0.18,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",4h
1447,MACD_Confirmation,BNBUSDT,15m,10000,9661.76,-338.24,-3.38,-3.38,-3.38,78,14,64,17.95,0.98,6.48,0.25,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",15m
1448,MACD_BB_Strategy,BNBUSDT,15m,10000,9661.76,-338.24,-3.38,-3.38,-3.38,78,14,64,17.95,0.98,6.48,0.25,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",15m
1449,Stochastic_MACD,BNBUSDT,15m,10000,9661.76,-338.24,-3.38,-3.38,-3.38,78,14,64,17.95,0.98,6.48,0.25,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",15m
1450,Breakout_Retest_Pro,XRPUSDT,1h,10000,9662.46,-337.54,-3.38,-3.38,-3.38,29,6,23,20.69,0.92,4.04,0.05,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",1h
1451,ADX_EMA_VWAP_MACD,BTCUSDT,1h,10000,9660.2,-339.8,-3.4,-3.4,-3.4,64,12,52,18.75,0.97,4.99,0.16,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
1452,Trend_BB_Trade,BNBUSDT,15m,10000,9659.02,-340.98,-3.41,-3.41,-3.41,69,13,56,18.84,0.98,6.89,0.27,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",15m
1453,RSI_BB_VWAP,BTCUSDT,4h,10000,9654.81,-345.19,-3.45,-3.45,-3.45,89,17,72,19.1,0.97,3.9,0.13,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",4h
1454,Breakout_Stochastic_ADX,BNBUSDT,1h,10000,9649.63,-350.37,-3.5,-3.5,-3.5,71,14,57,19.72,0.98,6.15,0.22,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",1h
1455,Volume_Break_Pro,SOLUSDT,1h,10000,9649.52,-350.48,-3.5,-3.5,-3.5,26,5,21,19.23,0.94,6.16,0.13,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",1h
1456,Consolidation_Break,SOLUSDT,1h,10000,9649.52,-350.48,-3.5,-3.5,-3.5,26,5,21,19.23,0.94,6.16,0.13,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.02, TP:0.12, TS:0.02",1h
1457,VWAP_Trend_Pro,XRPUSDT,1h,10000,9649.01,-350.99,-3.51,-3.51,-3.51,22,4,18,18.18,0.91,4.8,0.03,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
1458,Stochastic_Pro,ETHUSDT,15m,10000,9645.39,-354.61,-3.55,-3.55,-3.55,154,23,131,14.94,0.99,6.84,0.28,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
1459,Volume_Spike_Pro,ETHUSDT,15m,10000,9644.43,-355.57,-3.56,-3.56,-3.56,159,24,135,15.09,0.99,6.73,0.27,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
1460,Stochastic_Momentum,ETHUSDT,15m,10000,9639.34,-360.66,-3.61,-3.61,-3.61,165,25,140,15.15,0.99,6.61,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.01, TP:0.07, TS:0.01",15m
1461,Stochastic_ADX,BNBUSDT,15m,10000,9637.9,-362.1,-3.62,-3.62,-3.62,78,14,64,17.95,0.98,6.49,0.24,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",15m
1462,Supertrend_BB_Entry,XRPUSDT,1h,10000,9637.04,-362.96,-3.63,-3.63,-3.63,14,2,12,14.29,0.81,3.83,-0.11,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
1463,Volume_EMA_Trade,ETHUSDT,4h,10000,9635.3,-364.7,-3.65,-3.65,-3.65,149,35,114,23.49,0.99,5.6,0.22,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
1464,ADX_Strength_Pro,ETHUSDT,4h,10000,9635.3,-364.7,-3.65,-3.65,-3.65,149,35,114,23.49,0.99,5.6,0.22,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
1465,Support_Resistance_Bounce,XRPUSDT,1h,10000,9634.94,-365.06,-3.65,-3.65,-3.65,57,10,47,17.54,0.94,3.37,0.08,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
1466,BB_Stochastic_Combo,XRPUSDT,1h,10000,9634.94,-365.06,-3.65,-3.65,-3.65,57,10,47,17.54,0.94,3.37,0.08,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
1467,Volume_Spike_Trend,ETHUSDT,4h,10000,9635.3,-364.7,-3.65,-3.65,-3.65,149,35,114,23.49,0.99,5.6,0.22,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
1468,EMA_ADX_Pro,ETHUSDT,4h,10000,9635.3,-364.7,-3.65,-3.65,-3.65,149,35,114,23.49,0.99,5.6,0.22,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
1469,Trend_Stochastic,BTCUSDT,4h,10000,9632.2,-367.8,-3.68,-3.68,-3.68,85,17,68,20,0.98,4.36,0.14,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",4h
1470,MACD_VWAP_Supertrend,BNBUSDT,4h,10000,9625.36,-374.64,-3.75,-3.75,-3.75,79,17,62,21.52,0.98,5.57,0.19,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",4h
1471,MACD_Trend_Strength,BNBUSDT,15m,10000,9624.29,-375.71,-3.76,-3.76,-3.76,42,8,34,19.05,0.96,5.36,0.13,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",15m
1472,EMA_BB_ADX,BNBUSDT,15m,10000,9624.23,-375.77,-3.76,-3.76,-3.76,69,13,56,18.84,0.98,6.9,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",15m
1473,Volume_Trend_ADX,BNBUSDT,15m,10000,9624.29,-375.71,-3.76,-3.76,-3.76,42,8,34,19.05,0.96,5.36,0.13,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",15m
1474,RSI_Extreme_Reversal,BNBUSDT,4h,10000,9616.74,-383.26,-3.83,-3.83,-3.83,74,16,58,21.62,0.96,3.28,0.09,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.005, TP:0.05, TS:0.005",4h
1475,Dual_Stochastic,BNBUSDT,1h,10000,9615.09,-384.91,-3.85,-3.85,-3.85,195,36,159,18.46,0.99,3.06,0.12,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.008, TP:0.06, TS:0.008",1h
1476,Breakout_Confirmation,XRPUSDT,1h,10000,9613.49,-386.51,-3.87,-3.87,-3.87,29,6,23,20.69,0.93,5.44,0.09,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
1477,Trend_Break_Pro,XRPUSDT,1h,10000,9613.49,-386.51,-3.87,-3.87,-3.87,29,6,23,20.69,0.93,5.44,0.09,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.018, TP:0.1, TS:0.018",1h
1478,Channel_Trend_Follow,BNBUSDT,15m,10000,9611.52,-388.48,-3.88,-3.88,-3.88,69,13,56,18.84,0.98,6.9,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",15m
1479,ADX_Breakout,BNBUSDT,15m,10000,9611.52,-388.48,-3.88,-3.88,-3.88,69,13,56,18.84,0.98,6.9,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",15m
1480,Trend_Strength_Entry,BNBUSDT,15m,10000,9608.74,-391.26,-3.91,-3.91,-3.91,69,13,56,18.84,0.98,6.9,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",15m
1481,Momentum_Trade,BNBUSDT,1h,10000,9608.69,-391.31,-3.91,-3.91,-3.91,66,12,54,18.18,0.97,4.47,0.13,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
1482,BB_Stochastic_ADX_Trend,XRPUSDT,1h,10000,9605.59,-394.41,-3.94,-3.94,-3.94,23,4,19,17.39,0.9,4.61,0.01,C,Inactive,Historical_Parquet,41 days,04-02-2026,18-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",1h
1483,MACD_Trend_Follow,BNBUSDT,15m,10000,9601.87,-398.13,-3.98,-3.98,-3.98,69,13,56,18.84,0.98,6.9,0.26,C,Inactive,Historical_Parquet,365 days,16-03-2025,16-03-2026,0.10%,"SL:0.015, TP:0.09, TS:0.015",15m
1484,BB_EMA_VWAP,BNBUSDT,1h,10000,9599.5,-400.5,-4,-4,-4,135,25,110,18.52,0.98,3.99,0.14,C,Inactive,Historical_Parquet,364 days,16-03-2025,16-03-2026,0.10%,"SL:0.012, TP:0.08, TS:0.012",1h
