Rank,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,roi,ROI/annum,ROI_per_annum_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Max_Drawdown,Performance_Grade,Deployment_Status,Data_Source,Time_period_checked,Time_start,time_end,fees_exchnage,Parameters,Candle_Period
608,Supertrend_RSI,ADAUSDT,4h,10000,5987.04,-4012.96,-40.13,-40.13,-40.13,211,68,143,32.23,0.79,3.51,-0.18,50.54,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
609,VWAP_Cluster,ADAUSDT,4h,10000,5987.04,-4012.96,-40.13,-40.13,-40.13,211,68,143,32.23,0.79,3.51,-0.18,50.54,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
610,Trend_Stochastic,ADAUSDT,4h,10000,5966.13,-4033.87,-40.34,-40.34,-40.34,129,35,94,27.13,0.71,4.07,-0.32,48.32,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
611,Breakout_Thermo,ADAUSDT,4h,10000,5959.5,-4040.5,-40.4,-40.4,-40.4,71,18,53,25.35,0.56,4.02,-0.67,45.26,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
612,Breakout_Momentum,ADAUSDT,4h,10000,5952.1,-4047.9,-40.48,-40.48,-40.48,66,18,48,27.27,0.53,4.11,-0.73,53.75,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
613,VWAP_Momentum,ADAUSDT,4h,10000,5886.91,-4113.09,-41.13,-41.13,-41.13,97,22,75,22.68,0.61,3.04,-0.51,48.72,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
614,Swing_Trade,ADAUSDT,4h,10000,5819.24,-4180.76,-41.81,-41.81,-41.81,158,54,104,34.18,0.77,3.71,-0.28,58.6,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.08, TS:0.015",4h
615,VWAP_Trend_Pro,ADAUSDT,4h,10000,5767.62,-4232.38,-42.32,-42.32,-42.32,70,17,53,24.29,0.52,3.21,-0.76,49.14,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
616,RSI_Extreme_Play,ADAUSDT,4h,10000,5760.66,-4239.34,-42.39,-42.39,-42.39,172,50,122,29.07,0.72,3.15,-0.27,51.18,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.005, TP:0.05, TS:0.005",4h
617,Stochastic_Trend,ADAUSDT,4h,10000,5760.67,-4239.33,-42.39,-42.39,-42.39,175,61,114,34.86,0.77,3.83,-0.24,53.02,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
618,ADX_Stochastic_Trade,ADAUSDT,4h,10000,5760.67,-4239.33,-42.39,-42.39,-42.39,175,61,114,34.86,0.77,3.83,-0.24,53.02,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
619,MACD_Divergence,ADAUSDT,4h,10000,5756.11,-4243.89,-42.44,-42.44,-42.44,138,35,103,25.36,0.69,2.86,-0.36,49.08,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
620,Volume_Break_Pro,ADAUSDT,4h,10000,5747.91,-4252.09,-42.52,-42.52,-42.52,119,36,83,30.25,0.71,4.41,-0.38,58.81,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
621,Consolidation_Break,ADAUSDT,4h,10000,5747.91,-4252.09,-42.52,-42.52,-42.52,119,36,83,30.25,0.71,4.41,-0.38,58.81,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
622,Moderate_Strategy,ADAUSDT,4h,10000,5747.59,-4252.41,-42.52,-42.52,-42.52,173,58,115,33.53,0.76,3.35,-0.26,52.94,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.07, TS:0.012",4h
623,Volume_Weighted_Entry,ADAUSDT,4h,10000,5745.75,-4254.25,-42.54,-42.54,-42.54,120,27,93,22.5,0.63,3.22,-0.42,50.5,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
624,EMA_MACD_Stochastic,ADAUSDT,4h,10000,5720.67,-4279.33,-42.79,-42.79,-42.79,99,26,73,26.26,0.65,3.87,-0.5,50.84,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
625,MACD_Confirmation,ADAUSDT,4h,10000,5629.52,-4370.48,-43.7,-43.7,-43.7,194,66,128,34.02,0.77,3.7,-0.23,51.92,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
626,Stochastic_MACD,ADAUSDT,4h,10000,5629.52,-4370.48,-43.7,-43.7,-43.7,194,66,128,34.02,0.77,3.7,-0.23,51.92,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
627,MACD_BB_Strategy,ADAUSDT,4h,10000,5629.52,-4370.48,-43.7,-43.7,-43.7,194,66,128,34.02,0.77,3.7,-0.23,51.92,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
628,Stochastic_KD_Cross,ADAUSDT,4h,10000,5624.71,-4375.29,-43.75,-43.75,-43.75,164,45,119,27.44,0.72,3.41,-0.29,51.37,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
629,Trend_Follower_Pro,ADAUSDT,4h,10000,5623.38,-4376.62,-43.77,-43.77,-43.77,70,16,54,22.86,0.5,3.2,-0.79,49.97,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
630,EMA_Cloud_Strength,ADAUSDT,4h,10000,5623.38,-4376.62,-43.77,-43.77,-43.77,70,16,54,22.86,0.5,3.2,-0.79,49.97,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
631,ADX_Strength_Entry,ADAUSDT,4h,10000,5612.05,-4387.95,-43.88,-43.88,-43.88,194,65,129,33.51,0.77,3.7,-0.23,51.92,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
632,Supertrend_VWAP_Combo,ADAUSDT,4h,10000,5612.05,-4387.95,-43.88,-43.88,-43.88,194,65,129,33.51,0.77,3.7,-0.23,51.92,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
633,Supertrend_Cluster_Pro,ADAUSDT,4h,10000,5612.05,-4387.95,-43.88,-43.88,-43.88,194,65,129,33.51,0.77,3.7,-0.23,51.92,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
634,MACD_Supertrend,ADAUSDT,4h,10000,5612.05,-4387.95,-43.88,-43.88,-43.88,194,65,129,33.51,0.77,3.7,-0.23,51.92,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
635,Supertrend_ADX,ADAUSDT,4h,10000,5612.05,-4387.95,-43.88,-43.88,-43.88,194,65,129,33.51,0.77,3.7,-0.23,51.92,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
636,EMA_Cross_Trend,ADAUSDT,4h,10000,5612.05,-4387.95,-43.88,-43.88,-43.88,194,65,129,33.51,0.77,3.7,-0.23,51.92,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
637,Stochastic_Pro_Trade,ADAUSDT,4h,10000,5590.93,-4409.07,-44.09,-44.09,-44.09,98,25,73,25.51,0.63,3.87,-0.53,50.84,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
638,Trend_Strength_Entry,ADAUSDT,4h,10000,5554.33,-4445.67,-44.46,-44.46,-44.46,156,53,103,33.97,0.75,3.72,-0.31,59.46,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
639,Triple_EMA_Cross,ADAUSDT,4h,10000,5538.83,-4461.17,-44.61,-44.61,-44.61,113,23,90,20.35,0.59,2.83,-0.49,52.17,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
640,MACD_Signal_Line,ADAUSDT,4h,10000,5538.83,-4461.17,-44.61,-44.61,-44.61,113,23,90,20.35,0.59,2.83,-0.49,52.17,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
641,ADX_Strength_Pro,ADAUSDT,4h,10000,5477.03,-4522.97,-45.23,-45.23,-45.23,158,53,105,33.54,0.74,3.72,-0.32,60.22,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
642,EMA_ADX_Pro,ADAUSDT,4h,10000,5477.03,-4522.97,-45.23,-45.23,-45.23,158,53,105,33.54,0.74,3.72,-0.32,60.22,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
643,Volume_EMA_Trade,ADAUSDT,4h,10000,5477.03,-4522.97,-45.23,-45.23,-45.23,158,53,105,33.54,0.74,3.72,-0.32,60.22,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
644,Volume_Spike_Trend,ADAUSDT,4h,10000,5477.03,-4522.97,-45.23,-45.23,-45.23,158,53,105,33.54,0.74,3.72,-0.32,60.22,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
645,Stochastic_ADX,ADAUSDT,4h,10000,5472.69,-4527.31,-45.27,-45.27,-45.27,193,65,128,33.68,0.75,3.7,-0.24,51.92,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
646,Stochastic_Cross_Pro,ADAUSDT,4h,10000,5458.79,-4541.21,-45.41,-45.41,-45.41,135,35,100,25.93,0.67,3.85,-0.38,54.55,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
647,Supertrend_Multi_Entry,ADAUSDT,4h,10000,5451.94,-4548.06,-45.48,-45.48,-45.48,76,19,57,25.0,0.53,4.09,-0.74,50.87,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
648,Trend_All_Confirm,ADAUSDT,4h,10000,5445.21,-4554.79,-45.55,-45.55,-45.55,72,19,53,26.39,0.5,3.53,-0.81,50.41,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
649,Supertrend_ADX_Pro,ADAUSDT,4h,10000,5352.81,-4647.19,-46.47,-46.47,-46.47,157,52,105,33.12,0.72,3.72,-0.33,60.22,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
650,Conservative_Entry,ADAUSDT,4h,10000,5338.71,-4661.29,-46.61,-46.61,-46.61,206,65,141,31.55,0.75,2.88,-0.26,57.5,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.05, TS:0.008",4h
651,Supertrend_Cluster,ADAUSDT,4h,10000,5328.08,-4671.92,-46.72,-46.72,-46.72,155,52,103,33.55,0.73,3.7,-0.34,59.98,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
652,VWAP_EMA_Strength,ADAUSDT,4h,10000,5328.08,-4671.92,-46.72,-46.72,-46.72,155,52,103,33.55,0.73,3.7,-0.34,59.98,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
653,Volume_MACD_ADX,ADAUSDT,4h,10000,5314.44,-4685.56,-46.86,-46.86,-46.86,79,20,59,25.32,0.51,3.89,-0.75,50.57,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
654,EMA_BB_ADX,ADAUSDT,4h,10000,5239.7,-4760.3,-47.6,-47.6,-47.6,159,52,107,32.7,0.73,3.7,-0.34,58.42,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
655,ADX_EMA_Trade,ADAUSDT,4h,10000,5224.22,-4775.78,-47.76,-47.76,-47.76,156,52,104,33.33,0.73,3.71,-0.35,59.94,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
656,Multi_Timeframe_Entry,ADAUSDT,4h,10000,5224.22,-4775.78,-47.76,-47.76,-47.76,156,52,104,33.33,0.73,3.71,-0.35,59.94,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
657,Breakout_Confirmation,ADAUSDT,4h,10000,5219.89,-4780.11,-47.8,-47.8,-47.8,156,49,107,31.41,0.72,4.25,-0.33,57.21,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
658,Trend_Break_Pro,ADAUSDT,4h,10000,5219.89,-4780.11,-47.8,-47.8,-47.8,156,49,107,31.41,0.72,4.25,-0.33,57.21,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
659,ADX_Breakout,ADAUSDT,4h,10000,5194.83,-4805.17,-48.05,-48.05,-48.05,155,51,104,32.9,0.72,3.7,-0.36,59.98,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
660,Channel_Trend_Follow,ADAUSDT,4h,10000,5194.83,-4805.17,-48.05,-48.05,-48.05,155,51,104,32.9,0.72,3.7,-0.36,59.98,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
661,EMA_Breakout_ADX,ADAUSDT,4h,10000,5157.57,-4842.43,-48.42,-48.42,-48.42,68,17,51,25.0,0.48,4.01,-0.93,53.15,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
662,ADX_Volume_Break,ADAUSDT,4h,10000,5157.57,-4842.43,-48.42,-48.42,-48.42,68,17,51,25.0,0.48,4.01,-0.93,53.15,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
663,Stochastic_Pro,ADAUSDT,4h,10000,5120.92,-4879.08,-48.79,-48.79,-48.79,148,36,112,24.32,0.65,3.72,-0.39,56.75,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
664,Trend_Line_Break,ADAUSDT,4h,10000,5101.5,-4898.5,-48.98,-48.98,-48.98,155,48,107,30.97,0.7,4.26,-0.35,57.21,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
665,Breakout_Alert,ADAUSDT,4h,10000,5101.5,-4898.5,-48.98,-48.98,-48.98,155,48,107,30.97,0.7,4.26,-0.35,57.21,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
666,Supertrend_Volume_ADX,ADAUSDT,4h,10000,5084.77,-4915.23,-49.15,-49.15,-49.15,82,20,62,24.39,0.5,4.0,-0.77,53.45,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
667,MACD_Cross_Pro,ADAUSDT,4h,10000,5058.89,-4941.11,-49.41,-49.41,-49.41,131,29,102,22.14,0.58,3.14,-0.48,56.32,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
668,Multi_Trend_Entry,ADAUSDT,4h,10000,4967.09,-5032.91,-50.33,-50.33,-50.33,83,19,64,22.89,0.48,3.05,-0.82,56.9,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
669,Supertrend_Multi_Pro,ADAUSDT,4h,10000,4967.09,-5032.91,-50.33,-50.33,-50.33,83,19,64,22.89,0.48,3.05,-0.82,56.9,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
670,Golden_Cross_Pro,ADAUSDT,4h,10000,4967.09,-5032.91,-50.33,-50.33,-50.33,83,19,64,22.89,0.48,3.05,-0.82,56.9,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
671,Trend_Follower_Multi,ADAUSDT,4h,10000,4967.09,-5032.91,-50.33,-50.33,-50.33,83,19,64,22.89,0.48,3.05,-0.82,56.9,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
672,Supertrend_Reversal,ADAUSDT,4h,10000,4948.59,-5051.41,-50.51,-50.51,-50.51,234,71,163,30.34,0.73,3.21,-0.25,58.33,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
673,Breakout_Stochastic,ADAUSDT,4h,10000,4922.09,-5077.91,-50.78,-50.78,-50.78,93,27,66,29.03,0.54,4.52,-0.68,61.87,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
674,Trend_Acceleration,ADAUSDT,4h,10000,4860.95,-5139.05,-51.39,-51.39,-51.39,87,21,66,24.14,0.51,3.9,-0.78,56.27,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
675,Breakout_Volume_Pro,ADAUSDT,4h,10000,4683.35,-5316.65,-53.17,-53.17,-53.17,94,23,71,24.47,0.51,3.87,-0.76,58.67,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
676,EMA_Breakout_Pro,ADAUSDT,4h,10000,4683.35,-5316.65,-53.17,-53.17,-53.17,94,23,71,24.47,0.51,3.87,-0.76,58.67,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
677,Supertrend_Volume,ADAUSDT,4h,10000,4667.14,-5332.86,-53.33,-53.33,-53.33,176,59,117,33.52,0.71,3.95,-0.36,59.89,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
678,Supertrend_Alpha,ADAUSDT,4h,10000,4667.14,-5332.86,-53.33,-53.33,-53.33,176,59,117,33.52,0.71,3.95,-0.36,59.89,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
679,Volume_Surge_Breakout,ADAUSDT,4h,10000,4561.3,-5438.7,-54.39,-54.39,-54.39,175,58,117,33.14,0.69,3.96,-0.38,59.89,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
680,BB_Squeeze_Exit,ADAUSDT,4h,10000,4561.3,-5438.7,-54.39,-54.39,-54.39,175,58,117,33.14,0.69,3.96,-0.38,59.89,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
681,Channel_Breakout,ADAUSDT,4h,10000,4561.3,-5438.7,-54.39,-54.39,-54.39,175,58,117,33.14,0.69,3.96,-0.38,59.89,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
682,Volume_Spike_Pro,ADAUSDT,4h,10000,4554.64,-5445.36,-54.45,-54.45,-54.45,158,39,119,24.68,0.61,3.66,-0.44,61.53,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
683,Volume_EMA_ADX,ADAUSDT,4h,10000,4522.07,-5477.93,-54.78,-54.78,-54.78,98,23,75,23.47,0.5,3.47,-0.77,61.84,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
684,Momentum_Burst,ADAUSDT,4h,10000,4486.33,-5513.67,-55.14,-55.14,-55.14,126,28,98,22.22,0.53,3.27,-0.6,60.92,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
685,EMA_Momentum_Entry,ADAUSDT,4h,10000,4486.33,-5513.67,-55.14,-55.14,-55.14,126,28,98,22.22,0.53,3.27,-0.6,60.92,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
686,Trend_Volume,ADAUSDT,4h,10000,4396.83,-5603.17,-56.03,-56.03,-56.03,111,27,84,24.32,0.52,3.46,-0.7,62.41,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
687,Volume_Trend_Pro,ADAUSDT,4h,10000,4396.83,-5603.17,-56.03,-56.03,-56.03,111,27,84,24.32,0.52,3.46,-0.7,62.41,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
688,Breakout_Confirmation,ADAUSDT,4h,10000,4386.28,-5613.72,-56.14,-56.14,-56.14,85,22,63,25.88,0.45,3.78,-0.93,59.82,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
689,Breakout_ADX,ADAUSDT,4h,10000,4344.21,-5655.79,-56.56,-56.56,-56.56,142,43,99,30.28,0.64,4.59,-0.5,63.31,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
690,EMA_Acceleration,ADAUSDT,4h,10000,3835.49,-6164.51,-61.65,-61.65,-61.65,117,27,90,23.08,0.48,3.37,-0.79,65.79,C,Inactive,Historical_Parquet,166 days,2025-10-01,2026-03-16,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
