Rank,name,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,ROI_per_annum,ROI_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Gross_DD_Percent,Net_DD_Percent,Capital_At_Net_DD,Performance_Grade,Deployment_Status,Score,Data_Source,Time_Period,Time_Start,Time_End,Fees_Exchange,Candle_Period,Parameters
1,VWAP_Momentum_Pro,"VWAP, EMA_Cross, MACD_Cross, Volume_Spike",SOLUSDT,4h,10000,188483.85,178483.85,68.87,1784.84,670,202,468,30.15,1.07,2.75,0.851,63.26,50.59,4940.82,B,Active,733.67,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=3.0%, TP=10.0%, TS=2.5%"
2,EMA_Break_Momentum,"EMA_Cross, Breakout_20, MACD_Cross, ADX_Trend",BNBUSDT,4h,10000,227719.99,217719.99,65.32,2177.2,413,133,280,32.2,1.26,3.15,1.14,50.16,1.54,9846.04,B,Active,893.18,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.0%, TP=15.0%, TS=2.5%"
3,MACD_Breakout,"MACD_Cross, Breakout_20, Volume_Spike, ADX_Trend",BNBUSDT,4h,10000,207871.84,197871.84,62.91,1978.72,430,174,256,40.47,1.42,3.51,1.004,42.16,21.31,7868.73,B,Active,819.35,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=1.5%"
4,Volume_Stochastic_MACD_ADX,"Volume_Spike, Stochastic, MACD_Cross, ADX_Trend, Trend_MA50, Supertrend",ETHUSDT,4h,10000,162420.76,152420.76,56.57,1524.21,226,59,167,26.11,1.26,3.01,1.746,44.08,2.04,9795.91,B,Active,631.28,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=2.0%"
5,ADX_Volume_Break,"ADX_Trend, Volume_Spike, Breakout_20, EMA_Cross",BNBUSDT,4h,10000,155974.69,145974.69,55.55,1459.75,568,144,424,25.35,1.23,2.9,0.8026,55.84,3.06,9694.41,B,Active,603.85,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=1.0%"
6,Breakout_Cluster,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross",ADAUSDT,4h,10000,143748.79,133748.79,53.53,1337.49,364,92,272,25.27,1.21,2.82,1.1327,41.75,0.12,9987.63,B,Active,556.35,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=1.5%"
7,Volume_EMA_Stochastic_ADX,"Volume_Spike, EMA_Cross, Stochastic, ADX_Trend, Trend_MA50",SOLUSDT,4h,10000,109424.59,99424.59,53.25,994.25,646,122,524,18.89,1.15,2.45,0.7602,67.84,47.38,5261.96,B,Active,414.86,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=1.0%, TP=15.0%, TS=1.0%"
8,High_Profit_Trade,"EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP, Trend_MA50",ETHUSDT,4h,10000,141718.94,131718.94,53.17,1317.19,299,83,216,27.76,1.12,2.62,1.4378,66.69,0.9,9910.32,B,Active,546.43,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
9,Aggressive_Entry,"Breakout_20, Volume_Spike, MACD_Cross, ADX_Trend",LINKUSDT,4h,10000,140373.85,130373.85,52.94,1303.74,562,144,418,25.62,1.25,2.99,0.7556,40.38,1.04,9895.92,B,Active,543.61,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=0.5%"
10,MACD_Trend_Strength,"MACD_Cross, Trend_MA50, ADX_Trend, EMA_Cross, Volume_Spike",BNBUSDT,4h,10000,139726.35,129726.35,52.83,1297.26,400,137,263,34.25,1.19,2.92,1.0173,57.22,1.54,9846.04,B,Active,541.1,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=10.0%, TS=2.5%"
11,Volume_Stochastic_MACD_ADX,"Volume_Spike, Stochastic, MACD_Cross, ADX_Trend, Trend_MA50, Supertrend",SOLUSDT,4h,10000,102943.4,92943.4,51.59,929.43,300,70,230,23.33,1.23,2.43,1.2978,56.34,56.34,4365.61,B,Active,391.1,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=2.0%"
12,Breakout_Cluster,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross",SOLUSDT,4h,10000,93584.75,83584.75,49.04,835.85,350,91,259,26.0,1.22,2.43,1.0705,54.43,29.92,7008.31,B,Active,354.31,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=1.5%"
13,MACD_Trend_Strength,"MACD_Cross, Trend_MA50, ADX_Trend, EMA_Cross, Volume_Spike",SOLUSDT,4h,10000,93052.13,83052.13,48.89,830.52,580,171,409,29.48,1.07,2.41,0.781,61.33,53.73,4627.07,B,Active,351.78,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=3.0%, TP=10.0%, TS=2.5%"
14,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",SOLUSDT,4h,10000,91505.17,81505.17,48.44,815.05,690,168,522,24.35,1.09,2.48,0.6567,65.21,56.47,4353.41,B,Active,344.23,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=2.0%, TP=10.0%, TS=1.5%"
15,Aggressive_Entry,"Breakout_20, Volume_Spike, MACD_Cross, ADX_Trend",ETHUSDT,4h,10000,115836.6,105836.6,48.29,1058.37,507,147,360,28.99,1.33,3.18,0.729,32.05,1.83,9817.21,B,Active,448.91,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=0.5%"
16,Breakout_VWAP,"Breakout_20, VWAP, Volume_Spike, MACD_Cross",BNBUSDT,4h,10000,113023.31,103023.31,47.7,1030.23,325,64,261,19.69,1.3,2.64,1.1712,55.2,1.25,9874.52,B,Active,430.95,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.5%"
17,Volume_Trend_ADX,"Volume_Spike, Trend_MA50, ADX_Trend, EMA_Cross, MACD_Cross",BNBUSDT,4h,10000,112725.25,102725.25,47.64,1027.25,332,104,228,31.33,1.18,2.62,1.1624,57.22,1.54,9846.04,B,Active,432.07,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=2.5%"
18,Stochastic_Trend_MACD,"Stochastic, Trend_MA50, MACD_Cross, EMA_Cross, ADX_Trend",ETHUSDT,4h,10000,112724.04,102724.04,47.64,1027.24,531,122,409,22.98,1.15,3.01,0.718,43.36,0.9,9910.32,B,Active,430.6,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=10.0%, TS=1.0%"
19,MACD_Breakout,"MACD_Cross, Breakout_20, Volume_Spike, ADX_Trend",ETHUSDT,4h,10000,112276.7,102276.7,47.54,1022.77,450,166,284,36.89,1.22,2.93,0.8295,43.02,1.8,9819.73,B,Active,433.73,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=1.5%"
20,Ultimate_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP, Trend_MA50, Volume_Spike",AVAXUSDT,4h,10000,82091.14,72091.14,46.74,720.91,562,210,352,37.37,1.09,2.59,0.6637,56.45,10.59,8941.23,B,Active,310.48,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=2.0%, TP=5.0%, TS=2.5%"
21,VWAP_Momentum_Pro,"VWAP, EMA_Cross, MACD_Cross, Volume_Spike",ETHUSDT,4h,10000,103668.18,93668.18,45.66,936.68,514,158,356,30.74,1.07,2.57,0.8161,61.58,0.9,9910.32,B,Active,394.56,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=10.0%, TS=2.5%"
22,Volume_Stochastic_MACD_ADX,"Volume_Spike, Stochastic, MACD_Cross, ADX_Trend, Trend_MA50, Supertrend",BNBUSDT,4h,10000,101325.14,91325.14,45.13,913.25,201,50,151,24.88,1.5,2.68,1.6633,39.92,0.0,10000.0,B,Active,389.8,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=2.0%"
23,Aggressive_Entry,"Breakout_20, Volume_Spike, MACD_Cross, ADX_Trend",BNBUSDT,4h,10000,101299.48,91299.48,45.12,912.99,504,146,358,28.97,1.3,3.18,0.69,44.14,3.3,9669.85,B,Active,388.01,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=0.5%"
24,Ultimate_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP, Trend_MA50, Volume_Spike",BNBUSDT,4h,10000,100717.03,90717.03,44.99,907.17,634,254,380,40.06,1.18,2.96,0.6097,60.21,5.69,9430.85,B,Active,386.66,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.0%, TP=5.0%, TS=2.5%"
25,Breakout_Volume_Pro,"Breakout_20, Volume_Spike, EMA_Cross",BNBUSDT,4h,10000,100535.63,90535.63,44.95,905.36,735,249,486,33.88,1.16,2.79,0.5645,54.44,1.54,9846.04,B,Active,383.95,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=1.5%"
26,EMA_Breakout_Pro,"EMA_Cross, Breakout_20, Volume_Spike",BNBUSDT,4h,10000,100535.63,90535.63,44.95,905.36,735,249,486,33.88,1.16,2.79,0.5645,54.44,1.54,9846.04,B,Active,383.95,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=1.5%"
27,Stochastic_Trend_MACD,"Stochastic, Trend_MA50, MACD_Cross, EMA_Cross, ADX_Trend",XRPUSDT,4h,10000,98453.09,88453.09,44.46,884.53,635,138,497,21.73,1.07,2.62,0.6577,64.63,0.55,9945.49,B,Active,371.02,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=10.0%, TS=1.0%"
28,Breakout_Hunter,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",ETHUSDT,4h,10000,96641.9,86641.9,44.03,866.42,421,72,349,17.1,1.16,2.53,0.9082,58.03,0.0,10000.0,B,Active,363.31,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=1.0%"
29,Breakout_Thermo,"Breakout_20, Volume_Spike, ADX_Trend, Trend_MA50",LINKUSDT,4h,10000,95164.02,85164.02,43.67,851.64,769,161,608,20.94,1.08,2.47,0.6293,57.28,4.23,9577.04,B,Active,357.69,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=15.0%, TS=3.0%"
30,ADX_Volume_Break,"ADX_Trend, Volume_Spike, Breakout_20, EMA_Cross",LINKUSDT,4h,10000,94944.1,84944.1,43.62,849.44,764,154,610,20.16,1.06,2.46,0.6367,57.82,1.67,9833.02,B,Active,356.45,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=1.0%"
31,Breakout_Cluster,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross",ETHUSDT,4h,10000,94503.73,84503.73,43.51,845.04,326,95,231,29.14,1.19,2.83,1.0122,43.83,1.86,9813.92,B,Active,359.85,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=1.5%"
32,Breakout_Volume_Pro,"Breakout_20, Volume_Spike, EMA_Cross",SOLUSDT,4h,10000,71701.08,61701.08,42.12,617.01,947,279,668,29.46,1.08,2.36,0.5244,72.84,38.07,6192.62,B,Active,266.44,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=1.5%"
33,EMA_Breakout_Pro,"EMA_Cross, Breakout_20, Volume_Spike",SOLUSDT,4h,10000,71701.08,61701.08,42.12,617.01,947,279,668,29.46,1.08,2.36,0.5244,72.84,38.07,6192.62,B,Active,266.44,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=1.5%"
34,MACD_Breakout,"MACD_Cross, Breakout_20, Volume_Spike, ADX_Trend",LINKUSDT,4h,10000,88599.41,78599.41,42.03,785.99,510,163,347,31.96,1.18,2.53,0.753,44.79,0.0,10000.0,B,Active,336.79,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=1.5%"
35,Volume_Stochastic_MACD_ADX,"Volume_Spike, Stochastic, MACD_Cross, ADX_Trend, Trend_MA50, Supertrend",LINKUSDT,4h,10000,87208.78,77208.78,41.67,772.09,297,66,231,22.22,1.15,2.36,1.222,50.43,0.0,10000.0,B,Active,327.02,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=2.0%"
36,Breakout_Cluster,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross",BNBUSDT,4h,10000,86072.7,76072.7,41.37,760.73,299,93,206,31.1,1.34,2.79,1.0457,44.3,1.54,9846.04,B,Active,328.19,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=1.5%"
37,VWAP_Momentum_Pro,"VWAP, EMA_Cross, MACD_Cross, Volume_Spike",BTCUSDT,4h,10000,84135.68,74135.68,40.85,741.36,377,118,259,31.3,1.13,2.57,0.9144,63.05,1.92,9807.95,B,Active,317.28,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=10.0%, TS=2.5%"
38,Volume_Trend_ADX,"Volume_Spike, Trend_MA50, ADX_Trend, EMA_Cross, MACD_Cross",ETHUSDT,4h,10000,82009.95,72009.95,40.27,720.1,342,93,249,27.19,1.13,2.43,1.0146,54.5,0.9,9910.32,B,Active,307.46,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=2.5%"
39,Breakout_Volume_ADX,"Breakout_20, Volume_Spike, ADX_Trend, Supertrend, VWAP",ETHUSDT,4h,10000,80939.47,70939.47,39.98,709.39,553,109,444,19.71,1.06,2.3,0.7784,70.1,0.0,10000.0,B,Active,300.3,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.5%"
40,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",BTCUSDT,4h,10000,80047.06,70047.06,39.73,700.47,415,106,309,25.54,1.16,2.69,0.7935,47.11,4.16,9584.01,B,Active,300.02,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.0%, TP=10.0%, TS=1.5%"
41,Breakout_Thermo,"Breakout_20, Volume_Spike, ADX_Trend, Trend_MA50",ETHUSDT,4h,10000,79947.33,69947.33,39.7,699.47,599,145,454,24.21,1.11,2.51,0.6376,59.0,0.0,10000.0,B,Active,298.2,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=15.0%, TS=3.0%"
42,Breakout_Hunter,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",LINKUSDT,4h,10000,79958.69,69958.69,39.7,699.59,593,99,494,16.69,1.06,2.32,0.7266,69.43,0.0,10000.0,B,Active,295.44,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=1.0%"
43,Volume_EMA_Stochastic_ADX,"Volume_Spike, EMA_Cross, Stochastic, ADX_Trend, Trend_MA50",XRPUSDT,4h,10000,77901.83,67901.83,39.12,679.02,532,107,425,20.11,1.09,2.3,0.7529,73.52,0.0,10000.0,B,Active,288.56,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=15.0%, TS=1.0%"
44,MACD_Trend_Strength,"MACD_Cross, Trend_MA50, ADX_Trend, EMA_Cross, Volume_Spike",ETHUSDT,4h,10000,77527.81,67527.81,39.01,675.28,426,130,296,30.52,1.09,2.52,0.8052,53.17,0.9,9910.32,B,Active,290.15,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=10.0%, TS=2.5%"
45,Stochastic_Trend_MACD,"Stochastic, Trend_MA50, MACD_Cross, EMA_Cross, ADX_Trend",BNBUSDT,4h,10000,75403.18,65403.18,38.39,654.03,513,125,388,24.37,1.16,2.6,0.6669,56.81,1.54,9846.04,B,Active,280.49,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=10.0%, TS=1.0%"
46,EMA_Break_Momentum,"EMA_Cross, Breakout_20, MACD_Cross, ADX_Trend",LINKUSDT,4h,10000,74962.8,64962.8,38.26,649.63,581,152,429,26.16,1.03,2.25,0.7432,78.95,0.33,9967.21,B,Active,277.98,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.0%, TP=15.0%, TS=2.5%"
47,Volume_Trend_ADX,"Volume_Spike, Trend_MA50, ADX_Trend, EMA_Cross, MACD_Cross",LINKUSDT,4h,10000,74739.68,64739.68,38.2,647.4,467,117,350,25.05,1.05,2.22,0.8678,72.33,0.33,9967.21,B,Active,276.98,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=2.5%"
48,Breakout_Thermo,"Breakout_20, Volume_Spike, ADX_Trend, Trend_MA50",BNBUSDT,4h,10000,73863.37,63863.37,37.93,638.63,613,138,475,22.51,1.16,2.42,0.6215,61.49,6.17,9382.9,B,Active,273.78,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=15.0%, TS=3.0%"
49,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",ETHUSDT,4h,10000,70706.65,60706.65,36.97,607.07,592,145,447,24.49,1.06,2.44,0.6263,62.0,0.9,9910.32,B,Active,260.75,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.0%, TP=10.0%, TS=1.5%"
50,Volume_Trend_ADX,"Volume_Spike, Trend_MA50, ADX_Trend, EMA_Cross, MACD_Cross",SOLUSDT,4h,10000,58155.16,48155.16,36.91,481.55,482,117,365,24.27,1.06,2.05,0.8457,62.0,44.26,5573.71,B,Active,210.46,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=2.5%"
51,Volume_EMA_Stochastic_ADX,"Volume_Spike, EMA_Cross, Stochastic, ADX_Trend, Trend_MA50",ETHUSDT,4h,10000,70466.74,60466.74,36.89,604.67,474,97,377,20.46,1.12,2.45,0.7105,50.89,0.0,10000.0,B,Active,259.19,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=15.0%, TS=1.0%"
52,Breakout_VWAP,"Breakout_20, VWAP, Volume_Spike, MACD_Cross",ETHUSDT,4h,10000,69384.06,59384.06,36.55,593.84,352,75,277,21.31,1.1,2.28,0.9518,57.84,0.9,9910.32,B,Active,254.9,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.5%"
53,Volume_Stochastic_MACD_ADX,"Volume_Spike, Stochastic, MACD_Cross, ADX_Trend, Trend_MA50, Supertrend",BTCUSDT,4h,10000,68941.01,58941.01,36.41,589.41,185,44,141,23.78,1.27,2.46,1.5168,41.65,9.27,9072.66,B,Active,257.32,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=2.0%"
54,Stochastic_Trend_MACD,"Stochastic, Trend_MA50, MACD_Cross, EMA_Cross, ADX_Trend",BTCUSDT,4h,10000,66707.35,56707.35,35.69,567.07,407,103,304,25.31,1.19,2.83,0.7073,41.39,7.54,9246.37,B,Active,248.01,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=10.0%, TS=1.0%"
55,Breakout_Thermo,"Breakout_20, Volume_Spike, ADX_Trend, Trend_MA50",SOLUSDT,4h,10000,54743.08,44743.08,35.44,447.43,819,164,655,20.02,1.09,2.15,0.5652,70.62,63.03,3696.82,B,Active,195.87,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=1.0%, TP=15.0%, TS=3.0%"
56,Volume_EMA_Stochastic_ADX,"Volume_Spike, EMA_Cross, Stochastic, ADX_Trend, Trend_MA50",BNBUSDT,4h,10000,65401.58,55401.58,35.26,554.02,464,100,364,21.55,1.16,2.33,0.7224,55.79,0.0,10000.0,B,Active,239.69,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=15.0%, TS=1.0%"
57,Ultimate_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP, Trend_MA50, Volume_Spike",ADAUSDT,4h,10000,65202.76,55202.76,35.19,552.03,664,247,417,37.2,1.07,2.5,0.5432,59.23,0.0,10000.0,B,Active,242.7,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.0%, TP=5.0%, TS=2.5%"
58,Volume_EMA_Stochastic_ADX,"Volume_Spike, EMA_Cross, Stochastic, ADX_Trend, Trend_MA50",LINKUSDT,4h,10000,62446.06,52446.06,34.26,524.46,631,110,521,17.43,1.06,2.21,0.6282,52.89,1.67,9833.02,B,Active,225.61,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=15.0%, TS=1.0%"
59,Ultimate_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP, Trend_MA50, Volume_Spike",XRPUSDT,4h,10000,61839.38,51839.38,34.05,518.39,632,235,397,37.18,1.06,2.39,0.571,79.52,9.05,9094.9,B,Active,229.07,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.0%, TP=5.0%, TS=2.5%"
60,Volume_EMA_Stochastic_ADX,"Volume_Spike, EMA_Cross, Stochastic, ADX_Trend, Trend_MA50",BTCUSDT,4h,10000,60307.07,50307.07,33.51,503.07,372,89,283,23.92,1.2,2.48,0.7659,51.52,7.93,9207.41,B,Active,220.36,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=15.0%, TS=1.0%"
61,Breakout_VWAP,"Breakout_20, VWAP, Volume_Spike, MACD_Cross",ADAUSDT,4h,10000,59796.7,49796.7,33.33,497.97,350,85,265,24.29,1.07,2.17,0.9104,64.14,0.04,9996.25,B,Active,217.22,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.5%"
62,MACD_Trend_Strength,"MACD_Cross, Trend_MA50, ADX_Trend, EMA_Cross, Volume_Spike",BTCUSDT,4h,10000,58869.04,48869.04,32.99,488.69,346,117,229,33.82,1.16,2.52,0.8,48.23,5.38,9462.48,B,Active,217.58,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=10.0%, TS=2.5%"
63,High_Profit_Trade,"EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP, Trend_MA50",ADAUSDT,4h,10000,58624.42,48624.42,32.9,486.24,421,105,316,24.94,1.03,2.04,0.9449,80.13,0.12,9987.63,B,Active,212.31,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
64,Breakout_Hunter,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",BNBUSDT,4h,10000,56527.82,46527.82,32.13,465.28,390,60,330,15.38,1.15,2.21,0.7859,50.58,0.0,10000.0,B,Active,202.22,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=1.0%"
65,Ultimate_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP, Trend_MA50, Volume_Spike",BTCUSDT,4h,10000,52846.0,42846.0,30.7,428.46,462,182,280,39.39,1.11,2.68,0.5823,58.71,0.0,10000.0,B,Active,194.32,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.0%, TP=5.0%, TS=2.5%"
66,VWAP_Momentum_Pro,"VWAP, EMA_Cross, MACD_Cross, Volume_Spike",BNBUSDT,4h,10000,52703.96,42703.96,30.65,427.04,471,143,328,30.36,1.07,2.1,0.7316,80.22,1.54,9846.04,B,Active,190.63,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=10.0%, TS=2.5%"
67,Breakout_Volume_ADX,"Breakout_20, Volume_Spike, ADX_Trend, Supertrend, VWAP",BTCUSDT,4h,10000,52072.39,42072.39,30.39,420.72,380,70,310,18.42,1.16,2.09,0.8073,71.88,18.89,8111.34,B,Active,185.44,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.5%"
68,EMA_Break_Momentum,"EMA_Cross, Breakout_20, MACD_Cross, ADX_Trend",ETHUSDT,4h,10000,51782.39,41782.39,30.28,417.82,444,134,310,30.18,1.1,2.16,0.6958,54.81,2.14,9786.21,B,Active,187.14,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.0%, TP=15.0%, TS=2.5%"
