Rank,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,roi,ROI/annum,ROI_per_annum_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Performance_Grade,Deployment_Status,Data_Source,Time_period_checked,Time_start,time_end,fees_exchnage,Parameters,Candle_Period
349,Multi_Signal_Entry,XRPUSDT,1h,10000,9246.41,-753.59,-7.54,-7.54,-7.54,43,7,36,16.28,0.88,4.23,-0.09,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",1h
350,EMA_Pro_Entry,XRPUSDT,1h,10000,9246.41,-753.59,-7.54,-7.54,-7.54,43,7,36,16.28,0.88,4.23,-0.09,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",1h
351,Breakout_Pullback,XRPUSDT,4h,10000,9222.88,-777.12,-7.77,-7.77,-7.77,52,11,41,21.15,0.91,4.65,-0.04,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
352,Low_Risk_Trade,XRPUSDT,4h,10000,9218.5,-781.5,-7.81,-7.81,-7.81,77,20,57,25.97,0.91,3.17,-0.04,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.005, TP:0.04, TS:0.005",4h
353,MACD_Histogram_Trade,XRPUSDT,4h,10000,9172.22,-827.78,-8.28,-8.28,-8.28,56,11,45,19.64,0.9,4.05,-0.07,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
354,BB_Stochastic_ADX,XRPUSDT,1h,10000,9142.42,-857.58,-8.58,-8.58,-8.58,48,7,41,14.58,0.84,3.37,-0.12,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",1h
355,RSI_Extreme_Reversal,XRPUSDT,1h,10000,9137.72,-862.28,-8.62,-8.62,-8.62,39,5,34,12.82,0.73,2.52,-0.19,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.005, TP:0.05, TS:0.005",1h
356,Mega_Confirmation,XRPUSDT,1h,10000,9114.84,-885.16,-8.85,-8.85,-8.85,15,2,13,13.33,0.76,6.53,-0.44,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.025, TP:0.15, TS:0.025",1h
357,Volume_Trend_ADX,XRPUSDT,1h,10000,9085.39,-914.61,-9.15,-9.15,-9.15,19,3,16,15.79,0.75,4.85,-0.4,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
358,MACD_Trend_Strength,XRPUSDT,1h,10000,9085.39,-914.61,-9.15,-9.15,-9.15,19,3,16,15.79,0.75,4.85,-0.4,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
359,EMA_Cloud_Strategy,XRPUSDT,4h,10000,9054.75,-945.25,-9.45,-9.45,-9.45,43,6,37,13.95,0.84,4.31,-0.14,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
360,EMA_Cluster,XRPUSDT,4h,10000,9054.75,-945.25,-9.45,-9.45,-9.45,43,6,37,13.95,0.84,4.31,-0.14,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
361,ADX_Stochastic_BB,XRPUSDT,4h,10000,9025.06,-974.94,-9.75,-9.75,-9.75,56,11,45,19.64,0.89,4.54,-0.08,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
362,BB_EMA_VWAP,XRPUSDT,1h,10000,9021.14,-978.86,-9.79,-9.79,-9.79,38,5,33,13.16,0.81,3.7,-0.2,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",1h
363,EMA_Momentum_Entry,XRPUSDT,4h,10000,9005.03,-994.97,-9.95,-9.95,-9.95,66,13,53,19.7,0.91,4.96,-0.03,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
364,Momentum_Burst,XRPUSDT,4h,10000,9005.03,-994.97,-9.95,-9.95,-9.95,66,13,53,19.7,0.91,4.96,-0.03,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
365,VWAP_Breakout,XRPUSDT,1h,10000,9001.62,-998.38,-9.98,-9.98,-9.98,26,4,22,15.38,0.78,4.68,-0.31,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
366,Oversold_Recovery,XRPUSDT,1h,10000,8960.04,-1039.96,-10.4,-10.4,-10.4,32,5,27,15.62,0.72,3.27,-0.29,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",1h
367,Double_Bottom_Formation,XRPUSDT,1h,10000,8960.04,-1039.96,-10.4,-10.4,-10.4,32,5,27,15.62,0.72,3.27,-0.29,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",1h
368,RSI_Confirmation,XRPUSDT,1h,10000,8960.04,-1039.96,-10.4,-10.4,-10.4,32,5,27,15.62,0.72,3.27,-0.29,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",1h
369,BB_Stochastic_Trade,XRPUSDT,1h,10000,8960.04,-1039.96,-10.4,-10.4,-10.4,32,5,27,15.62,0.72,3.27,-0.29,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",1h
370,Mean_Reversion_Pro,XRPUSDT,1h,10000,8960.04,-1039.96,-10.4,-10.4,-10.4,32,5,27,15.62,0.72,3.27,-0.29,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",1h
371,Volume_Trend_Pro,XRPUSDT,4h,10000,8956.56,-1043.44,-10.43,-10.43,-10.43,54,10,44,18.52,0.89,5.65,-0.05,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
372,Trend_Volume,XRPUSDT,4h,10000,8956.56,-1043.44,-10.43,-10.43,-10.43,54,10,44,18.52,0.89,5.65,-0.05,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
373,EMA_Retracement,XRPUSDT,4h,10000,8936.78,-1063.22,-10.63,-10.63,-10.63,102,21,81,20.59,0.92,3.9,-0.03,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
374,EMA_Divergence,XRPUSDT,4h,10000,8936.78,-1063.22,-10.63,-10.63,-10.63,102,21,81,20.59,0.92,3.9,-0.03,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
375,Breakout_Confirmation,XRPUSDT,4h,10000,8927.8,-1072.2,-10.72,-10.72,-10.72,43,8,35,18.6,0.89,6.68,-0.06,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
376,Volume_All_Confirm,XRPUSDT,1h,10000,8903.01,-1096.99,-10.97,-10.97,-10.97,22,3,19,13.64,0.76,5.37,-0.41,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",1h
377,ADX_Volume_Break,XRPUSDT,4h,10000,8894.5,-1105.5,-11.06,-11.06,-11.06,41,8,33,19.51,0.88,6.53,-0.09,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
378,EMA_Breakout_ADX,XRPUSDT,4h,10000,8894.5,-1105.5,-11.06,-11.06,-11.06,41,8,33,19.51,0.88,6.53,-0.09,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
379,RSI_Stochastic_ADX,XRPUSDT,1h,10000,8859.5,-1140.5,-11.4,-11.4,-11.4,31,5,26,16.13,0.73,3.87,-0.32,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",1h
380,Volatility_Expansion,XRPUSDT,1h,10000,8809.67,-1190.33,-11.9,-11.9,-11.9,26,4,22,15.38,0.74,4.55,-0.4,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
381,Conservative_Growth,XRPUSDT,4h,10000,8803.72,-1196.28,-11.96,-11.96,-11.96,54,8,46,14.81,0.83,3.82,-0.16,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
382,BB_Recovery,XRPUSDT,4h,10000,8800.42,-1199.58,-12.0,-12.0,-12.0,72,16,56,22.22,0.89,4.05,-0.09,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
383,BB_Stochastic_MACD_ADX,XRPUSDT,4h,10000,8775.01,-1224.99,-12.25,-12.25,-12.25,47,9,38,19.15,0.86,5.26,-0.15,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
384,Scalp_Trade,XRPUSDT,1h,10000,8771.89,-1228.11,-12.28,-12.28,-12.28,41,6,35,14.63,0.6,1.88,-0.3,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.004, TP:0.025, TS:0.004",1h
385,Breakout_Thermo,XRPUSDT,4h,10000,8756.99,-1243.01,-12.43,-12.43,-12.43,45,9,36,20.0,0.87,6.2,-0.12,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
386,BB_VWAP_ADX,XRPUSDT,4h,10000,8738.59,-1261.41,-12.61,-12.61,-12.61,49,9,40,18.37,0.86,5.49,-0.13,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
387,RSI_Stochastic_ADX,XRPUSDT,4h,10000,8681.17,-1318.83,-13.19,-13.19,-13.19,50,10,40,20.0,0.85,5.09,-0.16,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
388,Supertrend_Multi_Entry,XRPUSDT,4h,10000,8679.42,-1320.58,-13.21,-13.21,-13.21,46,9,37,19.57,0.86,6.13,-0.13,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
389,Volume_EMA_ADX,XRPUSDT,4h,10000,8661.95,-1338.05,-13.38,-13.38,-13.38,48,9,39,18.75,0.84,5.32,-0.17,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
390,Aggressive_Growth,XRPUSDT,1h,10000,8659.42,-1340.58,-13.41,-13.41,-13.41,23,3,20,13.04,0.71,5.28,-0.51,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",1h
391,Breakout_Multi_Signal,XRPUSDT,1h,10000,8622.42,-1377.58,-13.78,-13.78,-13.78,16,2,14,12.5,0.59,5.0,-0.84,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",1h
392,MACD_VWAP_Supertrend,XRPUSDT,4h,10000,8616.79,-1383.21,-13.83,-13.83,-13.83,51,10,41,19.61,0.85,5.74,-0.14,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
393,RSI_Bullish_Divergence,XRPUSDT,4h,10000,8605.12,-1394.88,-13.95,-13.95,-13.95,74,16,58,21.62,0.86,4.0,-0.12,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
394,RSI_Divergence_Pro,XRPUSDT,4h,10000,8605.12,-1394.88,-13.95,-13.95,-13.95,74,16,58,21.62,0.86,4.0,-0.12,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
395,RSI_BB_Combo,XRPUSDT,4h,10000,8605.12,-1394.88,-13.95,-13.95,-13.95,74,16,58,21.62,0.86,4.0,-0.12,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
396,MACD_Breakout,XRPUSDT,4h,10000,8546.0,-1454.0,-14.54,-14.54,-14.54,33,6,27,18.18,0.82,6.45,-0.29,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
397,Breakout_Cluster,XRPUSDT,1h,10000,8480.37,-1519.63,-15.2,-15.2,-15.2,17,2,15,11.76,0.52,4.19,-0.92,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
398,High_Momentum_Entry,XRPUSDT,4h,10000,8458.3,-1541.7,-15.42,-15.42,-15.42,11,1,10,9.09,0.43,5.0,-1.46,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
399,Breakout_ADX_Pro,XRPUSDT,4h,10000,8458.3,-1541.7,-15.42,-15.42,-15.42,11,1,10,9.09,0.43,5.0,-1.46,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
400,EMA_Acceleration,XRPUSDT,4h,10000,8396.79,-1603.21,-16.03,-16.03,-16.03,57,10,47,17.54,0.84,5.53,-0.16,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
401,Breakout_Stochastic,XRPUSDT,4h,10000,8391.07,-1608.93,-16.09,-16.09,-16.09,53,10,43,18.87,0.85,6.51,-0.14,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
402,Volume_Stochastic_MACD_ADX,XRPUSDT,4h,10000,8338.46,-1661.54,-16.62,-16.62,-16.62,22,3,19,13.64,0.64,5.52,-0.71,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
403,Scalp_Trade,XRPUSDT,4h,10000,8330.11,-1669.89,-16.7,-16.7,-16.7,28,7,21,25.0,0.52,3.22,-0.61,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.004, TP:0.025, TS:0.004",4h
404,Aggressive_Entry,XRPUSDT,4h,10000,8275.72,-1724.28,-17.24,-17.24,-17.24,36,7,29,19.44,0.79,6.2,-0.36,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
405,RSI_BB_MACD_Stochastic,XRPUSDT,4h,10000,8243.15,-1756.85,-17.57,-17.57,-17.57,24,4,20,16.67,0.59,5.01,-0.71,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
406,Triple_Confirmation,XRPUSDT,4h,10000,8220.57,-1779.43,-17.79,-17.79,-17.79,93,18,75,19.35,0.85,3.58,-0.14,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
407,MACD_BB_Stochastic_ADX,XRPUSDT,4h,10000,8208.77,-1791.23,-17.91,-17.91,-17.91,19,3,16,15.79,0.56,5.69,-0.92,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
408,VWAP_Support_Level,XRPUSDT,4h,10000,8187.73,-1812.27,-18.12,-18.12,-18.12,62,13,49,20.97,0.81,4.2,-0.24,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
409,RSI_VWAP_Trade,XRPUSDT,4h,10000,8187.73,-1812.27,-18.12,-18.12,-18.12,62,13,49,20.97,0.81,4.2,-0.24,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
410,RSI_Bounce,XRPUSDT,4h,10000,8187.73,-1812.27,-18.12,-18.12,-18.12,62,13,49,20.97,0.81,4.2,-0.24,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
411,VWAP_Reversal,XRPUSDT,4h,10000,8187.73,-1812.27,-18.12,-18.12,-18.12,62,13,49,20.97,0.81,4.2,-0.24,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
412,BB_Squeeze_Pro,XRPUSDT,4h,10000,8187.73,-1812.27,-18.12,-18.12,-18.12,62,13,49,20.97,0.81,4.2,-0.24,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
413,Support_Bounce,XRPUSDT,4h,10000,8187.73,-1812.27,-18.12,-18.12,-18.12,62,13,49,20.97,0.81,4.2,-0.24,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
414,Volume_EMA_Stochastic_ADX,XRPUSDT,4h,10000,8171.84,-1828.16,-18.28,-18.28,-18.28,32,5,27,15.62,0.7,5.31,-0.51,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
415,EMA_Convergence,XRPUSDT,4h,10000,8158.46,-1841.54,-18.42,-18.42,-18.42,57,9,48,15.79,0.76,3.63,-0.29,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
416,Breakout_Momentum,XRPUSDT,4h,10000,8124.87,-1875.13,-18.75,-18.75,-18.75,40,7,33,17.5,0.79,6.65,-0.33,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
417,RSI_Extreme_Play,XRPUSDT,4h,10000,8098.19,-1901.81,-19.02,-19.02,-19.02,120,22,98,18.33,0.85,3.5,-0.11,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.005, TP:0.05, TS:0.005",4h
418,RSI_Stochastic_VWAP_ADX,XRPUSDT,4h,10000,8096.96,-1903.04,-19.03,-19.03,-19.03,8,0,8,0.0,0.0,1.08,-2.72,D,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
419,Trend_Acceleration,XRPUSDT,4h,10000,8057.82,-1942.18,-19.42,-19.42,-19.42,49,9,40,18.37,0.8,5.93,-0.28,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
420,Supertrend_BB_Entry,XRPUSDT,4h,10000,8037.83,-1962.17,-19.62,-19.62,-19.62,11,0,11,0.0,0.0,0.81,-2.05,D,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
421,RSI_BB_VWAP,XRPUSDT,4h,10000,7974.67,-2025.33,-20.25,-20.25,-20.25,57,11,46,19.3,0.78,4.54,-0.3,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
422,Trend_Channel_Bounce,XRPUSDT,4h,10000,7970.97,-2029.03,-20.29,-20.29,-20.29,80,14,66,17.5,0.82,4.17,-0.2,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
423,MACD_VWAP_Breakout,XRPUSDT,1h,10000,7943.37,-2056.63,-20.57,-20.57,-20.57,20,2,18,10.0,0.44,3.89,-1.12,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
424,Breakout_VWAP,XRPUSDT,1h,10000,7943.37,-2056.63,-20.57,-20.57,-20.57,20,2,18,10.0,0.44,3.89,-1.12,C,Inactive,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
425,BB_Stochastic_VWAP,XRPUSDT,4h,10000,7926.47,-2073.53,-20.74,-20.74,-20.74,24,4,20,16.67,0.54,5.11,-0.87,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
426,EMA_BB_Stochastic,XRPUSDT,4h,10000,7926.47,-2073.53,-20.74,-20.74,-20.74,24,4,20,16.67,0.54,5.11,-0.87,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
427,Breakout_Momentum,XRPUSDT,4h,10000,7925.17,-2074.83,-20.75,-20.75,-20.75,41,7,34,17.07,0.77,6.57,-0.38,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
428,BB_EMA_VWAP,XRPUSDT,4h,10000,7922.46,-2077.54,-20.78,-20.78,-20.78,43,6,37,13.95,0.68,4.04,-0.47,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
429,Breakout_EMA_ADX_VWAP,XRPUSDT,4h,10000,7919.58,-2080.42,-20.8,-20.8,-20.8,12,1,11,8.33,0.35,4.98,-1.9,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
430,VWAP_BB_Stochastic_EMA,XRPUSDT,4h,10000,7834.59,-2165.41,-21.65,-21.65,-21.65,19,3,16,15.79,0.49,5.76,-1.17,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
431,MACD_VWAP_Breakout,XRPUSDT,4h,10000,7815.97,-2184.03,-21.84,-21.84,-21.84,9,0,9,0.0,0.0,1.03,-2.82,D,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
432,Breakout_VWAP,XRPUSDT,4h,10000,7815.97,-2184.03,-21.84,-21.84,-21.84,9,0,9,0.0,0.0,1.03,-2.82,D,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
433,ADX_Stochastic_VWAP,XRPUSDT,4h,10000,7759.42,-2240.58,-22.41,-22.41,-22.41,15,2,13,13.33,0.39,5.58,-1.6,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
434,VWAP_Momentum,XRPUSDT,4h,10000,7752.56,-2247.44,-22.47,-22.47,-22.47,51,7,44,13.73,0.7,4.33,-0.42,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
435,Volatility_Expansion,XRPUSDT,4h,10000,7745.39,-2254.61,-22.55,-22.55,-22.55,56,11,45,19.64,0.8,5.53,-0.32,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
436,RSI_Extreme_Reversal,XRPUSDT,4h,10000,7727.25,-2272.75,-22.73,-22.73,-22.73,28,4,24,14.29,0.42,3.58,-0.88,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.005, TP:0.05, TS:0.005",4h
437,Supertrend_Volume_ADX,XRPUSDT,4h,10000,7725.93,-2274.07,-22.74,-22.74,-22.74,50,9,41,18.0,0.77,5.94,-0.36,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
438,RSI_Stochastic_Pro,XRPUSDT,4h,10000,7718.28,-2281.72,-22.82,-22.82,-22.82,26,5,21,19.23,0.51,4.26,-0.94,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
439,EMA_Rainbow_Stack,XRPUSDT,4h,10000,7711.28,-2288.72,-22.89,-22.89,-22.89,47,6,41,12.77,0.65,3.74,-0.5,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
440,VWAP_ADX_Strength,XRPUSDT,4h,10000,7708.2,-2291.8,-22.92,-22.92,-22.92,42,6,36,14.29,0.69,4.98,-0.52,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
