Rank,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,roi,ROI/annum,ROI_per_annum_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Performance_Grade,Deployment_Status,Data_Source,Time_period_checked,Time_start,time_end,fees_exchnage,Parameters,Candle_Period
533,Channel_Trend_Follow,XRPUSDT,4h,10000,5311.75,-4688.25,-46.88,-46.88,-46.88,80,12,68,15.0,0.61,5.06,-0.69,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
534,ADX_Breakout,XRPUSDT,4h,10000,5311.75,-4688.25,-46.88,-46.88,-46.88,80,12,68,15.0,0.61,5.06,-0.69,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
535,ADX_Trend_Strength,XRPUSDT,4h,10000,5297.62,-4702.38,-47.02,-47.02,-47.02,96,15,81,15.62,0.64,4.7,-0.57,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
536,VWAP_Trend_Strength,XRPUSDT,4h,10000,5295.98,-4704.02,-47.04,-47.04,-47.04,82,13,69,15.85,0.63,4.98,-0.68,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
537,VWAP_Trend_Follow,XRPUSDT,4h,10000,5294.9,-4705.1,-47.05,-47.05,-47.05,98,15,83,15.31,0.64,4.64,-0.56,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
538,MACD_BB_Strategy,XRPUSDT,4h,10000,5243.82,-4756.18,-47.56,-47.56,-47.56,100,16,84,16.0,0.64,4.72,-0.56,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
539,Supertrend_ADX,XRPUSDT,4h,10000,5243.82,-4756.18,-47.56,-47.56,-47.56,100,16,84,16.0,0.64,4.72,-0.56,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
540,MACD_Confirmation,XRPUSDT,4h,10000,5243.82,-4756.18,-47.56,-47.56,-47.56,100,16,84,16.0,0.64,4.72,-0.56,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
541,Stochastic_MACD,XRPUSDT,4h,10000,5243.82,-4756.18,-47.56,-47.56,-47.56,100,16,84,16.0,0.64,4.72,-0.56,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
542,Supertrend_VWAP_Combo,XRPUSDT,4h,10000,5243.82,-4756.18,-47.56,-47.56,-47.56,100,16,84,16.0,0.64,4.72,-0.56,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
543,ADX_Strength_Entry,XRPUSDT,4h,10000,5243.82,-4756.18,-47.56,-47.56,-47.56,100,16,84,16.0,0.64,4.72,-0.56,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
544,MACD_Supertrend,XRPUSDT,4h,10000,5243.82,-4756.18,-47.56,-47.56,-47.56,100,16,84,16.0,0.64,4.72,-0.56,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
545,EMA_Cross_Trend,XRPUSDT,4h,10000,5243.82,-4756.18,-47.56,-47.56,-47.56,100,16,84,16.0,0.64,4.72,-0.56,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
546,Supertrend_Cluster_Pro,XRPUSDT,4h,10000,5243.82,-4756.18,-47.56,-47.56,-47.56,100,16,84,16.0,0.64,4.72,-0.56,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
547,MACD_ADX_Combo,XRPUSDT,4h,10000,5229.1,-4770.9,-47.71,-47.71,-47.71,82,13,69,15.85,0.62,4.99,-0.7,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
548,MACD_Trend_Follow,XRPUSDT,4h,10000,5229.1,-4770.9,-47.71,-47.71,-47.71,82,13,69,15.85,0.62,4.99,-0.7,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
549,MACD_Supertrend_ADX,XRPUSDT,4h,10000,5229.1,-4770.9,-47.71,-47.71,-47.71,82,13,69,15.85,0.62,4.99,-0.7,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
550,Stochastic_Trend,XRPUSDT,4h,10000,5218.07,-4781.93,-47.82,-47.82,-47.82,95,15,80,15.79,0.63,4.78,-0.59,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
551,ADX_Stochastic_Trade,XRPUSDT,4h,10000,5218.07,-4781.93,-47.82,-47.82,-47.82,95,15,80,15.79,0.63,4.78,-0.59,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
552,VWAP_EMA_Strength,XRPUSDT,4h,10000,5216.92,-4783.08,-47.83,-47.83,-47.83,81,12,69,14.81,0.6,5.03,-0.71,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
553,Supertrend_Cluster,XRPUSDT,4h,10000,5216.92,-4783.08,-47.83,-47.83,-47.83,81,12,69,14.81,0.6,5.03,-0.71,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
554,RSI_Trend_Trade,XRPUSDT,4h,10000,5180.73,-4819.27,-48.19,-48.19,-48.19,97,15,82,15.46,0.63,4.52,-0.6,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
555,VWAP_ADX_Trade,XRPUSDT,4h,10000,5075.04,-4924.96,-49.25,-49.25,-49.25,82,13,69,15.85,0.61,5.01,-0.73,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
556,Stochastic_Momentum,XRPUSDT,4h,10000,5046.96,-4953.04,-49.53,-49.53,-49.53,109,17,92,15.6,0.63,4.25,-0.56,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
557,Stochastic_Pro,XRPUSDT,4h,10000,4948.65,-5051.35,-50.51,-50.51,-50.51,98,15,83,15.31,0.57,4.08,-0.66,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
558,Breakout_ADX,XRPUSDT,4h,10000,4854.53,-5145.47,-51.45,-51.45,-51.45,63,8,55,12.7,0.53,5.92,-1.02,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
559,High_Profit_Trade,XRPUSDT,4h,10000,4813.16,-5186.84,-51.87,-51.87,-51.87,25,1,24,4.0,0.15,3.84,-2.95,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.025, TP:0.15, TS:0.025",4h
560,Supertrend_Cluster,XRPUSDT,4h,10000,4711.56,-5288.44,-52.88,-52.88,-52.88,114,17,97,14.91,0.6,4.14,-0.59,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
561,Supertrend_Momentum,XRPUSDT,4h,10000,4711.56,-5288.44,-52.88,-52.88,-52.88,114,17,97,14.91,0.6,4.14,-0.59,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
562,VWAP_Cluster,XRPUSDT,4h,10000,4711.56,-5288.44,-52.88,-52.88,-52.88,114,17,97,14.91,0.6,4.14,-0.59,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
563,MACD_Histogram_Pro,XRPUSDT,4h,10000,4711.56,-5288.44,-52.88,-52.88,-52.88,114,17,97,14.91,0.6,4.14,-0.59,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
564,Supertrend_Pro,XRPUSDT,4h,10000,4711.56,-5288.44,-52.88,-52.88,-52.88,114,17,97,14.91,0.6,4.14,-0.59,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
565,RSI_MACD_Combo,XRPUSDT,4h,10000,4711.56,-5288.44,-52.88,-52.88,-52.88,114,17,97,14.91,0.6,4.14,-0.59,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
566,Dual_Confirmation,XRPUSDT,4h,10000,4711.56,-5288.44,-52.88,-52.88,-52.88,114,17,97,14.91,0.6,4.14,-0.59,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
567,Supertrend_Reversal_Pro,XRPUSDT,4h,10000,4711.56,-5288.44,-52.88,-52.88,-52.88,114,17,97,14.91,0.6,4.14,-0.59,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
568,MACD_Zero_Cross,XRPUSDT,4h,10000,4711.56,-5288.44,-52.88,-52.88,-52.88,114,17,97,14.91,0.6,4.14,-0.59,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
569,MACD_Supertrend_Combo,XRPUSDT,4h,10000,4711.56,-5288.44,-52.88,-52.88,-52.88,114,17,97,14.91,0.6,4.14,-0.59,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
570,Supertrend_RSI,XRPUSDT,4h,10000,4711.56,-5288.44,-52.88,-52.88,-52.88,114,17,97,14.91,0.6,4.14,-0.59,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
571,Mega_Confirmation,XRPUSDT,4h,10000,4662.37,-5337.63,-53.38,-53.38,-53.38,26,1,25,3.85,0.15,3.76,-2.96,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.025, TP:0.15, TS:0.025",4h
572,Moderate_Strategy,XRPUSDT,4h,10000,4410.1,-5589.9,-55.9,-55.9,-55.9,96,15,81,15.62,0.57,4.35,-0.79,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.07, TS:0.012",4h
