Rank,name,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,ROI_per_annum,ROI_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Gross_DD_Percent,Net_DD_Percent,Capital_At_Net_DD,Performance_Grade,Deployment_Status,Score,Data_Source,Time_Period,Time_Start,Time_End,Fees_Exchange,Candle_Period,Parameters
65,Triple_Confirmation,"EMA_Cross, MACD_Cross, RSI_Oversold",SOLUSDT,4h,10000,30789.92,20789.92,22.22,207.9,1089,389,700,35.72,1.02,2.0,0.4099,82.45,6.31,9368.6,B,Active,104.06,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=3.0%"
66,EMA_Cloud_Strength,"EMA_Cross, Trend_MA50, ADX_Trend",ADAUSDT,4h,10000,33890.1,23890.1,21.69,238.9,585,128,457,21.88,1.02,1.82,0.5925,75.88,0.12,9987.63,B,Active,112.37,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=2.0%"
67,Volume_Profile_Breakout,"Volume_Spike, Breakout_20, ADX_Trend",LTCUSDT,4h,10000,33748.74,23748.74,21.61,237.49,939,405,534,43.13,1.04,2.02,0.4254,80.05,16.99,8300.68,B,Active,118.36,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
68,Momentum_Burst,"EMA_Cross, Volume_Spike, MACD_Cross",ETHUSDT,4h,10000,31226.64,21226.64,20.1,212.27,838,306,532,36.52,1.05,2.05,0.355,63.73,0.9,9910.32,B,Active,106.33,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=3.0%"
69,Momentum_Burst,"EMA_Cross, Volume_Spike, MACD_Cross",BTCUSDT,4h,10000,30551.9,20551.9,19.68,205.52,762,275,487,36.09,1.08,2.19,0.3332,60.11,1.92,9807.95,B,Active,103.86,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=3.0%"
70,Breakout_Momentum,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",BTCUSDT,4h,10000,29787.19,19787.19,19.19,197.87,308,55,253,17.86,1.12,1.7,0.7122,80.1,4.59,9541.2,B,Active,95.67,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.0%"
71,Breakout_Hunter,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",BTCUSDT,4h,10000,29216.2,19216.2,18.82,192.16,375,126,249,33.6,1.1,1.81,0.5834,61.96,26.58,7341.78,B,Active,97.91,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=8.0%, TS=2.5%"
72,Volatility_Expansion,"BB_Lower, Volume_Spike, Breakout_20",ADAUSDT,4h,10000,28874.28,18874.28,18.59,188.74,1243,606,637,48.75,1.04,2.79,0.2298,70.19,1.71,9829.27,B,Active,100.51,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=4.0%, TS=2.0%"
73,Trend_Acceleration,"EMA_Cross, ADX_Trend, Volume_Spike, Trend_MA50",LINKUSDT,4h,10000,28733.16,18733.16,18.5,187.33,1425,472,953,33.12,1.02,2.24,0.2903,59.86,1.91,9808.94,B,Active,95.07,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=5.0%, TS=2.0%"
74,Stochastic_Cross_Pro,"Stochastic, MACD_Cross, Trend_MA50",BTCUSDT,4h,10000,28172.48,18172.48,18.13,181.72,1098,382,716,34.79,1.05,2.37,0.2561,67.12,0.83,9917.48,B,Active,93.68,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=1.5%"
75,Breakout_Momentum,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",XRPUSDT,4h,10000,28100.09,18100.09,18.08,181.0,433,75,358,17.32,1.06,1.64,0.6438,83.32,0.0,10000.0,B,Active,88.15,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.0%"
76,Volume_Breakout_Pro,"Volume_Spike, Breakout_20, VWAP",ETHUSDT,4h,10000,28049.2,18049.2,18.04,180.49,522,144,378,27.59,1.02,1.69,0.6028,84.03,0.9,9910.32,B,Active,90.67,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=2.5%"
77,Triple_Confirmation,"EMA_Cross, MACD_Cross, RSI_Oversold",LINKUSDT,4h,10000,27933.65,17933.65,17.96,179.34,1086,409,677,37.66,1.01,1.99,0.3513,88.76,0.33,9967.21,B,Active,93.13,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=3.0%"
78,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",BTCUSDT,4h,10000,27615.55,17615.55,17.75,176.16,392,111,281,28.32,1.09,1.75,0.5368,59.4,1.92,9807.95,B,Active,89.81,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=2.0%"
79,Golden_Cross_Pro,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",BTCUSDT,4h,10000,26268.1,16268.1,16.8,162.68,622,233,389,37.46,1.05,2.0,0.3559,72.1,1.92,9807.95,B,Active,86.83,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=5.0%, TS=2.5%"
80,Volume_Surge_Entry,"Volume_Spike, EMA_Cross, RSI_Oversold",LINKUSDT,4h,10000,25127.63,15127.63,15.97,151.28,1100,415,685,37.73,1.01,1.93,0.3494,84.18,0.33,9967.21,B,Active,81.94,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=3.0%"
81,Golden_Cross_Pro,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",BNBUSDT,4h,10000,25017.38,15017.38,15.89,150.17,777,299,478,38.48,1.04,1.89,0.3461,79.38,1.54,9846.04,B,Active,82.01,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=5.0%, TS=2.5%"
82,Stochastic_Cross_Pro,"Stochastic, MACD_Cross, Trend_MA50",ETHUSDT,4h,10000,24324.4,14324.4,15.37,143.24,1190,391,799,32.86,1.02,2.07,0.2667,80.36,0.0,10000.0,B,Active,77.39,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=1.5%"
83,Triple_Confirmation,"EMA_Cross, MACD_Cross, RSI_Oversold",BTCUSDT,4h,10000,23975.47,13975.47,15.1,139.75,906,341,565,37.64,1.07,2.08,0.2694,71.57,1.92,9807.95,B,Active,77.88,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=3.0%"
84,Trend_Acceleration,"EMA_Cross, ADX_Trend, Volume_Spike, Trend_MA50",AVAXUSDT,4h,10000,21347.11,11347.11,14.81,113.47,1335,429,906,32.13,1.02,2.0,0.2829,80.73,51.66,4834.02,B,Active,65.27,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=1.5%, TP=5.0%, TS=2.0%"
85,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",ADAUSDT,4h,10000,21066.59,11066.59,12.73,110.67,626,139,487,22.2,1.02,1.6,0.4223,83.05,0.12,9987.63,B,Active,61.08,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=10.0%, TS=2.0%"
86,MACD_Divergence,"MACD_Cross, EMA_Cross, BB_Lower",BTCUSDT,4h,10000,20586.6,10586.6,12.31,105.87,829,338,491,40.77,1.05,1.86,0.2699,67.25,25.48,7451.5,B,Active,65.05,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
87,Volume_Surge_Entry,"Volume_Spike, EMA_Cross, RSI_Oversold",BTCUSDT,4h,10000,20382.16,10382.16,12.13,103.82,935,348,587,37.22,1.05,1.95,0.2475,66.59,5.03,9496.81,B,Active,63.21,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=3.0%"
88,Golden_Cross_Pro,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",AVAXUSDT,4h,10000,18572.1,8572.1,11.94,85.72,1085,408,677,37.6,1.01,1.79,0.315,74.35,59.22,4078.12,B,Active,55.7,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=2.5%, TP=5.0%, TS=2.5%"
89,EMA_Retracement,"EMA_Cross, BB_Lower, RSI_Oversold",BTCUSDT,4h,10000,19969.03,9969.03,11.77,99.69,908,381,527,41.96,1.05,1.89,0.2547,75.54,28.72,7128.22,B,Active,62.95,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=3.0%"
90,Volume_Breakout_Pro,"Volume_Spike, Breakout_20, VWAP",ADAUSDT,4h,10000,19891.47,9891.47,11.7,98.91,845,281,564,33.25,1.01,1.67,0.3927,90.8,0.04,9996.25,B,Active,59.64,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=2.5%"
91,EMA_Retracement,"EMA_Cross, BB_Lower, RSI_Oversold",LINKUSDT,4h,10000,19396.33,9396.33,11.24,93.96,1161,477,684,41.09,1.0,1.83,0.3172,92.9,0.33,9967.21,B,Active,59.96,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=3.0%"
92,Momentum_Burst,"EMA_Cross, Volume_Spike, MACD_Cross",AVAXUSDT,4h,10000,17877.81,7877.81,11.16,78.78,914,289,625,31.62,1.04,1.64,0.3647,78.43,68.38,3161.66,B,Active,51.39,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=3.0%"
93,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",XRPUSDT,4h,10000,19285.77,9285.77,11.14,92.86,604,139,465,23.01,1.02,1.51,0.4688,82.38,9.4,9060.38,B,Active,54.25,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=2.0%"
94,Golden_Cross_Pro,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",LINKUSDT,4h,10000,18683.83,8683.83,10.58,86.84,1139,436,703,38.28,1.01,1.84,0.2909,77.54,0.33,9967.21,B,Active,56.31,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=5.0%, TS=2.5%"
95,Volatility_Expansion,"BB_Lower, Volume_Spike, Breakout_20",SOLUSDT,4h,10000,17482.48,7482.48,10.48,74.82,1149,546,603,47.52,1.04,2.04,0.205,72.93,28.2,7180.35,B,Active,54.57,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=1.0%, TP=4.0%, TS=2.0%"
96,Trend_Line_Break,"Breakout_20, Supertrend, ADX_Trend",SOLUSDT,4h,10000,17457.81,7457.81,10.45,74.58,1143,328,815,28.7,1.01,1.86,0.4298,93.96,60.33,3967.36,B,Active,48.53,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=5.0%, TP=10.0%, TS=2.5%"
97,Trend_Line_Break,"Breakout_20, Supertrend, ADX_Trend",BNBUSDT,4h,10000,18469.81,8469.81,10.37,84.7,653,195,458,29.86,1.02,1.56,0.4742,90.19,34.06,6593.72,B,Active,53.01,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=10.0%, TS=2.5%"
98,Trend_Line_Break,"Breakout_20, Supertrend, ADX_Trend",ETHUSDT,4h,10000,18116.63,8116.63,10.03,81.17,694,207,487,29.83,1.01,1.58,0.449,88.27,24.25,7575.26,B,Active,51.5,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=10.0%, TS=2.5%"
99,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",ADAUSDT,4h,10000,17852.8,7852.8,9.77,78.53,669,152,517,22.72,1.01,1.51,0.4413,90.23,0.12,9987.63,B,Active,48.3,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=2.0%"
100,Breakout_Hunter,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",XRPUSDT,4h,10000,17333.67,7333.67,9.25,73.34,497,153,344,30.78,1.04,1.4,0.4396,73.63,36.74,6326.4,B,Active,48.97,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=8.0%, TS=2.5%"
101,Volume_Weighted_Entry,"Volume_Spike, VWAP, EMA_Cross",BNBUSDT,4h,10000,17039.15,7039.15,8.95,70.39,467,111,356,23.77,1.02,1.4,0.5913,90.1,1.54,9846.04,B,Active,45.45,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=2.5%"
102,EMA_Cloud_Strength,"EMA_Cross, Trend_MA50, ADX_Trend",XRPUSDT,4h,10000,16149.19,6149.19,8.01,61.49,537,114,423,21.23,1.02,1.37,0.4726,82.31,0.55,9945.49,B,Active,41.13,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=2.0%"
103,EMA_Rainbow_Stack,"EMA_Cross, Trend_MA50, ADX_Trend, VWAP",ADAUSDT,4h,10000,16095.03,6095.03,7.95,60.95,731,210,521,28.73,1.0,1.54,0.444,96.42,0.12,9987.63,B,Active,43.03,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=10.0%, TS=3.0%"
104,Stochastic_Cross_Pro,"Stochastic, MACD_Cross, Trend_MA50",LINKUSDT,4h,10000,15908.94,5908.94,7.75,59.09,1415,461,954,32.58,1.01,1.84,0.2551,77.63,1.43,9857.24,B,Active,43.5,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=1.5%"
105,Breakout_Hunter,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",DOTUSDT,4h,10000,14919.69,4919.69,7.43,49.2,528,164,364,31.06,1.02,1.32,0.3831,78.61,32.78,6721.51,B,Active,39.18,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=3.0%, TP=8.0%, TS=2.5%"
106,Volume_Surge_Entry,"Volume_Spike, EMA_Cross, RSI_Oversold",XRPUSDT,4h,10000,15234.44,5234.44,7.01,52.34,1031,395,636,38.31,1.02,1.62,0.3043,84.11,29.86,7014.48,B,Active,42.59,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=3.0%"
107,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",DOTUSDT,4h,10000,14228.81,4228.81,6.52,42.29,554,135,419,24.37,1.01,1.3,0.4159,80.97,11.5,8849.92,B,Active,34.32,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=2.0%"
108,EMA_Cloud_Strength,"EMA_Cross, Trend_MA50, ADX_Trend",DOTUSDT,4h,10000,13628.51,3628.51,5.7,36.29,472,111,361,23.52,1.01,1.22,0.4398,77.89,9.59,9041.1,B,Active,31.68,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=2.0%"
109,EMA_Retracement,"EMA_Cross, BB_Lower, RSI_Oversold",AVAXUSDT,4h,10000,13517.56,3517.56,5.64,35.18,1120,448,672,40.0,1.01,1.63,0.3176,82.82,60.51,3948.7,B,Active,36.16,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=3.0%"
110,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",DOTUSDT,4h,10000,13331.6,3331.6,5.28,33.32,437,100,337,22.88,1.02,1.16,0.3577,84.97,34.76,6523.68,B,Active,30.39,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=1.5%, TP=10.0%, TS=2.0%"
111,EMA_Retracement,"EMA_Cross, BB_Lower, RSI_Oversold",SOLUSDT,4h,10000,12918.7,2918.7,4.68,29.19,1140,446,694,39.12,1.0,1.62,0.3246,93.13,33.13,6687.33,B,Active,33.44,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=3.0%"
112,Volume_Weighted_Entry,"Volume_Spike, VWAP, EMA_Cross",ADAUSDT,4h,10000,12986.53,2986.53,4.29,29.87,807,208,599,25.77,1.0,1.46,0.3909,93.14,0.12,9987.63,B,Active,29.7,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=2.5%"
113,Volume_Breakout_Pro,"Volume_Spike, Breakout_20, VWAP",DOTUSDT,4h,10000,12537.0,2537.0,4.13,25.37,811,302,509,37.24,1.01,1.37,0.2767,84.31,31.53,6847.28,B,Active,31.45,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=2.5%"
114,Breakout_Momentum,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",DOTUSDT,4h,10000,12302.4,2302.4,3.78,23.02,482,79,403,16.39,1.01,1.15,0.4011,81.43,42.41,5759.29,B,Active,24.26,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.0%"
115,Breakout_Hunter,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",LINKUSDT,4h,10000,12492.2,2492.2,3.64,24.92,622,198,424,31.83,1.01,1.29,0.3584,76.76,0.0,10000.0,B,Active,29.58,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=8.0%, TS=2.5%"
116,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",XRPUSDT,4h,10000,12298.09,2298.09,3.38,22.98,618,132,486,21.36,1.0,1.25,0.3383,91.19,1.88,9811.89,B,Active,25.64,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=10.0%, TS=2.0%"
117,EMA_Cloud_Strength,"EMA_Cross, Trend_MA50, ADX_Trend",AVAXUSDT,4h,10000,11863.68,1863.68,3.16,18.64,584,124,460,21.23,1.01,1.27,0.443,81.76,69.78,3022.21,B,Active,23.93,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=2.0%"
118,Volatility_Expansion,"BB_Lower, Volume_Spike, Breakout_20",LINKUSDT,4h,10000,12101.33,2101.33,3.12,21.01,1236,590,646,47.73,1.01,1.88,0.1576,58.97,6.43,9356.72,B,Active,32.83,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=4.0%, TS=2.0%"
119,Conservative_Growth,"EMA_Cross, ADX_Trend, Trend_MA50, VWAP",ADAUSDT,4h,10000,11752.21,1752.21,2.63,17.52,808,217,591,26.86,1.0,1.42,0.3704,96.54,0.12,9987.63,B,Active,25.07,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=10.0%, TS=2.5%"
120,Volume_Surge_Entry,"Volume_Spike, EMA_Cross, RSI_Oversold",ETHUSDT,4h,10000,11594.51,1594.51,2.41,15.95,1016,382,634,37.6,1.0,1.46,0.214,79.42,0.9,9910.32,B,Active,27.7,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=3.0%"
121,Volume_Breakout_Pro,"Volume_Spike, Breakout_20, VWAP",BNBUSDT,4h,10000,11573.73,1573.73,2.38,15.74,464,107,357,23.06,1.01,1.18,0.4926,90.1,28.01,7199.13,B,Active,23.27,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=2.5%"
122,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",LTCUSDT,4h,10000,11380.13,1380.13,2.1,13.8,415,103,312,24.82,1.01,1.01,0.3095,76.84,2.51,9749.37,B,Active,23.03,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=10.0%, TS=2.0%"
123,Triple_Confirmation,"EMA_Cross, MACD_Cross, RSI_Oversold",XRPUSDT,4h,10000,11272.97,1272.97,1.95,12.73,1036,390,646,37.64,1.0,1.46,0.2687,87.86,51.24,4875.81,B,Active,26.43,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=3.0%"
124,Triple_Confirmation,"EMA_Cross, MACD_Cross, RSI_Oversold",AVAXUSDT,4h,10000,11025.24,1025.24,1.79,10.25,1083,395,688,36.47,1.01,1.5,0.2921,87.24,70.11,2988.75,B,Active,25.1,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=3.0%"
125,Momentum_Burst,"EMA_Cross, Volume_Spike, MACD_Cross",XRPUSDT,4h,10000,10932.57,932.57,1.44,9.33,930,317,613,34.09,1.0,1.37,0.2724,86.47,26.16,7383.87,C,Monitor,23.99,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=3.0%"
126,Volume_Profile_Breakout,"Volume_Spike, Breakout_20, ADX_Trend",XRPUSDT,4h,10000,10022.68,22.68,0.04,0.23,926,371,555,40.06,1.0,1.4,0.331,82.09,41.03,5896.64,C,Monitor,22.11,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
127,Momentum_Burst,"EMA_Cross, Volume_Spike, MACD_Cross",DOTUSDT,4h,10000,9763.51,-236.49,-0.43,-2.36,866,279,587,32.22,1.0,1.25,0.2544,79.55,13.6,8639.64,D,Monitor,18.71,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=3.0%"
128,Breakout_Hunter,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",ADAUSDT,4h,10000,9694.53,-305.47,-0.5,-3.05,581,175,406,30.12,1.0,1.09,0.3106,83.14,18.72,8127.71,D,Monitor,17.81,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=8.0%, TS=2.5%"
129,EMA_Rainbow_Stack,"EMA_Cross, Trend_MA50, ADX_Trend, VWAP",DOTUSDT,4h,10000,9568.14,-431.86,-0.79,-4.32,587,178,409,30.32,1.0,1.14,0.3617,84.13,26.27,7373.25,D,Monitor,17.36,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=4.0%, TP=10.0%, TS=3.0%"
130,MACD_Divergence,"MACD_Cross, EMA_Cross, BB_Lower",ETHUSDT,4h,10000,9517.48,-482.52,-0.79,-4.83,928,403,525,43.43,1.0,1.26,0.2084,89.09,14.47,8553.08,D,Monitor,21.09,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
131,Volatility_Expansion,"BB_Lower, Volume_Spike, Breakout_20",XRPUSDT,4h,10000,9442.47,-557.53,-0.92,-5.58,1163,567,596,48.75,1.0,1.5,0.1444,79.14,29.64,7036.02,D,Monitor,22.36,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=4.0%, TS=2.0%"
132,Volume_Breakout_Pro,"Volume_Spike, Breakout_20, VWAP",LTCUSDT,4h,10000,8883.64,-1116.36,-1.89,-11.16,818,292,526,35.7,1.0,1.14,0.215,90.52,15.02,8497.99,D,Monitor,16.21,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=2.5%"
133,Triple_Confirmation,"EMA_Cross, MACD_Cross, RSI_Oversold",ETHUSDT,4h,10000,8856.44,-1143.56,-1.93,-11.44,991,373,618,37.64,1.0,1.25,0.1874,85.62,17.31,8268.51,D,Monitor,16.68,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=3.0%"
134,Conservative_Growth,"EMA_Cross, ADX_Trend, Trend_MA50, VWAP",DOTUSDT,4h,10000,8915.27,-1084.73,-2.03,-10.85,634,182,452,28.71,1.0,1.13,0.3322,82.7,29.45,7054.56,D,Monitor,14.24,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=5.0%, TP=10.0%, TS=2.5%"
135,Breakout_Hunter,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",LTCUSDT,4h,10000,8712.65,-1287.35,-2.19,-12.87,504,158,346,31.35,0.99,0.93,0.2714,72.63,22.18,7782.0,D,Monitor,14.19,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=8.0%, TS=2.5%"
136,Volume_Profile_Breakout,"Volume_Spike, Breakout_20, ADX_Trend",LINKUSDT,4h,10000,8692.36,-1307.64,-2.23,-13.08,1052,410,642,38.97,1.0,1.42,0.305,93.95,42.35,5765.08,D,Monitor,16.44,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
