Rank,name,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,ROI_per_annum,ROI_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Gross_DD_Percent,Net_DD_Percent,Capital_At_Net_DD,Performance_Grade,Deployment_Status,Score,Data_Source,Time_Period,Time_Start,Time_End,Fees_Exchange,Candle_Period,Parameters
137,Golden_Cross_Pro,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",ADAUSDT,4h,10000,8391.68,-1608.32,-2.78,-16.08,1050,381,669,36.29,1.0,1.31,0.2198,91.93,16.87,8312.71,D,Monitor,14.43,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=5.0%, TS=2.5%"
138,Breakout_Hunter,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",AVAXUSDT,4h,10000,8311.83,-1688.17,-3.31,-16.88,578,177,401,30.62,0.99,1.0,0.2906,70.13,34.72,6528.23,D,Monitor,12.35,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=3.0%, TP=8.0%, TS=2.5%"
139,Golden_Cross_Pro,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",DOTUSDT,4h,10000,8266.88,-1733.12,-3.35,-17.33,935,346,589,37.01,1.0,1.22,0.218,88.55,18.28,8172.47,D,Monitor,14.14,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=2.5%, TP=5.0%, TS=2.5%"
140,Stochastic_Cross_Pro,"Stochastic, MACD_Cross, Trend_MA50",ADAUSDT,4h,10000,7872.32,-2127.68,-3.77,-21.28,1419,436,983,30.73,1.0,1.46,0.1993,92.98,21.87,7813.19,D,Monitor,10.68,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=1.5%"
141,Triple_Confirmation,"EMA_Cross, MACD_Cross, RSI_Oversold",DOTUSDT,4h,10000,8048.37,-1951.63,-3.81,-19.52,1019,389,630,38.17,0.99,1.24,0.2176,88.64,25.8,7420.35,D,Monitor,13.59,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=3.0%"
142,Volume_Surge_Entry,"Volume_Spike, EMA_Cross, RSI_Oversold",AVAXUSDT,4h,10000,8038.99,-1961.01,-3.9,-19.61,1093,382,711,34.95,0.99,1.35,0.264,90.76,79.83,2016.74,D,Monitor,12.51,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=3.0%"
143,EMA_Rainbow_Stack,"EMA_Cross, Trend_MA50, ADX_Trend, VWAP",LINKUSDT,4h,10000,7678.54,-2321.46,-4.16,-23.21,824,252,572,30.58,1.0,1.27,0.3411,93.77,34.9,6509.81,D,Monitor,9.86,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=10.0%, TS=3.0%"
144,Breakout_Momentum,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",LTCUSDT,4h,10000,7433.59,-2566.41,-4.66,-25.66,450,75,375,16.67,0.99,0.79,0.2817,78.07,25.66,7433.59,D,Monitor,4.6,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.0%"
145,Volume_Weighted_Entry,"Volume_Spike, VWAP, EMA_Cross",DOTUSDT,4h,10000,7540.36,-2459.64,-4.93,-24.6,772,225,547,29.15,0.99,1.11,0.2809,85.06,37.01,6298.92,D,Monitor,8.81,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=2.5%"
146,Volume_Weighted_Entry,"Volume_Spike, VWAP, EMA_Cross",AVAXUSDT,4h,10000,7474.71,-2525.29,-5.16,-25.25,884,243,641,27.49,0.99,1.27,0.3343,85.42,66.59,3340.94,D,Monitor,8.05,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=2.5%"
147,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",LINKUSDT,4h,10000,6902.14,-3097.86,-5.79,-30.98,713,161,552,22.58,0.99,0.97,0.2366,89.64,30.98,6902.14,D,Monitor,4.32,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=10.0%, TS=2.0%"
148,Volume_Profile_Breakout,"Volume_Spike, Breakout_20, ADX_Trend",ADAUSDT,4h,10000,6757.8,-3242.2,-6.11,-32.42,1023,396,627,38.71,1.0,1.28,0.2817,96.87,46.06,5393.68,D,Monitor,8.61,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
149,Trend_Acceleration,"EMA_Cross, ADX_Trend, Volume_Spike, Trend_MA50",ADAUSDT,4h,10000,6696.49,-3303.51,-6.25,-33.04,1331,415,916,31.18,1.0,1.34,0.1815,93.66,39.4,6059.83,D,Monitor,6.09,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=5.0%, TS=2.0%"
150,Volume_Profile_Breakout,"Volume_Spike, Breakout_20, ADX_Trend",SOLUSDT,4h,10000,6651.19,-3348.81,-7.02,-33.49,1031,382,649,37.05,0.99,1.32,0.3066,88.59,72.33,2766.76,D,Monitor,7.58,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
151,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",AVAXUSDT,4h,10000,6678.26,-3321.74,-7.09,-33.22,506,115,391,22.73,0.98,0.75,0.2314,74.98,41.83,5817.34,D,Monitor,3.34,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=1.5%, TP=10.0%, TS=2.0%"
152,Volume_Surge_Entry,"Volume_Spike, EMA_Cross, RSI_Oversold",DOTUSDT,4h,10000,6230.53,-3769.47,-8.12,-37.69,1018,384,634,37.72,0.99,1.1,0.1945,85.07,42.31,5769.02,D,Monitor,6.09,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=3.0%"
153,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",AVAXUSDT,4h,10000,5959.57,-4040.43,-9.0,-40.4,662,140,522,21.15,0.97,0.97,0.3029,80.2,71.62,2837.86,D,Monitor,-0.09,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=2.0%"
154,Stochastic_Cross_Pro,"Stochastic, MACD_Cross, Trend_MA50",AVAXUSDT,4h,10000,5711.64,-4288.36,-9.7,-42.88,1393,431,962,30.94,0.99,1.3,0.1959,82.6,66.95,3304.68,D,Monitor,1.99,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=1.5%"
155,MACD_Divergence,"MACD_Cross, EMA_Cross, BB_Lower",DOTUSDT,4h,10000,5652.87,-4347.13,-9.71,-43.47,973,394,579,40.49,0.99,1.03,0.1936,94.51,43.47,5652.87,D,Monitor,4.67,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
156,Stochastic_Cross_Pro,"Stochastic, MACD_Cross, Trend_MA50",XRPUSDT,4h,10000,5141.24,-4858.76,-10.15,-48.59,1246,370,876,29.7,0.98,1.11,0.1669,89.19,49.97,5002.78,D,Monitor,-0.69,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=1.5%"
157,EMA_Rainbow_Stack,"EMA_Cross, Trend_MA50, ADX_Trend, VWAP",LTCUSDT,4h,10000,5117.89,-4882.11,-10.21,-48.82,595,175,420,29.41,0.98,0.74,0.2199,90.41,48.82,5117.89,D,Monitor,-0.86,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=10.0%, TS=3.0%"
158,EMA_Rainbow_Stack,"EMA_Cross, Trend_MA50, ADX_Trend, VWAP",AVAXUSDT,4h,10000,5466.0,-4534.0,-10.42,-45.34,746,217,529,29.09,0.98,1.04,0.3006,79.19,61.92,3807.71,D,Monitor,0.42,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=4.0%, TP=10.0%, TS=3.0%"
159,Trend_Line_Break,"Breakout_20, Supertrend, ADX_Trend",XRPUSDT,4h,10000,4735.41,-5264.59,-11.33,-52.65,877,243,634,27.71,0.98,1.11,0.2948,91.45,59.95,4004.66,D,Monitor,-2.9,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=10.0%, TS=2.5%"
160,Volatility_Expansion,"BB_Lower, Volume_Spike, Breakout_20",BNBUSDT,4h,10000,4493.42,-5506.58,-12.07,-55.07,1139,541,598,47.5,0.89,0.76,0.0525,70.5,70.31,2968.97,D,Monitor,1.08,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=4.0%, TS=2.0%"
161,MACD_Divergence,"MACD_Cross, EMA_Cross, BB_Lower",XRPUSDT,4h,10000,4492.67,-5507.33,-12.08,-55.07,1040,433,607,41.63,0.97,0.96,0.1779,89.33,67.77,3222.86,D,Monitor,0.18,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
162,Volume_Weighted_Entry,"Volume_Spike, VWAP, EMA_Cross",LINKUSDT,4h,10000,4403.26,-5596.74,-12.36,-55.97,882,232,650,26.3,0.99,1.07,0.2917,96.39,57.26,4273.75,D,Monitor,-4.57,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=2.5%"
163,Volume_Weighted_Entry,"Volume_Spike, VWAP, EMA_Cross",LTCUSDT,4h,10000,4403.93,-5596.07,-12.36,-55.96,777,214,563,27.54,0.98,0.77,0.1829,94.31,57.34,4265.59,D,Monitor,-4.29,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=2.5%"
164,Trend_Acceleration,"EMA_Cross, ADX_Trend, Volume_Spike, Trend_MA50",DOTUSDT,4h,10000,4749.6,-5250.4,-12.48,-52.5,1160,362,798,31.21,0.98,0.99,0.1423,86.47,54.04,4596.36,D,Monitor,-1.82,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=1.5%, TP=5.0%, TS=2.0%"
165,Stochastic_Cross_Pro,"Stochastic, MACD_Cross, Trend_MA50",DOTUSDT,4h,10000,4692.54,-5307.46,-12.67,-53.07,1265,411,854,32.49,0.98,1.05,0.1478,87.45,55.55,4444.52,D,Monitor,-1.67,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=1.5%"
166,Momentum_Burst,"EMA_Cross, Volume_Spike, MACD_Cross",LTCUSDT,4h,10000,4167.03,-5832.97,-13.13,-58.33,894,292,602,32.66,0.97,0.71,0.1314,87.37,59.62,4037.84,D,Monitor,-3.83,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=3.0%"
167,Volatility_Expansion,"BB_Lower, Volume_Spike, Breakout_20",BTCUSDT,4h,10000,4156.15,-5843.85,-13.17,-58.44,1155,539,616,46.67,0.87,0.67,0.0371,63.45,60.91,3908.81,D,Monitor,-0.66,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=4.0%, TS=2.0%"
168,Conservative_Growth,"EMA_Cross, ADX_Trend, Trend_MA50, VWAP",LTCUSDT,4h,10000,3993.15,-6006.85,-13.73,-60.07,656,178,478,27.13,0.98,0.63,0.1678,92.56,60.07,3993.15,D,Monitor,-6.08,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=10.0%, TS=2.5%"
169,EMA_Rainbow_Stack,"EMA_Cross, Trend_MA50, ADX_Trend, VWAP",XRPUSDT,4h,10000,3905.34,-6094.66,-14.03,-60.95,722,204,518,28.25,0.98,0.84,0.2465,94.53,73.82,2618.31,D,Monitor,-6.11,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=10.0%, TS=3.0%"
170,EMA_Retracement,"EMA_Cross, BB_Lower, RSI_Oversold",XRPUSDT,4h,10000,3898.78,-6101.22,-14.06,-61.01,1078,460,618,42.67,0.97,0.94,0.1733,90.85,75.76,2423.55,D,Monitor,-1.95,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=3.0%"
171,Volume_Breakout_Pro,"Volume_Spike, Breakout_20, VWAP",LINKUSDT,4h,10000,3804.79,-6195.21,-14.39,-61.95,940,281,659,29.89,0.99,0.96,0.2262,97.0,68.12,3188.1,D,Monitor,-5.92,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=2.5%"
172,EMA_Cloud_Strength,"EMA_Cross, Trend_MA50, ADX_Trend",LTCUSDT,4h,10000,3615.44,-6384.56,-15.09,-63.85,515,116,399,22.52,0.96,0.39,0.126,87.96,63.85,3615.44,D,Monitor,-9.15,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=2.0%"
173,Conservative_Growth,"EMA_Cross, ADX_Trend, Trend_MA50, VWAP",LINKUSDT,4h,10000,3579.84,-6420.16,-15.23,-64.2,907,252,655,27.78,0.99,0.92,0.2228,95.59,65.54,3446.04,D,Monitor,-7.44,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=10.0%, TS=2.5%"
174,Volatility_Expansion,"BB_Lower, Volume_Spike, Breakout_20",DOTUSDT,4h,10000,3655.44,-6344.56,-16.49,-63.45,1061,490,571,46.18,0.9,0.46,0.0423,71.01,64.63,3537.47,D,Monitor,-2.48,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=1.0%, TP=4.0%, TS=2.0%"
175,Volatility_Expansion,"BB_Lower, Volume_Spike, Breakout_20",ETHUSDT,4h,10000,3219.61,-6780.39,-16.66,-67.8,1184,564,620,47.64,0.88,0.39,0.0277,82.49,77.98,2202.23,D,Monitor,-4.05,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=4.0%, TS=2.0%"
176,Volatility_Expansion,"BB_Lower, Volume_Spike, Breakout_20",AVAXUSDT,4h,10000,3570.08,-6429.92,-17.11,-64.3,1100,493,607,44.82,0.94,0.5,0.0474,84.68,68.34,3165.95,D,Monitor,-2.85,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=1.0%, TP=4.0%, TS=2.0%"
177,Conservative_Growth,"EMA_Cross, ADX_Trend, Trend_MA50, VWAP",XRPUSDT,4h,10000,3023.7,-6976.3,-17.5,-69.76,771,202,569,26.2,0.98,0.72,0.1969,95.4,75.88,2412.14,D,Monitor,-10.29,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=10.0%, TS=2.5%"
178,Volatility_Expansion,"BB_Lower, Volume_Spike, Breakout_20",LTCUSDT,4h,10000,3005.17,-6994.83,-17.58,-69.95,1159,548,611,47.28,0.88,0.3,0.0224,73.05,71.54,2845.72,D,Monitor,-4.97,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=4.0%, TS=2.0%"
179,Volume_Surge_Entry,"Volume_Spike, EMA_Cross, RSI_Oversold",LTCUSDT,4h,10000,2997.84,-7002.16,-17.61,-70.02,1029,391,638,38.0,0.95,0.63,0.1063,89.1,70.76,2924.48,D,Monitor,-7.07,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=3.0%"
180,Volume_Breakout_Pro,"Volume_Spike, Breakout_20, VWAP",XRPUSDT,4h,10000,2966.44,-7033.56,-17.75,-70.34,825,242,583,29.33,0.96,0.69,0.1727,91.39,75.96,2403.98,D,Monitor,-9.72,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=2.5%"
181,Trend_Line_Break,"Breakout_20, Supertrend, ADX_Trend",ADAUSDT,4h,10000,2723.19,-7276.81,-18.88,-72.77,957,258,699,26.96,0.99,0.92,0.2313,98.66,73.97,2602.7,D,Monitor,-11.08,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=10.0%, TS=2.5%"
182,Volume_Weighted_Entry,"Volume_Spike, VWAP, EMA_Cross",XRPUSDT,4h,10000,2686.04,-7313.96,-19.06,-73.14,783,200,583,25.54,0.96,0.69,0.1943,92.39,78.23,2176.74,D,Monitor,-11.99,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=2.5%"
183,Trend_Line_Break,"Breakout_20, Supertrend, ADX_Trend",LINKUSDT,4h,10000,2629.51,-7370.49,-19.33,-73.7,1098,310,788,28.23,0.98,1.01,0.2288,94.18,76.69,2331.25,D,Monitor,-11.2,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=10.0%, TS=2.5%"
184,EMA_Retracement,"EMA_Cross, BB_Lower, RSI_Oversold",DOTUSDT,4h,10000,2983.83,-7016.17,-19.47,-70.16,1070,462,608,43.18,0.98,0.73,0.1279,95.55,70.41,2959.18,D,Monitor,-5.32,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=3.0%"
185,EMA_Retracement,"EMA_Cross, BB_Lower, RSI_Oversold",ETHUSDT,4h,10000,2289.43,-7710.57,-21.11,-77.11,1009,419,590,41.53,0.97,0.36,0.0552,95.34,78.86,2114.23,D,Monitor,-8.72,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=3.0%"
186,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",LTCUSDT,4h,10000,2283.99,-7716.01,-21.14,-77.16,584,138,446,23.63,0.95,0.17,0.0489,91.23,77.16,2283.99,D,Monitor,-14.28,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=2.0%"
187,Triple_Confirmation,"EMA_Cross, MACD_Cross, RSI_Oversold",LTCUSDT,4h,10000,2229.57,-7770.43,-21.45,-77.7,1020,386,634,37.84,0.94,0.44,0.0735,92.32,78.74,2125.88,D,Monitor,-10.31,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=3.0%"
188,Trend_Line_Break,"Breakout_20, Supertrend, ADX_Trend",LTCUSDT,4h,10000,2198.08,-7801.92,-21.62,-78.02,805,226,579,28.07,0.98,0.62,0.1659,95.86,78.99,2100.74,D,Monitor,-13.03,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=10.0%, TS=2.5%"
189,Conservative_Growth,"EMA_Cross, ADX_Trend, Trend_MA50, VWAP",AVAXUSDT,4h,10000,2549.33,-7450.67,-22.04,-74.51,809,217,592,26.82,0.96,0.67,0.1758,87.87,76.01,2399.29,D,Monitor,-12.16,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=5.0%, TP=10.0%, TS=2.5%"
190,Golden_Cross_Pro,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",LTCUSDT,4h,10000,1800.59,-8199.41,-24.1,-81.99,908,327,581,36.01,0.97,0.16,0.0278,94.29,82.38,1761.59,D,Monitor,-12.33,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=5.0%, TS=2.5%"
191,Breakout_Momentum,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",AVAXUSDT,4h,10000,2140.68,-7859.32,-24.48,-78.59,556,83,473,14.93,0.93,0.21,0.0686,89.49,80.83,1917.3,D,Monitor,-17.65,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.0%"
192,Volume_Profile_Breakout,"Volume_Spike, Breakout_20, ADX_Trend",DOTUSDT,4h,10000,1931.91,-8068.09,-25.5,-80.68,927,346,581,37.32,0.97,0.56,0.1251,96.99,84.77,1522.99,D,Monitor,-11.33,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
193,MACD_Divergence,"MACD_Cross, EMA_Cross, BB_Lower",LTCUSDT,4h,10000,1577.21,-8422.79,-25.7,-84.23,997,394,603,39.52,0.94,0.22,0.0381,91.77,84.66,1533.74,D,Monitor,-12.48,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
194,EMA_Retracement,"EMA_Cross, BB_Lower, RSI_Oversold",LTCUSDT,4h,10000,1430.43,-8569.57,-26.86,-85.7,1068,446,622,41.76,0.93,0.25,0.0406,93.04,85.99,1400.98,D,Monitor,-12.42,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=3.0%"
195,Stochastic_Cross_Pro,"Stochastic, MACD_Cross, Trend_MA50",LTCUSDT,4h,10000,1342.62,-8657.38,-27.6,-86.57,1259,392,867,31.14,0.95,0.22,0.0293,95.0,86.58,1341.66,D,Monitor,-15.82,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=1.5%"
196,Trend_Acceleration,"EMA_Cross, ADX_Trend, Volume_Spike, Trend_MA50",LTCUSDT,4h,10000,1221.43,-8778.57,-28.69,-87.79,1140,343,797,30.09,0.96,0.05,0.0065,94.88,87.95,1204.88,D,Monitor,-16.5,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=5.0%, TS=2.0%"
197,Trend_Line_Break,"Breakout_20, Supertrend, ADX_Trend",DOTUSDT,4h,10000,1099.98,-8900.02,-32.65,-89.0,922,246,676,26.68,0.98,0.4,0.0973,98.14,89.7,1029.51,D,Monitor,-17.84,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=5.0%, TP=10.0%, TS=2.5%"
198,Volume_Breakout_Pro,"Volume_Spike, Breakout_20, VWAP",AVAXUSDT,4h,10000,1130.05,-8869.95,-32.78,-88.7,920,289,631,31.41,0.95,0.17,0.0368,97.28,89.85,1015.44,D,Monitor,-16.57,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=2.5%"
199,Volume_Profile_Breakout,"Volume_Spike, Breakout_20, ADX_Trend",AVAXUSDT,4h,10000,638.04,-9361.96,-39.43,-93.62,1040,340,700,32.69,0.96,0.32,0.0741,99.07,94.44,555.91,D,Monitor,-18.02,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
200,Trend_Line_Break,"Breakout_20, Supertrend, ADX_Trend",AVAXUSDT,4h,10000,408.1,-9591.9,-44.16,-95.92,1154,303,851,26.26,0.95,0.32,0.0722,98.72,96.5,349.68,D,Monitor,-21.01,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=5.0%, TP=10.0%, TS=2.5%"
