Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
295,Entry long,2017-09-30 20:00,Long,4320,0.000002,0.00864,-0.0002,-1.79,0.00005,0.57,-0.0001,-1.70,-9999.99,-100.00
296,Exit short,2017-10-05 12:00,Short Exit,4309,0.000002,0.008476,-0.0002,-1.88,0.0002,2.26,-0.0002,-1.77,-9999.99,-100.00
296,Entry short,2017-10-04 12:00,Short,4238,0.000002,0.008476,-0.0002,-1.88,0.0002,2.26,-0.0002,-1.77,-9999.99,-100.00
297,Exit short,2017-10-18 08:00,Short Exit,5365,0.000001,0.005288,-0.0001,-1.66,0.00004,0.83,-0.0001,-1.55,-9999.99,-100.00
297,Entry short,2017-10-18 08:00,Short,5288,0.000001,0.005288,-0.0001,-1.66,0.00004,0.83,-0.0001,-1.55,-9999.99,-100.00
298,Exit short,2017-10-25 08:00,Short Exit,5636,0.000001,0.005548,-0.0001,-1.79,0.0001,1.16,-0.0001,-1.68,-9999.99,-100.00
298,Entry short,2017-10-25 04:00,Short,5548,0.000001,0.005548,-0.0001,-1.79,0.0001,1.16,-0.0001,-1.68,-9999.99,-100.00
299,Exit long,2017-10-30 12:00,Long Exit,6051,0.000001,0.006147,-0.0001,-1.76,0.0002,2.66,-0.0001,-1.66,-9999.99,-100.00
299,Entry long,2017-10-29 20:00,Long,6147,0.000001,0.006147,-0.0001,-1.76,0.0002,2.66,-0.0001,-1.66,-9999.99,-100.00
300,Exit long,2017-11-05 20:00,Long Exit,7454,0.000001,0.007572,-0.0001,-1.76,0,0.00,-0.0001,-1.66,-9999.99,-100.00
300,Entry long,2017-11-05 20:00,Long,7572,0.000001,0.007572,-0.0001,-1.76,0,0.00,-0.0001,-1.66,-9999.99,-100.00
301,Exit short,2017-11-07 00:00,Short Exit,7075,0.000001,0.006966,-0.0001,-1.76,0.00001,0.20,-0.0001,-1.66,-9999.99,-100.00
301,Entry short,2017-11-07 00:00,Short,6966,0.000001,0.006966,-0.0001,-1.76,0.00001,0.20,-0.0001,-1.66,-9999.99,-100.00
302,Exit short,2017-11-10 20:00,Short Exit,6713,0.000001,0.006599,-0.0001,-1.93,0,0.00,-0.0001,-1.83,-9999.99,-100.00
302,Entry short,2017-11-10 20:00,Short,6599,0.000001,0.006599,-0.0001,-1.93,0,0.00,-0.0001,-1.83,-9999.99,-100.00
