Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1,Exit short,2023-01-02 15:15,Exit Short,16708,0.00599,99.95513,-0.23,-0.23,0.04,0.04,-0.18,-0.18,-0.23,-0.02
1,Entry short,2023-01-02 13:45,Short,16687,0.00599,99.95513,-0.23,-0.23,0.04,0.04,-0.18,-0.18,-0.23,-0.02
2,Exit long,2023-01-04 02:30,Exit Long,16739,0.00598,99.91982,0.08,0.08,0.13,0.13,-0.16,-0.16,-0.15,-0.01
2,Entry long,2023-01-04 01:30,Long,16709,0.00598,99.91982,0.08,0.08,0.13,0.13,-0.16,-0.16,-0.15,-0.01
3,Exit short,2023-01-05 07:15,Exit Short,16793,0.005943,99.931545,0.03,0.03,0.08,0.08,-0.07,-0.07,-0.12,-0.01
3,Entry short,2023-01-05 06:45,Short,16815,0.005943,99.931545,0.03,0.03,0.08,0.08,-0.07,-0.07,-0.12,-0.01
4,Exit long,2023-01-07 16:30,Exit Long,16924,0.0059,99.9224,-0.17,-0.17,0,0.00,-0.12,-0.12,-0.29,-0.03
4,Entry long,2023-01-07 15:00,Long,16936,0.0059,99.9224,-0.17,-0.17,0,0.00,-0.12,-0.12,-0.29,-0.03
5,Exit long,2023-01-10 15:45,Exit Long,17279,0.005765,99.90745,-0.39,-0.39,0,0.00,-0.34,-0.34,-0.68,-0.07
5,Entry long,2023-01-10 15:30,Long,17330,0.005765,99.90745,-0.39,-0.39,0,0.00,-0.34,-0.34,-0.68,-0.07
6,Exit short,2023-01-11 05:30,Exit Short,17428,0.005743,99.865027,-0.32,-0.32,0.05,0.05,-0.27,-0.27,-1,-0.10
6,Entry short,2023-01-11 03:00,Short,17389,0.005743,99.865027,-0.32,-0.32,0.05,0.05,-0.27,-0.27,-1,-0.10
7,Exit long,2023-01-11 08:15,Exit Long,17426,0.00572,99.83688,-0.26,-0.26,0,0.00,-0.21,-0.21,-1.26,-0.13
7,Entry long,2023-01-11 07:30,Long,17454,0.00572,99.83688,-0.26,-0.26,0,0.00,-0.21,-0.21,-1.26,-0.13
8,Exit short,2023-01-11 14:00,Exit Short,17381,0.005732,99.811316,0.08,0.08,0.13,0.13,-0.18,-0.18,-1.18,-0.12
8,Entry short,2023-01-11 12:30,Short,17413,0.005732,99.811316,0.08,0.08,0.13,0.13,-0.18,-0.18,-1.18,-0.12
9,Exit short,2023-01-12 07:00,Exit Short,18165,0.005519,99.83871,-0.51,-0.51,0,0.00,-0.46,-0.46,-1.69,-0.17
9,Entry short,2023-01-12 06:00,Short,18090,0.005519,99.83871,-0.51,-0.51,0,0.00,-0.46,-0.46,-1.69,-0.17
10,Exit short,2023-01-14 11:00,Exit Short,20577,0.004894,99.832706,-0.97,-0.97,0.71,0.71,-0.92,-0.92,-2.67,-0.27
10,Entry short,2023-01-14 09:45,Short,20399,0.004894,99.832706,-0.97,-0.97,0.71,0.71,-0.92,-0.92,-2.67,-0.27
11,Exit short,2023-01-15 09:45,Exit Short,20673,0.004842,99.759726,-0.44,-0.44,0.02,0.02,-0.39,-0.39,-3.1,-0.31
11,Entry short,2023-01-15 09:15,Short,20603,0.004842,99.759726,-0.44,-0.44,0.02,0.02,-0.39,-0.39,-3.1,-0.31
12,Exit long,2023-01-16 01:15,Exit Long,21062,0.004701,99.759921,-0.85,-0.85,0.39,0.39,-0.8,-0.80,-3.95,-0.40
12,Entry long,2023-01-16 01:15,Long,21221,0.004701,99.759921,-0.85,-0.85,0.39,0.39,-0.8,-0.80,-3.95,-0.40
13,Exit short,2023-01-16 13:30,Mean Exit,20836,0.004784,99.535904,-0.24,-0.24,0.33,0.33,-0.52,-0.52,-4.19,-0.42
13,Entry short,2023-01-16 08:15,Short,20806,0.004784,99.535904,-0.24,-0.24,0.33,0.33,-0.52,-0.52,-4.19,-0.42
14,Exit short,2023-01-17 03:45,Mean Exit,21136,0.00474,99.52104,-0.76,-0.77,0,0.00,-0.71,-0.72,-4.96,-0.50
14,Entry short,2023-01-17 01:30,Short,20996,0.00474,99.52104,-0.76,-0.77,0,0.00,-0.71,-0.72,-4.96,-0.50
15,Exit long,2023-01-18 14:00,Exit Long,21525,0.004644,99.455904,0.41,0.41,0.46,0.46,-0.22,-0.22,-4.55,-0.46
15,Entry long,2023-01-18 14:00,Long,21416,0.004644,99.455904,0.41,0.41,0.46,0.46,-0.22,-0.22,-4.55,-0.46
16,Exit long,2023-01-19 08:00,Mean Exit,20822,0.004778,99.473182,-0.09,-0.09,0.17,0.17,-0.15,-0.16,-4.64,-0.46
16,Entry long,2023-01-19 04:30,Long,20819,0.004778,99.473182,-0.09,-0.09,0.17,0.17,-0.15,-0.16,-4.64,-0.46
17,Exit long,2023-01-19 17:45,Exit Long,20818,0.004759,99.467859,-0.49,-0.50,0.14,0.14,-0.44,-0.45,-5.13,-0.51
17,Entry long,2023-01-19 15:45,Long,20901,0.004759,99.467859,-0.49,-0.50,0.14,0.14,-0.44,-0.45,-5.13,-0.51
18,Exit short,2023-01-20 07:15,Exit Short,20897,0.004735,99.39712,0.35,0.35,0.4,0.40,-0.25,-0.25,-4.78,-0.48
18,Entry short,2023-01-20 05:00,Short,20992,0.004735,99.39712,0.35,0.35,0.4,0.40,-0.25,-0.25,-4.78,-0.48
19,Exit short,2023-01-21 22:45,Exit Short,22855,0.004318,99.521264,0.73,0.74,0.78,0.79,-0.24,-0.24,-4.05,-0.40
19,Entry short,2023-01-21 22:45,Short,23048,0.004318,99.521264,0.73,0.74,0.78,0.79,-0.24,-0.24,-4.05,-0.40
20,Exit short,2023-01-22 12:45,Exit Short,22850,0.004372,99.541696,-0.46,-0.46,0.2,0.20,-0.41,-0.41,-4.5,-0.45
20,Entry short,2023-01-22 11:30,Short,22768,0.004372,99.541696,-0.46,-0.46,0.2,0.20,-0.41,-0.41,-4.5,-0.45
21,Exit long,2023-01-23 13:45,Exit Long,22815,0.004344,99.460224,-0.45,-0.45,0.29,0.29,-0.4,-0.40,-4.96,-0.50
21,Entry long,2023-01-23 10:30,Long,22896,0.004344,99.460224,-0.45,-0.45,0.29,0.29,-0.4,-0.40,-4.96,-0.50
22,Exit long,2023-01-24 07:45,Mean Exit,23063,0.004305,99.47994,-0.29,-0.29,0.18,0.18,-0.46,-0.47,-5.25,-0.52
22,Entry long,2023-01-24 02:15,Long,23108,0.004305,99.47994,-0.29,-0.29,0.18,0.18,-0.46,-0.47,-5.25,-0.52
23,Exit long,2023-01-26 13:00,Exit Long,23039,0.004297,99.402501,-0.5,-0.51,0.04,0.04,-0.45,-0.46,-5.75,-0.58
23,Entry long,2023-01-26 13:00,Long,23133,0.004297,99.402501,-0.5,-0.51,0.04,0.04,-0.45,-0.46,-5.75,-0.58
24,Exit short,2023-01-27 01:30,Exit Short,22802,0.004334,99.352616,0.43,0.43,0.48,0.48,-0.24,-0.24,-5.32,-0.53
24,Entry short,2023-01-27 01:00,Short,22924,0.004334,99.352616,0.43,0.43,0.48,0.48,-0.24,-0.24,-5.32,-0.53
25,Exit long,2023-01-27 15:45,Exit Long,23003,0.0043,99.4977,-0.68,-0.69,0,0.00,-0.63,-0.64,-6.01,-0.60
25,Entry long,2023-01-27 15:45,Long,23139,0.0043,99.4977,-0.68,-0.69,0,0.00,-0.63,-0.64,-6.01,-0.60
26,Exit long,2023-01-28 18:45,Mean Exit,22997,0.004312,99.335544,-0.27,-0.27,0.01,0.01,-0.26,-0.26,-6.28,-0.63
26,Entry long,2023-01-28 15:45,Long,23037,0.004312,99.335544,-0.27,-0.27,0.01,0.01,-0.26,-0.26,-6.28,-0.63
27,Exit long,2023-01-29 01:00,Exit Long,23176,0.004297,99.342343,0.15,0.15,0.2,0.20,-0.11,-0.11,-6.13,-0.61
27,Entry long,2023-01-29 00:45,Long,23119,0.004297,99.342343,0.15,0.15,0.2,0.20,-0.11,-0.11,-6.13,-0.61
28,Exit long,2023-01-29 09:45,Exit Long,23280,0.004254,99.364932,-0.43,-0.43,0,0.00,-0.38,-0.38,-6.56,-0.66
28,Entry long,2023-01-29 09:45,Long,23358,0.004254,99.364932,-0.43,-0.43,0,0.00,-0.38,-0.38,-6.56,-0.66
29,Exit long,2023-01-31 15:30,Exit Long,23192,0.004301,99.26708,0.38,0.38,0.43,0.44,-0.2,-0.21,-6.18,-0.62
29,Entry long,2023-01-31 13:45,Long,23080,0.004301,99.26708,0.38,0.38,0.43,0.44,-0.2,-0.21,-6.18,-0.62
30,Exit short,2023-01-31 22:30,Exit Short,22979,0.004342,99.340618,-0.53,-0.54,0,0.00,-0.48,-0.49,-6.71,-0.67
30,Entry short,2023-01-31 21:45,Short,22879,0.004342,99.340618,-0.53,-0.54,0,0.00,-0.48,-0.49,-6.71,-0.67
31,Exit long,2023-02-01 20:30,Exit Long,23646,0.004243,99.290443,0.94,0.95,0.99,1.00,-0.35,-0.35,-5.77,-0.58
31,Entry long,2023-02-01 20:15,Long,23401,0.004243,99.290443,0.94,0.95,0.99,1.00,-0.35,-0.35,-5.77,-0.58
32,Exit short,2023-02-05 00:00,Exit Short,23350,0.004265,99.353175,-0.33,-0.34,0,0.00,-0.28,-0.29,-6.11,-0.61
32,Entry short,2023-02-04 23:45,Short,23295,0.004265,99.353175,-0.33,-0.34,0,0.00,-0.28,-0.29,-6.11,-0.61
33,Exit long,2023-02-06 20:15,Mean Exit,22983,0.004311,99.342684,-0.36,-0.36,0.4,0.40,-0.51,-0.51,-6.47,-0.65
33,Entry long,2023-02-06 16:00,Long,23044,0.004311,99.342684,-0.36,-0.36,0.4,0.40,-0.51,-0.51,-6.47,-0.65
34,Exit short,2023-02-06 23:00,Exit Short,22754,0.004342,99.25812,0.36,0.36,0.41,0.41,-0.31,-0.32,-6.11,-0.61
34,Entry short,2023-02-06 22:15,Short,22860,0.004342,99.25812,0.36,0.36,0.41,0.41,-0.31,-0.32,-6.11,-0.61
35,Exit long,2023-02-07 13:30,Mean Exit,22977,0.004315,99.361505,-0.32,-0.32,0.08,0.08,-0.3,-0.30,-6.42,-0.64
35,Entry long,2023-02-07 10:15,Long,23027,0.004315,99.361505,-0.32,-0.32,0.08,0.08,-0.3,-0.30,-6.42,-0.64
36,Exit long,2023-02-07 18:00,Exit Long,23173,0.004264,99.30856,-0.6,-0.60,0.16,0.16,-0.55,-0.55,-7.02,-0.70
36,Entry long,2023-02-07 18:00,Long,23290,0.004264,99.30856,-0.6,-0.60,0.16,0.16,-0.55,-0.55,-7.02,-0.70
37,Exit short,2023-02-09 03:00,Exit Short,22718,0.004349,99.209388,0.31,0.31,0.36,0.36,-0.05,-0.05,-6.71,-0.67
37,Entry short,2023-02-09 03:00,Short,22812,0.004349,99.209388,0.31,0.31,0.36,0.36,-0.05,-0.05,-6.71,-0.67
38,Exit short,2023-02-10 18:15,Exit Short,21729,0.004592,99.260672,-0.62,-0.62,0.18,0.19,-0.57,-0.57,-7.33,-0.73
38,Entry short,2023-02-10 16:45,Short,21616,0.004592,99.260672,-0.62,-0.62,0.18,0.19,-0.57,-0.57,-7.33,-0.73
39,Exit long,2023-02-11 12:30,Exit Long,21699,0.004566,99.251142,-0.27,-0.27,0.07,0.07,-0.22,-0.22,-7.6,-0.76
39,Entry long,2023-02-11 12:15,Long,21737,0.004566,99.251142,-0.27,-0.27,0.07,0.07,-0.22,-0.22,-7.6,-0.76
40,Exit long,2023-02-12 10:00,Exit Long,21864,0.004526,99.191816,-0.33,-0.34,0,0.00,-0.28,-0.29,-7.94,-0.79
40,Entry long,2023-02-12 10:00,Long,21916,0.004526,99.191816,-0.33,-0.34,0,0.00,-0.28,-0.29,-7.94,-0.79
41,Exit long,2023-02-14 01:15,Exit Long,21736,0.004544,99.15008,-0.48,-0.48,0.11,0.11,-0.43,-0.43,-8.42,-0.84
41,Entry long,2023-02-13 23:30,Long,21820,0.004544,99.15008,-0.48,-0.48,0.11,0.11,-0.43,-0.43,-8.42,-0.84
42,Exit long,2023-02-15 11:30,Exit Long,22289,0.004459,99.110193,0.18,0.18,0.23,0.23,-0.05,-0.05,-8.24,-0.82
42,Entry long,2023-02-15 10:45,Long,22227,0.004459,99.110193,0.18,0.18,0.23,0.23,-0.05,-0.05,-8.24,-0.82
43,Exit long,2023-02-19 01:15,Exit Long,24658,0.004008,99.105816,-0.38,-0.38,0.13,0.13,-0.33,-0.33,-8.62,-0.86
43,Entry long,2023-02-19 00:45,Long,24727,0.004008,99.105816,-0.38,-0.38,0.13,0.13,-0.33,-0.33,-8.62,-0.86
44,Exit long,2023-02-19 05:30,Exit Long,24768,0.00399,99.0717,-0.35,-0.35,0,0.00,-0.3,-0.30,-8.96,-0.90
44,Entry long,2023-02-19 05:30,Long,24830,0.00399,99.0717,-0.35,-0.35,0,0.00,-0.3,-0.30,-8.96,-0.90
45,Exit short,2023-02-21 09:30,Exit Short,24808,0.004015,99.062095,-0.64,-0.65,0.4,0.40,-0.59,-0.60,-9.61,-0.96
45,Entry short,2023-02-21 09:00,Short,24673,0.004015,99.062095,-0.64,-0.65,0.4,0.40,-0.59,-0.60,-9.61,-0.96
46,Exit long,2023-02-23 02:30,Exit Long,24291,0.004107,98.9787,0.69,0.69,0.73,0.74,-0.05,-0.05,-8.92,-0.89
46,Entry long,2023-02-22 23:00,Long,24100,0.004107,98.9787,0.69,0.69,0.73,0.74,-0.05,-0.05,-8.92,-0.89
47,Exit short,2023-02-24 15:30,Exit Short,23420,0.004198,99.0728,0.66,0.66,0.71,0.71,-0.09,-0.09,-8.26,-0.83
47,Entry short,2023-02-24 15:30,Short,23600,0.004198,99.0728,0.66,0.66,0.71,0.71,-0.09,-0.09,-8.26,-0.83
48,Exit long,2023-02-25 09:00,Exit Long,23097,0.004281,99.109431,-0.33,-0.33,0,0.00,-0.28,-0.28,-8.59,-0.86
48,Entry long,2023-02-25 08:30,Long,23151,0.004281,99.109431,-0.33,-0.33,0,0.00,-0.28,-0.28,-8.59,-0.86
49,Exit long,2023-02-26 20:15,Exit Long,23547,0.004228,99.074724,0.38,0.39,0.43,0.44,-0.3,-0.30,-8.21,-0.82
49,Entry long,2023-02-26 18:45,Long,23433,0.004228,99.074724,0.38,0.39,0.43,0.44,-0.3,-0.30,-8.21,-0.82
50,Exit long,2023-02-27 13:30,Exit Long,23641,0.004209,99.130368,0.28,0.28,0.33,0.33,-0.06,-0.06,-7.94,-0.79
50,Entry long,2023-02-27 13:30,Long,23552,0.004209,99.130368,0.28,0.28,0.33,0.33,-0.06,-0.06,-7.94,-0.79
51,Exit short,2023-02-28 20:45,Exit Short,23342,0.004267,99.130944,-0.57,-0.57,0.18,0.18,-0.52,-0.52,-8.5,-0.85
51,Entry short,2023-02-28 19:30,Short,23232,0.004267,99.130944,-0.57,-0.57,0.18,0.18,-0.52,-0.52,-8.5,-0.85
52,Exit short,2023-03-01 14:30,Exit Short,23734,0.004191,99.096195,-0.47,-0.48,0.05,0.05,-0.42,-0.43,-8.98,-0.90
52,Entry short,2023-03-01 13:30,Short,23645,0.004191,99.096195,-0.47,-0.48,0.05,0.05,-0.42,-0.43,-8.98,-0.90
53,Exit short,2023-03-01 21:15,Exit Short,23484,0.00424,98.98704,-0.68,-0.69,0.07,0.07,-0.63,-0.64,-9.66,-0.97
53,Entry short,2023-03-01 20:00,Short,23346,0.00424,98.98704,-0.68,-0.69,0.07,0.07,-0.63,-0.64,-9.66,-0.97
54,Exit short,2023-03-03 01:30,Exit Short,22685,0.004329,98.91765,0.62,0.62,0.66,0.67,-0.12,-0.12,-9.05,-0.90
54,Entry short,2023-03-03 01:30,Short,22850,0.004329,98.91765,0.62,0.62,0.66,0.67,-0.12,-0.12,-9.05,-0.90
55,Exit long,2023-03-07 06:00,Mean Exit,22462,0.004404,99.028344,-0.2,-0.21,0.22,0.22,-0.24,-0.25,-9.25,-0.92
55,Entry long,2023-03-07 01:15,Long,22486,0.004404,99.028344,-0.2,-0.21,0.22,0.22,-0.24,-0.25,-9.25,-0.92
56,Exit short,2023-03-07 09:15,Exit Short,22376,0.004415,99.01079,0.12,0.12,0.17,0.17,-0.12,-0.12,-9.13,-0.91
56,Entry short,2023-03-07 07:30,Short,22426,0.004415,99.01079,0.12,0.12,0.17,0.17,-0.12,-0.12,-9.13,-0.91
57,Exit short,2023-03-07 14:15,Exit Short,22380,0.004433,99.03322,-0.28,-0.28,0,0.00,-0.23,-0.23,-9.4,-0.94
57,Entry short,2023-03-07 14:15,Short,22340,0.004433,99.03322,-0.28,-0.28,0,0.00,-0.23,-0.23,-9.4,-0.94
58,Exit short,2023-03-09 08:00,Exit Short,21616,0.004566,98.995446,0.2,0.20,0.25,0.25,-0.06,-0.06,-9.21,-0.92
58,Entry short,2023-03-09 08:00,Short,21681,0.004566,98.995446,0.2,0.20,0.25,0.25,-0.06,-0.06,-9.21,-0.92
59,Exit long,2023-03-09 15:45,Exit Long,21669,0.004553,99.014091,-0.45,-0.46,0.18,0.18,-0.4,-0.41,-9.66,-0.97
59,Entry long,2023-03-09 14:30,Long,21747,0.004553,99.014091,-0.45,-0.46,0.18,0.18,-0.4,-0.41,-9.66,-0.97
60,Exit short,2023-03-10 12:15,Exit Short,19808,0.005029,99.015981,-0.7,-0.70,0.55,0.56,-0.65,-0.65,-10.36,-1.04
60,Entry short,2023-03-10 10:45,Short,19689,0.005029,99.015981,-0.7,-0.70,0.55,0.56,-0.65,-0.65,-10.36,-1.04
61,Exit long,2023-03-11 00:45,Exit Long,20375,0.004905,98.87499,0.96,0.98,1.01,1.03,-0.4,-0.41,-9.39,-0.94
61,Entry long,2023-03-10 22:30,Long,20158,0.004905,98.87499,0.96,0.98,1.01,1.03,-0.4,-0.41,-9.39,-0.94
62,Exit short,2023-03-13 09:30,Exit Short,21920,0.004471,98.965585,0.86,0.87,0.91,0.92,-0.32,-0.33,-8.53,-0.85
62,Entry short,2023-03-13 09:30,Short,22135,0.004471,98.965585,0.86,0.87,0.91,0.92,-0.32,-0.33,-8.53,-0.85
63,Exit long,2023-03-14 11:15,Exit Long,24924,0.004013,99.1211,0.8,0.81,0.85,0.86,-0.54,-0.54,-7.73,-0.77
63,Entry long,2023-03-14 11:00,Long,24700,0.004013,99.1211,0.8,0.81,0.85,0.86,-0.54,-0.54,-7.73,-0.77
64,Exit short,2023-03-15 11:15,Exit Short,24453,0.004021,99.15786,0.73,0.74,0.78,0.79,-0.41,-0.41,-7,-0.70
64,Entry short,2023-03-15 10:00,Short,24660,0.004021,99.15786,0.73,0.74,0.78,0.79,-0.41,-0.41,-7,-0.70
65,Exit short,2023-03-18 16:30,Exit Short,26927,0.003647,99.23487,0.93,0.94,0.98,0.99,-0.68,-0.68,-6.06,-0.61
65,Entry short,2023-03-18 16:30,Short,27210,0.003647,99.23487,0.93,0.94,0.98,0.99,-0.68,-0.68,-6.06,-0.61
66,Exit short,2023-03-19 01:00,Exit Short,27214,0.003675,99.294825,-0.82,-0.82,0.41,0.41,-0.77,-0.77,-6.88,-0.69
66,Entry short,2023-03-18 22:45,Short,27019,0.003675,99.294825,-0.82,-0.82,0.41,0.41,-0.77,-0.77,-6.88,-0.69
67,Exit short,2023-03-19 08:15,Exit Short,27130,0.003675,99.2544,-0.55,-0.55,0.35,0.35,-0.5,-0.50,-7.43,-0.74
67,Entry short,2023-03-19 07:00,Short,27008,0.003675,99.2544,-0.55,-0.55,0.35,0.35,-0.5,-0.50,-7.43,-0.74
68,Exit short,2023-03-20 14:00,Exit Short,28133,0.003555,99.20583,-0.91,-0.91,0,0.00,-0.86,-0.86,-8.33,-0.83
68,Entry short,2023-03-20 14:00,Short,27906,0.003555,99.20583,-0.91,-0.91,0,0.00,-0.86,-0.86,-8.33,-0.83
69,Exit short,2023-03-21 00:15,Exit Short,27935,0.003575,99.131175,-0.84,-0.84,0.11,0.12,-0.79,-0.79,-9.17,-0.92
69,Entry short,2023-03-20 23:45,Short,27729,0.003575,99.131175,-0.84,-0.84,0.11,0.12,-0.79,-0.79,-9.17,-0.92
70,Exit short,2023-03-22 19:45,Exit Short,26949,0.003602,99.069408,1.9,1.92,1.95,1.97,-0.83,-0.84,-7.27,-0.73
70,Entry short,2023-03-22 19:15,Short,27504,0.003602,99.069408,1.9,1.92,1.95,1.97,-0.83,-0.84,-7.27,-0.73
71,Exit short,2023-03-23 14:45,Exit Short,27631,0.003606,99.186636,-0.55,-0.55,0.45,0.45,-0.5,-0.50,-7.82,-0.78
71,Entry short,2023-03-23 13:15,Short,27506,0.003606,99.186636,-0.55,-0.55,0.45,0.45,-0.5,-0.50,-7.82,-0.78
72,Exit short,2023-03-24 09:15,Exit Short,28189,0.003533,99.252569,-0.44,-0.44,0.34,0.34,-0.39,-0.39,-8.26,-0.83
72,Entry short,2023-03-24 08:45,Short,28093,0.003533,99.252569,-0.44,-0.44,0.34,0.34,-0.39,-0.39,-8.26,-0.83
73,Exit short,2023-03-25 09:45,Exit Short,27488,0.00362,99.10474,-0.5,-0.51,0.001,0.00,-0.45,-0.46,-8.76,-0.88
73,Entry short,2023-03-25 09:15,Short,27377,0.00362,99.10474,-0.5,-0.51,0.001,0.00,-0.45,-0.46,-8.76,-0.88
74,Exit long,2023-03-27 01:15,Exit Long,27902,0.003535,99.07898,-0.54,-0.55,0.42,0.42,-0.49,-0.50,-9.3,-0.93
74,Entry long,2023-03-26 22:45,Long,28028,0.003535,99.07898,-0.54,-0.55,0.42,0.42,-0.49,-0.50,-9.3,-0.93
75,Exit long,2023-03-28 21:45,Exit Long,27170,0.003621,99.005382,-0.72,-0.73,0.57,0.58,-0.67,-0.68,-10.03,-1.00
75,Entry long,2023-03-28 19:00,Long,27342,0.003621,99.005382,-0.72,-0.73,0.57,0.58,-0.67,-0.68,-10.03,-1.00
76,Exit long,2023-03-30 02:30,Exit Long,29046,0.003433,99.000854,0.61,0.62,0.66,0.67,-0.05,-0.05,-9.41,-0.94
76,Entry long,2023-03-30 02:30,Long,28838,0.003433,99.000854,0.61,0.62,0.66,0.67,-0.05,-0.05,-9.41,-0.94
77,Exit short,2023-03-30 14:15,Exit Short,28429,0.0035,99.0045,-0.6,-0.60,0,0.00,-0.55,-0.55,-10.01,-1.00
77,Entry short,2023-03-30 14:15,Short,28287,0.0035,99.0045,-0.6,-0.60,0,0.00,-0.55,-0.55,-10.01,-1.00
78,Exit long,2023-03-31 02:00,Exit Long,28120,0.003497,98.916142,-0.68,-0.69,0.04,0.05,-0.63,-0.64,-10.69,-1.07
78,Entry long,2023-03-31 01:15,Long,28286,0.003497,98.916142,-0.68,-0.69,0.04,0.05,-0.63,-0.64,-10.69,-1.07
79,Exit long,2023-04-02 00:00,Mean Exit,28469,0.003467,98.868439,-0.27,-0.27,0.13,0.14,-0.3,-0.30,-10.95,-1.10
79,Entry long,2023-04-01 20:45,Long,28517,0.003467,98.868439,-0.27,-0.27,0.13,0.14,-0.3,-0.30,-10.95,-1.10
80,Exit long,2023-04-03 08:00,Exit Long,28094,0.003538,98.805726,0.49,0.50,0.54,0.55,-0.15,-0.15,-10.46,-1.05
80,Entry long,2023-04-03 07:30,Long,27927,0.003538,98.805726,0.49,0.50,0.54,0.55,-0.15,-0.15,-10.46,-1.05
81,Exit short,2023-04-03 20:45,Exit Short,27516,0.003561,98.871165,0.79,0.80,0.84,0.85,-0.25,-0.25,-9.67,-0.97
81,Entry short,2023-04-03 20:30,Short,27765,0.003561,98.871165,0.79,0.80,0.84,0.85,-0.25,-0.25,-9.67,-0.97
82,Exit long,2023-04-05 00:45,Exit Long,28608,0.003479,98.953197,0.47,0.48,0.52,0.53,-0.09,-0.09,-9.2,-0.92
82,Entry long,2023-04-05 00:45,Long,28443,0.003479,98.953197,0.47,0.48,0.52,0.53,-0.09,-0.09,-9.2,-0.92
83,Exit long,2023-04-05 20:45,Exit Long,28152,0.003498,99.021384,-0.64,-0.65,0,0.00,-0.6,-0.60,-9.84,-0.98
83,Entry long,2023-04-05 19:45,Long,28308,0.003498,99.021384,-0.64,-0.65,0,0.00,-0.6,-0.60,-9.84,-0.98
84,Exit short,2023-04-06 03:45,Exit Short,28119,0.003534,98.955534,-0.52,-0.52,0.33,0.34,-0.47,-0.47,-10.36,-1.04
84,Entry short,2023-04-06 01:00,Short,28001,0.003534,98.955534,-0.52,-0.52,0.33,0.34,-0.47,-0.47,-10.36,-1.04
85,Exit short,2023-04-06 09:15,Exit Short,28003,0.003542,98.89264,-0.39,-0.40,0.16,0.16,-0.34,-0.35,-10.75,-1.08
85,Entry short,2023-04-06 08:00,Short,27920,0.003542,98.89264,-0.39,-0.40,0.16,0.16,-0.34,-0.35,-10.75,-1.08
86,Exit long,2023-04-06 18:30,Exit Long,28033,0.003511,98.852205,-0.53,-0.53,0.03,0.03,-0.48,-0.48,-11.28,-1.13
86,Entry long,2023-04-06 15:45,Long,28155,0.003511,98.852205,-0.53,-0.53,0.03,0.03,-0.48,-0.48,-11.28,-1.13
87,Exit short,2023-04-06 23:00,Mean Exit,28028,0.003535,98.778505,-0.4,-0.40,0.03,0.03,-0.35,-0.36,-11.68,-1.17
87,Entry short,2023-04-06 22:15,Short,27943,0.003535,98.778505,-0.4,-0.40,0.03,0.03,-0.35,-0.36,-11.68,-1.17
88,Exit short,2023-04-09 06:00,Exit Short,27978,0.003524,98.781244,0.09,0.09,0.14,0.14,-0.05,-0.05,-11.59,-1.16
88,Entry short,2023-04-09 06:00,Short,28031,0.003524,98.781244,0.09,0.09,0.14,0.14,-0.05,-0.05,-11.59,-1.16
89,Exit short,2023-04-10 14:30,Exit Short,28298,0.003497,98.762274,-0.29,-0.30,0.15,0.16,-0.25,-0.25,-11.88,-1.19
89,Entry short,2023-04-10 13:45,Short,28242,0.003497,98.762274,-0.29,-0.30,0.15,0.16,-0.25,-0.25,-11.88,-1.19
90,Exit short,2023-04-12 07:15,Mean Exit,30004,0.003296,98.728384,-0.26,-0.27,0.21,0.21,-0.31,-0.31,-12.15,-1.21
90,Entry short,2023-04-12 02:30,Short,29954,0.003296,98.728384,-0.26,-0.27,0.21,0.21,-0.31,-0.31,-12.15,-1.21
91,Exit long,2023-04-12 12:45,Exit Long,30199,0.003255,98.71764,-0.52,-0.52,0,0.00,-0.47,-0.48,-12.67,-1.27
91,Entry long,2023-04-12 12:45,Long,30328,0.003255,98.71764,-0.52,-0.52,0,0.00,-0.47,-0.48,-12.67,-1.27
92,Exit long,2023-04-13 02:30,Exit Long,30241,0.003278,98.657966,0.37,0.38,0.42,0.43,-0.26,-0.26,-12.29,-1.23
92,Entry long,2023-04-13 02:00,Long,30097,0.003278,98.657966,0.37,0.38,0.42,0.43,-0.26,-0.26,-12.29,-1.23
93,Exit long,2023-04-13 09:30,Exit Long,30227,0.003255,98.727405,-0.44,-0.44,0.16,0.16,-0.39,-0.39,-12.73,-1.27
93,Entry long,2023-04-13 09:15,Long,30331,0.003255,98.727405,-0.44,-0.44,0.16,0.16,-0.39,-0.39,-12.73,-1.27
94,Exit long,2023-04-15 00:45,Mean Exit,30425,0.003239,98.669657,-0.22,-0.22,0.46,0.47,-0.24,-0.25,-12.95,-1.30
94,Entry long,2023-04-14 20:30,Long,30463,0.003239,98.669657,-0.22,-0.22,0.46,0.47,-0.24,-0.25,-12.95,-1.30
95,Exit short,2023-04-15 20:00,Mean Exit,30368,0.003254,98.651518,-0.26,-0.27,0.17,0.17,-0.24,-0.24,-13.22,-1.32
95,Entry short,2023-04-15 16:15,Short,30317,0.003254,98.651518,-0.26,-0.27,0.17,0.17,-0.24,-0.24,-13.22,-1.32
96,Exit short,2023-04-16 11:00,Exit Short,30342,0.003255,98.629755,-0.23,-0.24,0,0.00,-0.18,-0.19,-13.45,-1.34
