Rank,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,roi,ROI/annum,ROI_per_annum_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Performance_Grade,Deployment_Status,Data_Source,Time_period_checked,Time_start,time_end,fees_exchnage,Parameters,Candle_Period
1,Supertrend_Confirm,SOLUSDT,1h,10000,12391.71,2391.71,23.92,23.92,23.92,27,7,20,25.93,1.56,5.1,0.98,B,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
2,Supertrend_RSI_MACD_ADX,SOLUSDT,1h,10000,12391.71,2391.71,23.92,23.92,23.92,27,7,20,25.93,1.56,5.1,0.98,B,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
3,RSI_Bullish_Divergence,SOLUSDT,4h,10000,12388.98,2388.98,23.89,23.89,23.89,68,19,49,27.94,1.24,4.4,0.44,B,Active,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
4,RSI_BB_Combo,SOLUSDT,4h,10000,12388.98,2388.98,23.89,23.89,23.89,68,19,49,27.94,1.24,4.4,0.44,B,Active,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
5,RSI_Divergence_Pro,SOLUSDT,4h,10000,12388.98,2388.98,23.89,23.89,23.89,68,19,49,27.94,1.24,4.4,0.44,B,Active,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
6,Stochastic_Trend_MACD,SOLUSDT,1h,10000,12339.21,2339.21,23.39,23.39,23.39,16,5,11,31.25,1.94,5.5,1.55,B,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
7,Breakout_Retest,SOLUSDT,4h,10000,12315.35,2315.35,23.15,23.15,23.15,53,16,37,30.19,1.26,4.54,0.53,B,Active,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
8,EMA_RSI_MACD_ADX,SOLUSDT,1h,10000,12200.61,2200.61,22.01,22.01,22.01,28,7,21,25.0,1.5,5.03,0.89,B,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
9,Multi_Indicator,SOLUSDT,1h,10000,12200.61,2200.61,22.01,22.01,22.01,28,7,21,25.0,1.5,5.03,0.89,B,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
10,ADX_BB_MACD,SOLUSDT,15m,10000,12037.15,2037.15,20.37,20.37,20.37,6,3,3,50.0,6.03,4.68,3.42,B+,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
11,BB_Recovery,SOLUSDT,15m,10000,11964.39,1964.39,19.64,19.64,19.64,10,4,6,40.0,4.6,3.47,1.98,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",15m
12,EMA_Break_Momentum,SOLUSDT,1h,10000,11956.67,1956.67,19.57,19.57,19.57,14,4,10,28.57,1.87,5.92,1.53,C,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
13,Breakout_Pullback,SOLUSDT,4h,10000,11940.17,1940.17,19.4,19.4,19.4,53,15,38,28.3,1.19,4.91,0.48,C,Active,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
14,ADX_Stochastic_BB,SOLUSDT,15m,10000,11862.38,1862.38,18.62,18.62,18.62,6,3,3,50.0,6.23,4.26,3.14,B,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
15,RSI_Stochastic_ADX,SOLUSDT,15m,10000,11861.04,1861.04,18.61,18.61,18.61,7,3,4,42.86,4.43,4.65,2.72,B,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
16,ADX_Stochastic_BB,SOLUSDT,4h,10000,11858.51,1858.51,18.59,18.59,18.59,54,16,38,29.63,1.18,5.12,0.47,C,Active,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
17,Dual_Stochastic,SOLUSDT,15m,10000,11806.47,1806.47,18.06,18.06,18.06,11,4,7,36.36,3.68,3.44,1.68,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",15m
18,BB_Stochastic_Pro,SOLUSDT,15m,10000,11800.57,1800.57,18.01,18.01,18.01,11,4,7,36.36,3.65,3.45,1.67,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",15m
19,Volume_Trend_ADX,SOLUSDT,1h,10000,11706.05,1706.05,17.06,17.06,17.06,14,4,10,28.57,1.72,5.75,1.36,C,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
20,MACD_Trend_Strength,SOLUSDT,1h,10000,11706.05,1706.05,17.06,17.06,17.06,14,4,10,28.57,1.72,5.75,1.36,C,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
21,MACD_Breakout,SOLUSDT,1h,10000,11692.23,1692.23,16.92,16.92,16.92,14,4,10,28.57,1.58,6.97,1.42,C,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",1h
22,Volume_EMA_Stochastic_ADX,SOLUSDT,1h,10000,11688.89,1688.89,16.89,16.89,16.89,14,4,10,28.57,1.73,5.73,1.35,C,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
23,ADX_EMA_BB,SOLUSDT,15m,10000,11568.32,1568.32,15.68,15.68,15.68,9,3,6,33.33,2.89,4.44,1.83,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
24,EMA_Convergence_Pro,SOLUSDT,1h,10000,11566.59,1566.59,15.67,15.67,15.67,26,6,20,23.08,1.49,4.24,0.69,C,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",1h
25,Bollinger_Break_Upper,SOLUSDT,4h,10000,11562.95,1562.95,15.63,15.63,15.63,37,9,28,24.32,1.22,5.4,0.57,C,Active,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
26,Supertrend_Multi_Entry,SOLUSDT,1h,10000,11479.22,1479.22,14.79,14.79,14.79,27,6,21,22.22,1.33,5.29,0.69,C,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
27,Momentum_Burst,SOLUSDT,15m,10000,11472.09,1472.09,14.72,14.72,14.72,10,3,7,30.0,2.58,4.4,1.56,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
28,EMA_Momentum_Entry,SOLUSDT,15m,10000,11472.09,1472.09,14.72,14.72,14.72,10,3,7,30.0,2.58,4.4,1.56,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
29,Max_Agreement,SOLUSDT,1h,10000,11468.33,1468.33,14.68,14.68,14.68,12,3,9,25.0,1.51,8.23,1.53,C,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.025, TP:0.15, TS:0.025",1h
30,Supertrend_Multi_Entry,SOLUSDT,15m,10000,11439.34,1439.34,14.39,14.39,14.39,5,2,3,40.0,3.39,6.12,3.06,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
31,Trend_Line_Break,SOLUSDT,15m,10000,11423.64,1423.64,14.24,14.24,14.24,5,2,3,40.0,3.31,6.14,3.03,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
32,Breakout_Alert,SOLUSDT,15m,10000,11423.64,1423.64,14.24,14.24,14.24,5,2,3,40.0,3.31,6.14,3.03,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
33,Breakout_Stochastic,SOLUSDT,15m,10000,11423.1,1423.1,14.23,14.23,14.23,5,2,3,40.0,3.31,6.07,3.03,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
34,Volume_Confirm,SOLUSDT,15m,10000,11413.24,1413.24,14.13,14.13,14.13,5,2,3,40.0,3.26,6.08,3.01,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
35,Breakout_Success,SOLUSDT,15m,10000,11413.24,1413.24,14.13,14.13,14.13,5,2,3,40.0,3.26,6.08,3.01,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
36,ADX_Breakout_Pro,SOLUSDT,15m,10000,11413.24,1413.24,14.13,14.13,14.13,5,2,3,40.0,3.26,6.08,3.01,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
37,Breakout_Volume_Confirm,SOLUSDT,15m,10000,11413.24,1413.24,14.13,14.13,14.13,5,2,3,40.0,3.26,6.08,3.01,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
38,Volume_Profile_Breakout,SOLUSDT,15m,10000,11413.24,1413.24,14.13,14.13,14.13,5,2,3,40.0,3.26,6.08,3.01,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
39,Breakout_Hunter,SOLUSDT,15m,10000,11397.27,1397.27,13.97,13.97,13.97,5,2,3,40.0,3.4,5.86,2.97,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
40,High_Profit_Trade,SOLUSDT,1h,10000,11392.89,1392.89,13.93,13.93,13.93,8,2,6,25.0,1.87,8.25,2.05,C,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.025, TP:0.15, TS:0.025",1h
41,BB_Stochastic_Trade,SOLUSDT,15m,10000,11382.04,1382.04,13.82,13.82,13.82,8,3,5,37.5,4.12,3.42,1.79,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",15m
42,Mean_Reversion_Pro,SOLUSDT,15m,10000,11382.04,1382.04,13.82,13.82,13.82,8,3,5,37.5,4.12,3.42,1.79,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",15m
43,Oversold_Recovery,SOLUSDT,15m,10000,11382.04,1382.04,13.82,13.82,13.82,8,3,5,37.5,4.12,3.42,1.79,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",15m
44,RSI_Confirmation,SOLUSDT,15m,10000,11382.04,1382.04,13.82,13.82,13.82,8,3,5,37.5,4.12,3.42,1.79,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",15m
45,Double_Bottom_Formation,SOLUSDT,15m,10000,11382.04,1382.04,13.82,13.82,13.82,8,3,5,37.5,4.12,3.42,1.79,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",15m
46,BB_Stochastic_ADX,SOLUSDT,15m,10000,11377.98,1377.98,13.78,13.78,13.78,9,3,6,33.33,2.79,4.04,1.62,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
47,Volume_EMA_Stochastic_ADX,SOLUSDT,15m,10000,11355.72,1355.72,13.56,13.56,13.56,5,2,3,40.0,3.14,6.04,2.9,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
48,Swing_Trade,SOLUSDT,15m,10000,11346.77,1346.77,13.47,13.47,13.47,9,3,6,33.33,2.29,4.66,1.61,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.08, TS:0.015",15m
49,RSI_Momentum_Burst,SOLUSDT,15m,10000,11343.75,1343.75,13.44,13.44,13.44,10,3,7,30.0,2.3,4.46,1.45,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
50,Bollinger_Squeeze_Entry,SOLUSDT,15m,10000,11338.54,1338.54,13.39,13.39,13.39,10,3,7,30.0,2.62,3.99,1.42,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
51,BB_MACD_Trade,SOLUSDT,15m,10000,11338.54,1338.54,13.39,13.39,13.39,10,3,7,30.0,2.62,3.99,1.42,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
52,MACD_BB_Stochastic_ADX,SOLUSDT,15m,10000,11297.02,1297.02,12.97,12.97,12.97,5,2,3,40.0,3.56,5.39,2.75,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
53,Quick_Profit,SOLUSDT,15m,10000,11293.91,1293.91,12.94,12.94,12.94,21,6,15,28.57,2.23,2.12,0.65,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.005, TP:0.035, TS:0.005",15m
54,Momentum_Trade,SOLUSDT,1h,10000,11286.38,1286.38,12.86,12.86,12.86,16,4,12,25.0,1.61,4.73,0.92,C,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
55,Bollinger_Break_Upper,SOLUSDT,1h,10000,11282.51,1282.51,12.83,12.83,12.83,24,6,18,25.0,1.34,5.11,0.67,C,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",1h
56,ADX_Volatility_Trade,SOLUSDT,15m,10000,11280.06,1280.06,12.8,12.8,12.8,10,3,7,30.0,2.48,3.94,1.37,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
57,ADX_BB_Combo,SOLUSDT,15m,10000,11280.06,1280.06,12.8,12.8,12.8,10,3,7,30.0,2.48,3.94,1.37,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
58,MACD_Cross_Pro,SOLUSDT,15m,10000,11266.81,1266.81,12.67,12.67,12.67,10,3,7,30.0,2.4,4.02,1.36,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",15m
59,BB_EMA_VWAP,SOLUSDT,1h,10000,11266.95,1266.95,12.67,12.67,12.67,28,6,22,21.43,1.36,4.12,0.55,C,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",1h
60,Supertrend_Volume_ADX,SOLUSDT,1h,10000,11258.05,1258.05,12.58,12.58,12.58,17,4,13,23.53,1.44,5.49,0.89,C,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",1h
61,RSI_VWAP_Trade,SOLUSDT,4h,10000,11252.83,1252.83,12.53,12.53,12.53,59,16,43,27.12,1.14,4.36,0.32,C,Active,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
62,VWAP_Support_Level,SOLUSDT,4h,10000,11252.83,1252.83,12.53,12.53,12.53,59,16,43,27.12,1.14,4.36,0.32,C,Active,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
63,RSI_Bounce,SOLUSDT,4h,10000,11252.83,1252.83,12.53,12.53,12.53,59,16,43,27.12,1.14,4.36,0.32,C,Active,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
64,VWAP_Reversal,SOLUSDT,4h,10000,11252.83,1252.83,12.53,12.53,12.53,59,16,43,27.12,1.14,4.36,0.32,C,Active,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
65,Support_Bounce,SOLUSDT,4h,10000,11252.83,1252.83,12.53,12.53,12.53,59,16,43,27.12,1.14,4.36,0.32,C,Active,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
66,BB_Squeeze_Pro,SOLUSDT,4h,10000,11252.83,1252.83,12.53,12.53,12.53,59,16,43,27.12,1.14,4.36,0.32,C,Active,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
67,Trend_Stochastic,SOLUSDT,15m,10000,11247.56,1247.56,12.48,12.48,12.48,11,3,8,27.27,2.15,4.2,1.23,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
68,Stochastic_Trend_ADX,SOLUSDT,15m,10000,11247.56,1247.56,12.48,12.48,12.48,11,3,8,27.27,2.15,4.2,1.23,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
69,EMA_BB_ADX,SOLUSDT,15m,10000,11234.65,1234.65,12.35,12.35,12.35,5,2,3,40.0,3.27,5.33,2.63,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
70,Conservative_Entry,SOLUSDT,15m,10000,11233.48,1233.48,12.33,12.33,12.33,14,4,10,28.57,2.29,2.93,0.94,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.05, TS:0.008",15m
71,RSI_Trend_ADX,SOLUSDT,1h,10000,11230.44,1230.44,12.3,12.3,12.3,27,6,21,22.22,1.34,4.34,0.56,C,Active,Historical_Parquet,365 days,1770220800,1773817200,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",1h
72,Stochastic_ADX,SOLUSDT,15m,10000,11222.03,1222.03,12.22,12.22,12.22,11,3,8,27.27,2.06,4.3,1.21,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
73,Breakout_Cluster,SOLUSDT,15m,10000,11216.09,1216.09,12.16,12.16,12.16,6,2,4,33.33,2.55,5.76,2.2,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
74,Supertrend_ADX_Pro,SOLUSDT,15m,10000,11208.13,1208.13,12.08,12.08,12.08,6,2,4,33.33,2.81,5.37,2.17,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
75,Supertrend_VWAP_Combo,SOLUSDT,15m,10000,11200.25,1200.25,12.0,12.0,12.0,11,3,8,27.27,2.03,4.31,1.2,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
76,MACD_Confirmation,SOLUSDT,15m,10000,11200.25,1200.25,12.0,12.0,12.0,11,3,8,27.27,2.03,4.31,1.2,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
77,Supertrend_ADX,SOLUSDT,15m,10000,11200.25,1200.25,12.0,12.0,12.0,11,3,8,27.27,2.03,4.31,1.2,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
78,EMA_Cross_Trend,SOLUSDT,15m,10000,11200.25,1200.25,12.0,12.0,12.0,11,3,8,27.27,2.03,4.31,1.2,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
79,Stochastic_MACD,SOLUSDT,15m,10000,11200.25,1200.25,12.0,12.0,12.0,11,3,8,27.27,2.03,4.31,1.2,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
80,MACD_BB_Strategy,SOLUSDT,15m,10000,11200.25,1200.25,12.0,12.0,12.0,11,3,8,27.27,2.03,4.31,1.2,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
81,ADX_Strength_Entry,SOLUSDT,15m,10000,11200.25,1200.25,12.0,12.0,12.0,11,3,8,27.27,2.03,4.31,1.2,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
82,Supertrend_Cluster_Pro,SOLUSDT,15m,10000,11200.25,1200.25,12.0,12.0,12.0,11,3,8,27.27,2.03,4.31,1.2,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
83,MACD_Supertrend,SOLUSDT,15m,10000,11200.25,1200.25,12.0,12.0,12.0,11,3,8,27.27,2.03,4.31,1.2,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
84,VWAP_Trend_Follow,SOLUSDT,15m,10000,11200.25,1200.25,12.0,12.0,12.0,11,3,8,27.27,2.03,4.31,1.2,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
85,RSI_Recovery,SOLUSDT,15m,10000,11195.55,1195.55,11.96,11.96,11.96,17,4,13,23.53,1.96,3.05,0.76,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",15m
86,ADX_Trend_Strength,SOLUSDT,15m,10000,11195.25,1195.25,11.95,11.95,11.95,11,3,8,27.27,2.03,4.3,1.19,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
87,ADX_Momentum,SOLUSDT,15m,10000,11195.25,1195.25,11.95,11.95,11.95,11,3,8,27.27,2.03,4.3,1.19,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
88,Stochastic_Trend,SOLUSDT,15m,10000,11195.25,1195.25,11.95,11.95,11.95,11,3,8,27.27,2.03,4.3,1.19,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
89,RSI_Trend_Trade,SOLUSDT,15m,10000,11195.25,1195.25,11.95,11.95,11.95,11,3,8,27.27,2.03,4.3,1.19,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
90,ADX_BB_Entry,SOLUSDT,15m,10000,11195.25,1195.25,11.95,11.95,11.95,11,3,8,27.27,2.03,4.3,1.19,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
91,ADX_Stochastic_Trade,SOLUSDT,15m,10000,11195.25,1195.25,11.95,11.95,11.95,11,3,8,27.27,2.03,4.3,1.19,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",15m
92,Bollinger_Break_Upper,SOLUSDT,15m,10000,11191.15,1191.15,11.91,11.91,11.91,6,2,4,33.33,2.75,5.39,2.15,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",15m
93,Aggressive_Entry,SOLUSDT,15m,10000,11186.47,1186.47,11.86,11.86,11.86,6,2,4,33.33,2.53,5.72,2.15,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
94,Volume_Surge_Entry,SOLUSDT,15m,10000,11184.66,1184.66,11.85,11.85,11.85,17,4,13,23.53,1.95,3.06,0.76,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",15m
95,Breakout_VWAP,SOLUSDT,15m,10000,11182.9,1182.9,11.83,11.83,11.83,6,2,4,33.33,2.55,5.66,2.15,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
96,MACD_VWAP_Breakout,SOLUSDT,15m,10000,11182.9,1182.9,11.83,11.83,11.83,6,2,4,33.33,2.55,5.66,2.15,C,Active,Historical_Parquet,365 days,1772920800,1773819900,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",15m
