Rank,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,roi,ROI/annum,ROI_per_annum_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Performance_Grade,Deployment_Status,Data_Source,Time_period_checked,Time_start,time_end,fees_exchnage,Parameters,Candle_Period
621,EMA_ADX_Pro,SOLUSDT,4h,10000,4844.02,-5155.98,-51.56,-51.56,-51.56,85,14,71,16.47,0.6,5.2,-0.75,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
622,Volume_Spike_Trend,SOLUSDT,4h,10000,4844.02,-5155.98,-51.56,-51.56,-51.56,85,14,71,16.47,0.6,5.2,-0.75,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
623,ADX_Strength_Pro,SOLUSDT,4h,10000,4844.02,-5155.98,-51.56,-51.56,-51.56,85,14,71,16.47,0.6,5.2,-0.75,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
624,Volume_EMA_Trade,SOLUSDT,4h,10000,4844.02,-5155.98,-51.56,-51.56,-51.56,85,14,71,16.47,0.6,5.2,-0.75,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.015, TP:0.09, TS:0.015",4h
625,Stochastic_ADX,SOLUSDT,4h,10000,4819.37,-5180.63,-51.81,-51.81,-51.81,100,17,83,17.0,0.62,4.81,-0.64,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
626,Breakout_Momentum,SOLUSDT,4h,10000,4793.33,-5206.67,-52.07,-52.07,-52.07,43,5,38,11.63,0.43,5.57,-1.62,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
627,Breakout_Alert,SOLUSDT,4h,10000,4711.72,-5288.28,-52.88,-52.88,-52.88,71,12,59,16.9,0.55,5.48,-0.95,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
628,Trend_Line_Break,SOLUSDT,4h,10000,4711.72,-5288.28,-52.88,-52.88,-52.88,71,12,59,16.9,0.55,5.48,-0.95,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
629,ADX_BB_Entry,SOLUSDT,4h,10000,4697.48,-5302.52,-53.03,-53.03,-53.03,101,16,85,15.84,0.57,4.61,-0.67,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
630,MACD_Supertrend_Combo,SOLUSDT,4h,10000,4672.34,-5327.66,-53.28,-53.28,-53.28,114,21,93,18.42,0.61,4.28,-0.6,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
631,VWAP_Cluster,SOLUSDT,4h,10000,4672.34,-5327.66,-53.28,-53.28,-53.28,114,21,93,18.42,0.61,4.28,-0.6,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
632,Supertrend_Momentum,SOLUSDT,4h,10000,4672.34,-5327.66,-53.28,-53.28,-53.28,114,21,93,18.42,0.61,4.28,-0.6,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
633,Supertrend_Reversal_Pro,SOLUSDT,4h,10000,4672.34,-5327.66,-53.28,-53.28,-53.28,114,21,93,18.42,0.61,4.28,-0.6,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
634,Supertrend_RSI,SOLUSDT,4h,10000,4672.34,-5327.66,-53.28,-53.28,-53.28,114,21,93,18.42,0.61,4.28,-0.6,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
635,RSI_MACD_Combo,SOLUSDT,4h,10000,4672.34,-5327.66,-53.28,-53.28,-53.28,114,21,93,18.42,0.61,4.28,-0.6,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
636,Dual_Confirmation,SOLUSDT,4h,10000,4672.34,-5327.66,-53.28,-53.28,-53.28,114,21,93,18.42,0.61,4.28,-0.6,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
637,Supertrend_Cluster,SOLUSDT,4h,10000,4672.34,-5327.66,-53.28,-53.28,-53.28,114,21,93,18.42,0.61,4.28,-0.6,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
638,MACD_Zero_Cross,SOLUSDT,4h,10000,4672.34,-5327.66,-53.28,-53.28,-53.28,114,21,93,18.42,0.61,4.28,-0.6,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
639,MACD_Histogram_Pro,SOLUSDT,4h,10000,4672.34,-5327.66,-53.28,-53.28,-53.28,114,21,93,18.42,0.61,4.28,-0.6,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
640,Supertrend_Pro,SOLUSDT,4h,10000,4672.34,-5327.66,-53.28,-53.28,-53.28,114,21,93,18.42,0.61,4.28,-0.6,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.01, TP:0.07, TS:0.01",4h
641,Supertrend_Reversal,SOLUSDT,4h,10000,4665.42,-5334.58,-53.35,-53.35,-53.35,139,27,112,19.42,0.66,3.97,-0.48,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
642,Stochastic_Trend,SOLUSDT,4h,10000,4649.73,-5350.27,-53.5,-53.5,-53.5,94,15,79,15.96,0.56,4.76,-0.73,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
643,ADX_Stochastic_Trade,SOLUSDT,4h,10000,4649.73,-5350.27,-53.5,-53.5,-53.5,94,15,79,15.96,0.56,4.76,-0.73,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
644,MACD_Supertrend,SOLUSDT,4h,10000,4607.95,-5392.05,-53.92,-53.92,-53.92,102,17,85,16.67,0.6,4.77,-0.67,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
645,Supertrend_Cluster_Pro,SOLUSDT,4h,10000,4607.95,-5392.05,-53.92,-53.92,-53.92,102,17,85,16.67,0.6,4.77,-0.67,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
646,ADX_Strength_Entry,SOLUSDT,4h,10000,4607.95,-5392.05,-53.92,-53.92,-53.92,102,17,85,16.67,0.6,4.77,-0.67,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
647,MACD_Confirmation,SOLUSDT,4h,10000,4607.95,-5392.05,-53.92,-53.92,-53.92,102,17,85,16.67,0.6,4.77,-0.67,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
648,Stochastic_MACD,SOLUSDT,4h,10000,4607.95,-5392.05,-53.92,-53.92,-53.92,102,17,85,16.67,0.6,4.77,-0.67,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
649,Supertrend_VWAP_Combo,SOLUSDT,4h,10000,4607.95,-5392.05,-53.92,-53.92,-53.92,102,17,85,16.67,0.6,4.77,-0.67,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
650,EMA_Cross_Trend,SOLUSDT,4h,10000,4607.95,-5392.05,-53.92,-53.92,-53.92,102,17,85,16.67,0.6,4.77,-0.67,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
651,MACD_BB_Strategy,SOLUSDT,4h,10000,4607.95,-5392.05,-53.92,-53.92,-53.92,102,17,85,16.67,0.6,4.77,-0.67,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
652,Supertrend_ADX,SOLUSDT,4h,10000,4607.95,-5392.05,-53.92,-53.92,-53.92,102,17,85,16.67,0.6,4.77,-0.67,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.012, TP:0.08, TS:0.012",4h
653,Trend_Break_Pro,SOLUSDT,4h,10000,4505.01,-5494.99,-54.95,-54.95,-54.95,73,12,61,16.44,0.53,5.41,-0.99,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
654,Breakout_Confirmation,SOLUSDT,4h,10000,4505.01,-5494.99,-54.95,-54.95,-54.95,73,12,61,16.44,0.53,5.41,-0.99,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
655,MACD_Divergence,SOLUSDT,4h,10000,4434.02,-5565.98,-55.66,-55.66,-55.66,108,16,92,14.81,0.48,3.48,-0.71,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.008, TP:0.06, TS:0.008",4h
656,Consolidation_Break,SOLUSDT,4h,10000,4393.29,-5606.71,-56.07,-56.07,-56.07,66,10,56,15.15,0.56,6.36,-1.1,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
657,Volume_Break_Pro,SOLUSDT,4h,10000,4393.29,-5606.71,-56.07,-56.07,-56.07,66,10,56,15.15,0.56,6.36,-1.1,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.02, TP:0.12, TS:0.02",4h
658,Volume_Profile_Breakout,SOLUSDT,4h,10000,4331.33,-5668.67,-56.69,-56.69,-56.69,68,11,57,16.18,0.51,5.51,-1.13,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
659,Breakout_Success,SOLUSDT,4h,10000,4331.33,-5668.67,-56.69,-56.69,-56.69,68,11,57,16.18,0.51,5.51,-1.13,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
660,Volume_Confirm,SOLUSDT,4h,10000,4331.33,-5668.67,-56.69,-56.69,-56.69,68,11,57,16.18,0.51,5.51,-1.13,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
661,ADX_Breakout_Pro,SOLUSDT,4h,10000,4331.33,-5668.67,-56.69,-56.69,-56.69,68,11,57,16.18,0.51,5.51,-1.13,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
662,Breakout_Volume_Confirm,SOLUSDT,4h,10000,4331.33,-5668.67,-56.69,-56.69,-56.69,68,11,57,16.18,0.51,5.51,-1.13,C,Inactive,Historical_Parquet,365 days,1759420800,1773806400,Entry:0.01% + Exit:0.01%,"SL:0.018, TP:0.1, TS:0.018",4h
